,cách,chọn,và,giữ,hoa,đào,theo,ý,muốn,chỉ,bằng,những,đồ,vật,dễ,kiếm,như,dao,cạo,râu,sỏi,vôi,bạn,có,thể,điều,khiển,cành,của,gia,đình,nở,nhanh,hay,chậm,tuỳ,còn,được,một,đẹp,các,hãy,nghe,hướng,dẫn,chuyên,làng,nhật,tân,để,trước,tiên,người,mua,cần,biết,đây,là,giống,cánh,kép,màu,thắm,đều,gốc,thẳng,thân,tuy,xù,xì,nhưng,khoẻ,chắc,vừa,phải,dăm,nhánh,nhỏ,nhất,nhiều,vút,ra,ngoài,tán,nụ,trải,từ,đầu,tới,cuối,to,thường,ít,hoặc,thưa,cũng,chính,yếu,tố,phân,biệt,với,về,tỉnh,nhiên,do,năm,nay,thời,tiết,biến,đổi,phức,tạp,cắt,vườn,chưa,kịp,anh,đỗ,quốc,tuấn,kĩ,sư,nông,nghiệp,hiện,trồng,tại,khẳng,định,nếu,chú,chăm,tốt,thì,vẫn,đối,trong,chậu,quan,trọng,tưới,xuyên,cây,sạch,mát,sẽ,bền,tươi,lâu,không,khí,nóng,rộ,nên,làm,ngược,lại,hãm,ông,nguyễn,văn,trúc,kinh,nghiệm,hơn,40,ở,riêng,cắm,nhà,quá,chơi,dùng,sắc,cứa,vòng,quanh,1,gang,tay,mục,đích,hạn,chế,chất,dinh,dưỡng,lên,nuôi,mẹo,khác,dân,sử,dụng,cho,vào,bình,lạnh,kích,nắm,đắp,đảm,bảo,sau,đêm,tung,lưu,thay,nước,khoảng,2,3,ngày,lần,tâm,tưởng,việt,nam,luôn,may,mắn,đỏ,bích,thích,loại,này,phai,đèn,tường,trang,trí,mà,phù,hợp,tuýp,tạo,cảm,giác,sáng,sủa,nhẹ,nhàng,rộng,thoáng,điểm,nhấn,ấm,cúng,tuổi,gian,tang,mới
10,,,,,,0.00423305799467932,,0.027130994453201086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027130994453201086,,,,,,,,0.023669922560056216,0.023669922560056216,,,,0.014553047377795284,0.027130994453201086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.027130994453201086,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.0315930921892118,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.0315930921892118,0.04863313700062831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,0.034023330049920406,0.01763991727021728,0.0015195592801412945,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,,,,,,,,,,,0.01987037676935908,,,,,,,,,,,,,,,,,,,,0.025490685833906696,,,,,,,,,,,,,,,,,0.04079607078283122,,,,0.04079607078283122,,,,,,,,,,,,,0.025490685833906696,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,,,,,,0.02921799402652425,,,,,,,,0.034023330049920406,,0.05237414753913819,0.025490685833906696,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.02921799402652425,0.04079607078283122,0.05237414753913819,0.04079607078283122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,0.06115171320341991,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890510570892995,,,,,,,,,,,,,,,,,,0.050644522979308694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058973772086528695,,,,0.058973772086528695,,,,,,,,,,,,,,,,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.050644522979308694,0.09078185573450619,0.058973772086528695,0.050644522979308694,0.07071318935690744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.06330565372413587,,,,,0.003292378440306138,0.02761490965339892,,,,,,,,,,,,,,,,,0.043052483000278,,,,0.01910991037606872,,,,,,,,,,,,,,,,,,,,0.02761490965339892,0.02761490965339892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03165282686206793,,,,,,,,,,,,,,,,,,,,,0.03165282686206793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03165282686206793,0.04419574334806715,0.04419574334806715,0.05673865983406637,0.05673865983406637,0.04419574334806715,0.05673865983406637,0.05673865983406637,0.036858607554080436,0.05673865983406637,0.05673865983406637,0.05673865983406637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.019478662684349498,,,,0.01175994484681152,0.0020260790401883926,,,,,,,,,,,,0.027197380521887474,,,,,,0.013246917846239385,0.022682220033280267,,,0.02351988969362304,,,,0.01496350219574229,0.022682220033280267,,,,,,0.016993790555937797,,,,,,,,,,,,,,0.010448341707135076,,,,,,,,,,,,0.022682220033280267,,0.05439476104377495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022682220033280267,,,,,,,0.016993790555937797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027197380521887474,0.016993790555937797,0.034916098359425454,0.022682220033280267,0.019478662684349498,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.027197380521887474,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,0.034916098359425454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,0.04212412291894907,,0.0018813591087463643,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,,,,,0.027789361220664253,,,0.0505094209692196,,,0.024601418857301716,0.031559896746741624,,,,,,,,,,,,,,0.019404063170393712,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031559896746741624,,,,,,,,,0.03617465927093478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06484418266750441,0.06484418266750441,0.0505094209692196,0.06484418266750441,0.06484418266750441,0.0505094209692196,0.06484418266750441,0.06484418266750441,0.06484418266750441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,0.0029265586136054556,,,0.024546586358576816,,,,,,,,,,,,,0.039285105198281906,,0.019134436889012445,0.03276320671473816,,,,,,,0.04322789523214439,0.03276320671473816,,,,,,0.04909317271715363,,,,,,,,,,,,,,0.015092049132528443,,,,,,,,,,,,0.03276320671473816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02813584609961594,,,,,,,,,,0.03276320671473816,0.02813584609961594,,,,,,,,,,,,,,,0.03276320671473816,0.02813584609961594,,,,0.039285105198281906,,,,,,,,,,,,,,,,,,,,,,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,0.0021949189602040917,,0.04220376914942391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028701655333518667,,,,,,,,,,,,0.04220376914942391,,,0.022638073698792664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,0.04220376914942391,,,,,0.058927657797422865,,,0.058927657797422865,,,,,,,,,,0.04914481007210725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,0.003039118560282589,,,0.025490685833906696,,,,,,,,,,,,,,,,,,,,0.02921799402652425,,,,,,,,,0.01987037676935908,,,,,,,,,,,,,,,0.015672512560702616,0.02921799402652425,,,,,,,,0.034023330049920406,0.04079607078283122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025490685833906696,,,,,,,,,,,,,,,,,0.02921799402652425,,,,,,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.04079607078283122,0.04079607078283122,0.034023330049920406,0.04079607078283122,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.02921799402652425,,,,,0.003039118560282589,0.05098137166781339,,,,,0.022445253293613437,,,,,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,,,,,,,,,,,,,,,,0.015672512560702616,0.02921799402652425,,,,,,,,0.034023330049920406,,,,,,0.034023330049920406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,0.02921799402652425,,,,,,,,,,,,,,,,,,,,,0.02921799402652425,,,,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,,,,,,,,,,,,,,,,,,,,0.025490685833906696,,,,,,,,,,,,,,,,,,,,,,,,,0.04079607078283122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06804666009984081,,,0.04079607078283122,0.04079607078283122,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,0.05237414753913819,,,,,,,,,,,,,,,,,,
20,,,,,,0.0020793969096670343,,,,,,0.03071455713862891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05582620212387429,,,,,,,,,,,,,,0.03488199114113548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,0.03488199114113548,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04655824112094371,0.05582620212387429,0.05582620212387429,,,,,,0.07166988610618909,0.05582620212387429,0.05582620212387429,0.05582620212387429,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,,,,,,,,,,
21,,,,,,0.0020793969096670343,,,,,,0.03071455713862891,,,,,,,,,,,,,,,,,,,,,,,,,,0.02719104189491242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,0.04655824112094371,0.039982518141559495,,,,,,,,0.04655824112094371,,,,,0.03488199114113548,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05582620212387429,,,,,,,,,,,,,0.05582620212387429,0.05582620212387429,0.05582620212387429,,,,,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,,,,
22,,,,,,0.0034355253290151004,0.028815557899198874,,,0.04611729740667876,,0.025372895027563014,,,,,,,,,,,,0.04492433008724661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017716753329489913,,,,,,,,,,,,,,,,,,0.04611729740667876,,,,,,,,,,,,,,,,,,,,,0.028815557899198874,,,,,,,,,,,,,,,0.033029036725636104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028815557899198874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04611729740667876,0.028815557899198874,,,,,,,,,,,,,,,,,,,,,,0.04611729740667876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04611729740667876,0.03846115570860567,0.04611729740667876,0.03846115570860567,,,,,,,,,,,,,,,,,,,,,,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426
