,chàng,chưa,đi,chợ,đã,tiêu,hết,tiền,sự,hụt,hẫng,của,nàng,lộ,ra,khi,cạn,vốn,lúc,vừa,đặt,chân,tới,sẽ,khiến,anh,ấy,mặc,cảm,nhiều,lứa,đôi,tan,vỡ,vì,khoảnh,khắc,không,đồng,điệu,này,hãy,nhớ,những,bí,quyết,sau,để,giúp,tìm,lại,tự,tin,dũng,mãnh,buổi,ban,đầu,luôn,động,viên,đừng,trách,móc,ít,ai,làm,một,hai,việc,đều,tốt,như,nhau,hễ,cái,tuyệt,thì,kia,tệ,đó,là,chuyện,đương,nhiên,thế,nếu,đang,bận,túi,bụi,công,cơm,áo,gạo,yếu,xìu,cũng,phải,thôi,bạn,chê,bai,hay,tỏ,thất,vọng,mà,cần,biết,chờ,đợi,an,ủi,dỗ,dành,xem,rồi,chẳng,có,ý,nghĩa,gì,từ,xưa,đến,nay,vẫn,cơ,được,chia,sẻ,thông,giảm,bớt,căng,thẳng,thấy,cực,kỳ,hấp,dẫn,hưng,phấn,tràn,về,trên,bảo,dưới,răm,rắp,nghe,theo,ngay,lập,tức,pha,cho,cốc,cà,phê,hoặc,chocolate,nóng,bại,lần,thứ,nhất,tê,tái,cả,người,đuối,giày,vò,sợ,thể,trong,trường,hợp,kế,hoãn,binh,kiểu,mệt,buồn,ngủ,tránh,với,điều,gay,đấy,càng,né,tình,hình,trầm,trọng,ôm,khối,u,sầu,nghĩ,mình,bất,lực,do,vậy,thẫn,thờ,lỡ,đây,thức,ăn,yêu,nên,mở,nhạc,êm,dịu,cùng,lắng,trò,ca,sĩ,hát,chơi,đàn,mau,chóng,quên,giác,chủ,rủ,nữa,vui,vẻ,trở,ngọt,lịm,đường,quyến,rũ,tiên,bé,bỏng,phụ,nữ,khởi,xướng,rất,quan,chứng,chỉ,và,số,trốn,ở,đâu,quay,bản,hòa,tạo,thật,vời,nồng,nàn,say,đắm,cứ,thử
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13206528158304232,,,,0.19838861636171523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19838861636171523,0.19838861636171523,0.2485602823057121,0.16904007318576836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,0.05943420362088576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08452003659288418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12428014115285604,0.12428014115285604,0.12428014115285604,0.12428014115285604,0.12428014115285604,0.09919430818085762,0.12428014115285604,0.09919430818085762,0.09919430818085762,0.12428014115285604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0319157456864831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1322590775744768,0.1322590775744768,0.1322590775744768,0.1322590775744768,0.1322590775744768,0.11269338212384558,0.1322590775744768,0.1322590775744768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.02872417111783479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08893017025063103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11903316981702915,0.08893017025063103,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.11903316981702915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,0.034013876516842935,,0.04170482576306599,0.04680535276349001,0.06264903674580481,0.04680535276349001,,,,,,,,,,,,,,,,,,0.05338107574287422,,,,,,,,,,,,,,,,,,,,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06264903674580481,,,,,0.025861141780751194,,,,,0.04680535276349001,0.06264903674580481,,,,,,,,,,,,,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04680535276349001,,,,,,,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.05338107574287422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.015117984798860415,,,,,,,,,,,,,,,,,,,,,,,0.034013876516842935,,0.12511447728919797,,,,0.04680535276349001,,,,,,,,,,,0.034013876516842935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,0.05338107574287422,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,0.13206528158304232,0.14821695041771837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14821695041771837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08189361563904544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19838861636171523,0.2485602823057121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12925273076400318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1584783378996508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2380663396340583,0.29827233876685455,0.29827233876685455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0319157456864831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1322590775744768,,,,,0.33141370974094947,0.16570685487047473,0.1322590775744768,0.16570685487047473,0.16570685487047473,0.1322590775744768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.02872417111783479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0792391689498254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,0.14913616938342728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.011489668447133916,,,,,0.04056961756458441,0.04056961756458441,0.03557206810025241,,,,,,,,,,,0.028528417738025166,,,,,,,0.031695667579930156,0.03557206810025241,,,,,,,,0.031695667579930156,,,,,,,0.031695667579930156,,,,,,,,,,,,,,,,,,,,,,,,,,0.04056961756458441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01965446775337091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047613267926811656,,,0.047613267926811656,0.047613267926811656,0.047613267926811656,0.047613267926811656,0.047613267926811656,0.04056961756458441,0.047613267926811656,0.047613267926811656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047613267926811656,0.05965446775337091,0.05965446775337091,0.05965446775337091,0.05965446775337091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,0.1270431003580443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11319881278546484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17004738545289877,,,,,,,,,,,,,,,,,0.21305167054775323,0.21305167054775323,0.21305167054775323,0.14489149130208717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.01595787284324155,,0.022010880263840384,,,,,,,,,,,,,,,,0.01981140120696192,,,,,,,,,,0.024702825069619728,,,,,,,,,,,,0.017951768161667107,,,,,,0.028173345530961395,0.024702825069619728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028173345530961395,,0.022010880263840384,,,,,0.028173345530961395,,,,0.0330647693936192,,,,,,,,,0.013648935939840907,,,,,0.024702825069619728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028173345530961395,,,,,,0.0330647693936192,,,,,,,,,,0.028173345530961395,,,0.0330647693936192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0330647693936192,0.041426713717618684,0.08285342743523737,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.0330647693936192,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,0.041426713717618684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0319157456864831,,0.08804352105536153,0.09881130027847891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08804352105536153,,,,,,,,,,,,,,,,,,0.11269338212384558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09881130027847891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1322590775744768,0.1322590775744768,0.1322590775744768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,0.04829716376736239,,,,,,,,0.05668246181763292,,,0.0423477001193481,,,,,,,,,,0.03773293759515495,0.0423477001193481,,,,,,,,,,,,,,,0.03773293759515495,,,,,,,,,0.05668246181763292,,,,,,,,,,,,,,,,,,,,,,0.11336492363526585,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023398175896870127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,0.07101722351591774,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.041034530168335415,,0.11319881278546484,0.1270431003580443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1270431003580443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1270431003580443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17004738545289877,0.17004738545289877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,0.06352155017902215,,,,,,,,,,,,,,0.06352155017902215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,0.05659940639273242,0.08502369272644938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,,,,,,,,0.08502369272644938,,,,,,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10652583527387662,0.10652583527387662,0.10652583527387662,0.10652583527387662,0.10652583527387662,0.10652583527387662,,,,,,,,,,,,,,,,,,,
27,0.020517265084167707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08502369272644938,,,0.046161689558572555,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,,0.05659940639273242,,,,,,,,,,,,,,,,,,,0.03509726384530519,,,,0.08502369272644938,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08502369272644938,,,,,,,,,,,,,,,,,,,,,,,,,0.07244574565104359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10652583527387662,0.10652583527387662,0.10652583527387662,0.10652583527387662,,,,,,,,,,,,,,,
28,0.015117984798860415,,,,,,,,0.05338107574287422,,,0.09361070552698002,,,,,,,,,,,,0.034013876516842935,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05338107574287422,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05338107574287422,,,,,,,,,,0.06264903674580481,0.06264903674580481,,0.025861141780751194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06264903674580481,0.06264903674580481,,0.05338107574287422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06264903674580481,,,,,,,,,,,,,,,,,,,,,,,,0.07849272072811961,0.07849272072811961,0.07849272072811961,0.07849272072811961,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,0.03962280241392384,,,,,0.03590353632333421,,,,,,,,,,,,,,,,,0.03590353632333421,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0661295387872384,,,,,,,,0.0661295387872384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0661295387872384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0661295387872384,,,,,,,,,0.0661295387872384,,,,,,,,0.0661295387872384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,0.08285342743523737,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09827233876685454,,,,,,,0.20284808782292207,,,,,,,,,0.20284808782292207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29827233876685455,0.29827233876685455
