,chọn,dụng,cụ,nấu,cho,lò,vi,ba,sản,phẩm,thủy,tinh,thích,hợp,phải,chịu,được,nhiệt,độ,cao,mà,không,bị,nổ,hay,nứt,vỡ,như,các,loại,thông,thường,trên,thị,trường,đã,có,nhiều,với,đủ,mẫu,tô,chén,đĩa,và,ly,tách,tạm,chia,làm,hai,nhóm,trong,đục,đa,dạng,giá,cả,chất,lượng,nhau,nhưng,hoa,văn,tế,về,mã,hơn,rất,dày,nặng,bóng,sáng,sứ,giữ,nóng,của,thức,ăn,lâu,lại,phản,ứng,hóa,tẩy,rửa,nên,sạch,sẽ,an,toàn,khác,gốm,bền,gấp,lần,thể,thay,đổi,đột,ngột,phần,lớn,nhập,từ,quốc,gia,liên,minh,châu,âu,eu,pháp,tây,ban,nha,italy,mỹ,hãng,narumi,nhật,bản,nồi,kích,cỡ,tráng,bên,ngoài,lớp,dẫn,này,chỉ,sử,máy,còn,để,bếp,gas,điện,dòng,pyrex,luminarc,cũng,bộ,siêu,khá,corning,ware,hàng,1,150,000,đồng,vision,là,mặt,bán,chạy,hiện,nay,đang,hiếm,tại,chợ,đầu,mối,đông,bến,thành,bình,phong,phú,tiền,do,vậy,khách,dễ,sai,nếu,hỏi,kỹ,người,một,tiểu,thương,biết,khi,bỏ,vào,sóng,ngay,vì,chúng,tính,năng,bằng,thái,lan,cộng,hòa,séc,vài,chục,nghìn,hâm,quá,chuyên,ý,trăm,theo,nhà,phân,phối,biệt,từng,đều,dán,tem,phụ,tin,bảo,đảm,tuy,nhiên,đọc,hướng,gặp,số,sự,cố,nút,nhựa,mở,nắp,trước,chảy,trừ,than,đậy,miếng,tản,inox,hơi,dồn,chỗ,ngày,sạn,chuộng,trơn,trắng,vẻ,sang,trọng,đình,xu,trang,nhã,màu,xanh,biển,chấm,bi,chị,thu,thảo,10a5,cư,xá,thánh,quận,thạnh,nhận,xét,dùng,tiện,chế,biến,xúp,món,nướng,bánh,sắc,thuốc,mất,thời,gian,khay,trình,bày,nhìn,hấp,cảm,giác,ngon,miệng,tham,khảo,178,198,vuông,135,175,hạt,xoài,110,165,3,085,300,700,168,15,500
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6334684555795864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,0.3651892342938215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048691897905842864,,,,,,,,,,,,,,,,,,,,,,,,0.06876056428344161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036952480635464115,,,,,,,,,,,,,,,,,,,,,0.062299896749571176,,,,,0.09056345948536822,,,,,0.1088978970386391,0.07708981339066161,0.07708981339066161,0.07708981339066161,0.1088978970386391,0.1088978970386391,0.1088978970386391,0.1088978970386391,0.1088978970386391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,0.010779473139162233,0.010779473139162233,,,,,,,,,,,,,,,,0.025156516523713392,0.020529155908591175,0.027051054392134923,,,,,,,,0.029198904280197394,0.03167841500725714,,,,,,0.027051054392134923,,,,,,,,,,,,0.029198904280197394,,,,0.049349572589466865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03820031349080089,,0.042827674105923114,,,,,,,,,,,,,,,,,,,,,,0.049349572589466865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049349572589466865,,,0.025156516523713392,,,,,,,0.042827674105923114,,,,,,,0.060498831688132824,0.049349572589466865,0.060498831688132824,0.060498831688132824,0.049349572589466865,0.060498831688132824,0.060498831688132824,0.049349572589466865,0.060498831688132824,0.060498831688132824,0.060498831688132824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.08894978468153263,,,,,,,,,,,,,,,,,,,,,0.05618295912212639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052248149703097053,,,,,,,,0.08894978468153263,,,,,,,,,,,,,,,,,0.10249526614735427,0.1256514196599682,0.08894978468153263,0.1256514196599682,0.1256514196599682,0.10249526614735427,0.1256514196599682,0.10249526614735427,0.1256514196599682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.02074658988329815,0.015580941326877934,0.016670222515252277,,,,0.015318198671441068,0.015318198671441068,,,,0.02250834750515639,,0.016670222515252277,,,,0.019220486015464288,,,,0.03043018949631379,,,,0.019220486015464288,,,,,,,0.031817331647472046,0.0414931797665963,,,,,,,,,,,,,,,,,,0.03506416999777909,,,,,,0.03506416999777909,,,,,,,0.027142328006621686,0.03043018949631379,,,,,,,,,,,,,,,,,,,,0.027142328006621686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03043018949631379,,,,,,,,,0.03506416999777909,,,0.03506416999777909,,,,,,,,,,,,,,,,0.03043018949631379,0.04298601198893648,0.04298601198893648,0.04298601198893648,0.024592064506409675,0.03506416999777909,0.027142328006621686,0.04298601198893648,0.04298601198893648,0.03506416999777909,0.04298601198893648,0.04298601198893648,0.04298601198893648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,0.019735859014045384,0.021115615185986217,0.019735859014045384,,,0.00970152582524601,0.00970152582524601,,,,,,,,,,,,,,,,,,0.024345948952921432,,,,,,,0.02686796894675417,,,,,0.038544906695330804,0.03438028214172081,,,0.04441461533052018,0.04441461533052018,,,,,,0.026279013852177655,,,,0.026279013852177655,,,,,,,,,,,,,0.038544906695330804,,,,,,,,0.038544906695330804,0.031149948374785588,,,,,,,,,,,,,,,,,,0.024345948952921432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04441461533052018,,,,,,,,,,,,,,,,,0.022640864871342054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04441461533052018,0.05444894851931955,0.05444894851931955,0.05444894851931955,0.05444894851931955,0.05444894851931955,0.04441461533052018,0.05444894851931955,0.04441461533052018,0.05444894851931955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,0.024253814563115025,0.024253814563115025,,,,,,0.05278903796496554,0.07127643376632857,0.085950705354302,,,0.11103653832630045,,,,0.11103653832630045,0.056602162178355134,,,,0.07787487093696396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085950705354302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11103653832630045,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13612237129829885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.027169037845610467,,,0.03153481662261319,0.02368303081685446,0.02533873822318346,0.02368303081685446,0.05843027748701144,0.05843027748701144,0.011641830990295213,0.011641830990295213,,,0.046253888034396964,,,,,,,,,,,,,,0.02217148838127847,,,,,,,,0.016120781368052502,,,,,,,,,,,,,,,,,,,,0.03153481662261319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037379938049742704,,,,,0.03153481662261319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027169037845610467,,,,0.02921513874350572,,0.046253888034396964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05329753839662422,,0.05329753839662422,,,0.046253888034396964,0.05329753839662422,0.06533873822318345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,0.08115316317640477,0.08115316317640477,0.010779473139162233,0.010779473139162233,,,,0.03167841500725714,,0.023461794651095796,,,,,,,,,,,0.020529155908591175,,0.03820031349080089,,0.03167841500725714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042827674105923114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03461105374976176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060498831688132824,0.049349572589466865,0.12099766337626565,0.060498831688132824,0.060498831688132824,0.060498831688132824,0.060498831688132824,0.060498831688132824,0.060498831688132824,0.060498831688132824,0.060498831688132824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.03396129730701308,,,0.03941852077826649,0.029603788521068077,0.031673422778979325,0.029603788521068077,,,0.014552288737869016,0.014552288737869016,,,,,0.042765860259797145,,0.042765860259797145,,,,,,,,,0.03396129730701308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0578173600429962,0.06662192299578028,,,,,,0.0578173600429962,,,,,,,,,,,,,,,,,,,,,,,,0.05157042321258121,0.06662192299578028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05157042321258121,,,,,,0.03396129730701308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0578173600429962,,,,,,,,,,,,,,0.08167342277897932,0.08167342277897932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,0.016424383657611036,0.024669823767556727,0.013197259491241385,0.012334911883778363,,,0.006063453640778756,0.006063453640778756,,,0.0481811333691635,,,0.013197259491241385,0.017819108441582143,,,0.015216218095575895,,,,,,0.014150540544588783,,,,,,,,,0.016792480591721358,0.016424383657611036,,,,,,,,,,,,0.02409056668458175,,,0.016424383657611036,,,,,,,,,,,,,,,,,,,,,,,,0.02409056668458175,,,,,,,,,,,,0.027759134581575112,,,,,,,,0.015216218095575895,,,,,,,,,,,,,,,,0.01946871773424099,,,,,,,,,,0.011547650198582535,,,,,,,0.02409056668458175,,,,,,,,,,,,,,,,,,,0.014150540544588783,,,,,,,,,,,,,,,,,,,,,,,,,0.027759134581575112,,0.02409056668458175,,,,,0.027759134581575112,,0.02409056668458175,,,,0.01946871773424099,,0.0214876763385755,,,0.027759134581575112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03403059282457471,0.03403059282457471,0.03403059282457471,0.027759134581575112,0.03403059282457471,0.03403059282457471,0.03403059282457471,0.03403059282457471,0.06806118564914942,0.06806118564914942,0.03403059282457471,0.03403059282457471,0.03403059282457471,0.03403059282457471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.02953156287566355,,0.0406303674453725,0.03427697458979694,0.02574242480092876,0.02754210676432985,0.02574242480092876,,,0.0126541641198861,0.0126541641198861,,,,,,,,,,,,,,,,,0.04819888778538798,0.06351117118153417,,,0.037187704573736644,,,,0.01752258844353533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05027596525477931,,,,,0.031755585590767084,,,,,,,,,,,,,,,,,,,,,,,,,,0.02409944389269399,,,,,,,,,,,,,,0.10055193050955862,,,,,,0.04484384627180974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05027596525477931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07102036763389506,0.07102036763389506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
