,cách,gần,gũi,với,con,nếu,chuyện,trò,hiểu,được,tính,tình,khả,năng,của,trẻ,sẽ,giúp,cha,mẹ,kịp,thời,uốn,nắn,những,khiếm,khuyết,các,bậc,phụ,huynh,nên,thực,hiện,công,việc,này,từ,sớm,mỗi,ngày,chỉ,mất,15,phút,và,không,khó,khăn,gì,đầu,tiên,phải,tạo,môi,trường,thân,thiện,để,có,thể,cởi,mở,hãy,bắt,bằng,nhìn,ngắm,trong,yên,lặng,chú,ý,tới,biểu,xem,nó,vui,buồn,hay,e,ngại,dùng,cho,thấy,bạn,đang,lắng,nghe,nói,như,bố,à,ồ,ừm,bày,tỏ,dấu,hiệu,khuyến,khích,tiếp,tục,còn,nữa,kể,đi,điều,đó,thế,nào,sau,thì,sao,sử,dụng,cụm,gợi,mong,làm,nghĩ,xảy,ra,muốn,đừng,phủ,nhận,thường,lãng,khỏi,cảm,xúc,chúng,cũng,rằng,lúc,đưa,lời,khuyên,tìm,giải,pháp,rất,thông,minh,sự,hỗ,trợ,đúng,chỗ,tự,quyết,mình,thứ,đến,biết,khen,động,thái,củng,cố,lòng,trọng,hành,vi,đắn,ngợi,tăng,mối,quan,hệ,gắn,bó,giữa,cái,góp,phần,xây,dựng,cần,dành,một,vào,mắt,trìu,mến,ngồi,sát,lại,mỉm,cười,cụ,đã,dọn,dẹp,căn,phòng,thật,tuyệt,vời,ngay,khi,đáng,tuyên,dương,thành,giảm,quả,quá,nhiều
10,,,,,,,,,,,,,,,,0.02967853763799526,,,,,,,,,0.048628061860473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040242763810202704,0.03429330016218842,,,0.048628061860473235,,,,0.03429330016218842,,,,0.03429330016218842,,,0.048628061860473235,,,,,,,,,0.048628061860473235,0.040242763810202704,,,,,,,,,,,,,,,,,0.048628061860473235,,,,,,0.03429330016218842,,,,,0.048628061860473235,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.048628061860473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.012151902434314722,,,,,,,,,,,,,0.051059464953496905,0.027203402217513786,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03600796517029785,,,,0.03600796517029785,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04225490200071284,,,,,,,,,,,,0.03600796517029785,,0.051059464953496905,,,,,,,,,0.13222192947339192,0.06611096473669596,0.051059464953496905,0.06611096473669596,0.051059464953496905,0.06611096473669596,0.06611096473669596,0.051059464953496905,0.06611096473669596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.03674339304409812,0.03131127406112856,,,0.07348678608819624,,,,,0.020744402379115758,0.027097795234691323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03674339304409812,0.027097795234691323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04439953474217122,,,0.04439953474217122,,,,,0.04439953474217122,,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.05748779542321388,0.08879906948434244,0.05748779542321388,0.03674339304409812,0.05748779542321388,0.04439953474217122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,0.07790616129973756,,,0.06800850554378446,0.045997098161824304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09001991292574461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652774118417399,0.1652774118417399,0.1652774118417399,0.07790616129973756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,0.029820078419978902,0.03895308064986878,0.05281862750089105,,,,,,,,,,,,,,,,,,,,0.05281862750089105,,,,,,,,,0.029820078419978902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06382433119187113,,0.05281862750089105,,,,,,,0.08263870592086996,0.08263870592086996,0.08263870592086996,0.08263870592086996,0.06382433119187113,0.05281862750089105,0.05281862750089105,0.05281862750089105,0.08263870592086996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.018695234514330344,,,,,,,0.039276511502689924,,,0.018350817489217786,,,,0.02092569401347214,0.014152953280561325,,,,,,,,,,,,,,,,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02769843474638296,,,,,,,,,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,0.023971126553765404,,,,,0.039276511502689924,0.03250377076977911,,,,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,0.048010620227063795,0.06807928660466253,0.05633986933428379,0.05633986933428379,,,,,0.06807928660466253,,,0.06807928660466253,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048010620227063795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,0.06807928660466253,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.06807928660466253,,,0.03240507315817259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,,,,,,,,,,,0.048010620227063795,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,,,,,,,,,,,,,,,,,
18,,,,,0.011573240413633067,,,,,,,,,,0.022720059748555354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02967853763799526,,,0.03429330016218842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03429330016218842,,,0.048628061860473235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048628061860473235,,,,0.02967853763799526,,,,,,,0.040242763810202704,0.040242763810202704,,0.048628061860473235,,,,,,,,,,,,,,,0.048628061860473235,,,,,,,,,,0.048628061860473235,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.06296282355875805,0.048628061860473235,0.06296282355875805,0.06296282355875805,,,,,,,,,,
19,,,,,0.016202536579086296,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,0.048010620227063795,,0.05633986933428379,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041549952693193365,,,,,,,0.05633986933428379,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,,,
20,,,,,,,,,,,,,,,0.016452457059298705,,,,,,,,,,,,,,,,,,0.029141311724629543,,,0.05828262344925909,,,,,,,,,,0.016452457059298705,0.05828262344925909,,,,,,0.024833079427791616,,,,,,,,0.02149135484130691,,,,,0.03521342410585993,,,,,,0.029141311724629543,0.024833079427791616,,,,,,,0.024833079427791616,,,,,,,,,,,,,,,,,0.029141311724629543,,0.03521342410585993,,,,,,,,,,,,,,,,,,,,,0.024833079427791616,,,0.024833079427791616,,,,,,,,,,,,,,,0.03521342410585993,,,,,,,,,,,,,,,,,,,0.06447406452392074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521342410585993,,,,,,0.03521342410585993,,,,,,,,0.0911875375678565,0.04559376878392825,0.04559376878392825,0.04559376878392825,0.04559376878392825
