,cẩn,thận,với,hoa,quả,ngoại,nhập,đặc,biệt,là,trung,quốc,lậu,có,tẩm,hóa,chất,bảo,quản,hiện,đang,mối,quan,tâm,của,người,tiêu,dùng,tiến,sĩ,đinh,văn,đức,phòng,vệ,thực,vật,cục,bộ,nông,nghiệp,phát,triển,thôn,đưa,ra,một,số,hướng,dẫn,sau,táo,các,loại,to,bày,bán,trên,thị,trường,chủ,yếu,từ,new,zealand,mỹ,thường,tròn,được,bọc,trong,lưới,xốp,lưu,ý,khi,bóc,thấy,rất,nhiều,hạt,trắng,mịn,đọng,vỏ,đó,do,bị,bay,hơi,còn,thì,hình,dáng,vuông,góc,cạnh,cao,thành,nho,thông,qua,nước,nhật,và,gồm,xanh,tím,không,xuất,việt,nam,nhỏ,chùm,ngắn,màu,tươi,cuống,nội,thời,vụ,chính,tháng,7,đến,10,giống,dài,vàng,đáng,vì,trải,công,đoạn,như,hái,vận,chuyển,ngày,nên,héo,cam,2,sần,vinh,quá,trình,trừ,nhện,châm,chưa,tốt,rám,nay,hàng,chứ,australia,quảng,cáo,này,đánh,bóng,quýt,hay,nhầm,chum,tuy,nhiên,vẫn,thể,phân,dấu,hiệu,ta,mỏng,dày,thấp,hai,đầu,múi,khô,thu,hoạch,khoảng,năm,hồng,dễ,nát,thuốc,để,giữ,ngoài,đẹp,đỏ,đậm,bôi,phẩm,xấu,mã,núm,đốm,đen,phần,ruột,gần,cứng,dưa,hấu,lớn,nhưng,lại,lấy,nhãn,mác,tiêm,đường,học,vào,bổ,vài,tiếng,sẽ,nhũn,lời,khuyên,cho,xuyên,đồ,vừa,đắt,tiền,mà,độ,an,toàn,trước,ăn,hãy,ngâm,chúng,muối,loãng,30,phút,làm,tan,dư,lượng,ngấm,phải,gọt,khác,vứt,bỏ
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05862859748983351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02424899150165753,,,,,,,,,,,,,,,,,,0.05388245905040782,,0.042784913507518715,0.02424899150165753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04936063648690292,,,,,,,,0.05862859748983351,,,,,,,,,,,,,0.033516952504588124,,0.08556982701503743,,,,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.05862859748983351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,0.02468977047016549,0.021959382675419803,,,0.01765115037858187,0.014309425792097171,0.014309425792097171,0.02803149505665019,0.011579037997351485,,,,,,0.03233972735348812,,,,,,0.02803149505665019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038411839734718504,0.02468977047016549,0.02803149505665019,0.02803149505665019,0.03233972735348812,0.03233972735348812,0.02803149505665019,0.02468977047016549,0.02468977047016549,0.02468977047016549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03233972735348812,,,,,,,,,,,,,,,,,,,,,,,,,,0.038411839734718504,,,,,,,0.05606299011330038,,,,,,,,,,,,0.038411839734718504,0.038411839734718504,0.04879218441278683,0.04879218441278683,0.04879218441278683,0.04879218441278683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,0.013683181621090055,,,,,,,,,0.015263277360145142,0.04262964060232525,0.032545606528854513,0.0369506071201298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025903423088934598,0.0369506071201298,,,,,,,,,,,,,,,0.050633788741219855,0.050633788741219855,0.050633788741219855,,,,,,,0.0289464589812352,,,,,,,,0.0369506071201298,0.04188462168468119,,,,,,,,,,,,,,,,,0.025903423088934598,,,,,,,,,,,0.0289464589812352,0.050633788741219855,,,,,,,,,,,,0.0369506071201298,,,,,,,,,,,,,0.0369506071201298,,,,,,,,,,,,,,,,,,0.050633788741219855,0.050633788741219855,0.050633788741219855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.06552607954746098,,,,0.037460123387480844,,,,0.02441019693945988,0.02441019693945988,0.04781843274369739,,,,,,,,,,,,0.042117843743223485,0.04781843274369739,0.05516777019124444,0.05516777019124444,,,,,,,,,,,,,,,,,,,,,,,,,,0.03352207693862124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05516777019124444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16550331057373333,0.06552607954746098,0.08323372635122459,0.08323372635122459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.007342195016194664,,,,0.02716935005626431,,0.01012130117001995,0.01012130117001995,,0.008190051266419343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013899397755038078,,,,,,,0.02287444129880867,,,,,,,,,,,,,,0.011237337525158368,,0.02287444129880867,,,,,,,0.015532246282614008,0.019827155040069648,,,,,,,,0.037454880071624945,,,0.022474675050316736,,,,,,,,,,0.02287444129880867,0.02716935005626431,,,0.02287444129880867,,,0.013899397755038078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02716935005626431,,,,,,,,0.02716935005626431,0.02716935005626431,0.068623323896426,,,,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.02716935005626431,0.02716935005626431,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.034511545072458974,0.02716935005626431,0.034511545072458974,0.034511545072458974,0.034511545072458974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,0.042117843743223485,,,,,,,,,,,,,,,,,,,,,,,,,,0.05516777019124444,,,,,,,,,,,,0.04781843274369739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042117843743223485,0.042117843743223485,,,,,,,,,0.06552607954746098,0.06552607954746098,0.13105215909492196,,0.06552607954746098,0.06552607954746098,,,,,,,,,,,,,,,,,0.06552607954746098,,,,,,,,,,,,,,,,,,,,0.05516777019124444,,,,,,,,,,,,,,,,,,,0.08323372635122459,0.08323372635122459,0.06552607954746098,0.08323372635122459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,0.025935834248176123,0.025935834248176123,,0.020987006370199568,,,,,,0.05861575582819722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03561720674728507,,,,0.04475020897717495,0.050807084790178474,0.050807084790178474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03561720674728507,,,,,,0.04475020897717495,0.04475020897717495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0696214595191773,,,,,,,,,,,,,,,,,,,,,,,,0.0696214595191773,,,,,,,,0.15242125437053541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,0.013683181621090055,,0.0289464589812352,,,,,,0.0369506071201298,,0.04262964060232525,,,0.0289464589812352,0.032545606528854513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020942310842340595,,0.04262964060232525,,,,,,,,,,0.0289464589812352,0.0369506071201298,,,,,,,,0.020942310842340595,,,,,0.050633788741219855,0.050633788741219855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050633788741219855,,,,,,,,,0.0289464589812352,,,,,,,,,,,,,,,0.050633788741219855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0369506071201298,0.0643169703623099,0.0643169703623099,0.0643169703623099,0.050633788741219855,0.0643169703623099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,0.025935834248176123,0.025935834248176123,,0.020987006370199568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03561720674728507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039801381099198396,,,,,,0.031992710061179645,,0.050807084790178474,0.02879567740821832,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039801381099198396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050807084790178474,,,,,,0.08843583424817612,0.08843583424817612,0.08843583424817612,0.08843583424817612,0.08843583424817612,0.08843583424817612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,0.01308826068104266,,,,,,,,,0.01459965660535622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024777187302459182,,,,,,,,,,,,,,,,,,,,,0.020031775588325786,,,,,,,,,,0.03534405898447198,0.04077617796744154,,0.03534405898447198,,,,,,,,0.020031775588325786,,0.04077617796744154,0.04843231966551464,,,,,,,,,,,,,,,,,,,,0.031130580158034746,0.031130580158034746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03534405898447198,,,,,,,,,,,,0.0615205803465573,0.0615205803465573,0.1230411606931146,0.0615205803465573,0.0615205803465573,0.04843231966551464,0.03534405898447198,0.0615205803465573,0.0615205803465573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,0.020475334439154974,0.016598933918832718,0.016598933918832718,,,,,,,,,,,,,0.02864013374539197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022795012318262448,,,,0.02864013374539197,0.03251653426571422,0.03251653426571422,,,,0.02864013374539197,0.02864013374539197,,,,,,,,,,,,,,,,,,,,0.020475334439154974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06503306853142844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04455773409227347,0.03251653426571422,,,0.11319786783766544,0.11319786783766544,0.05659893391883272,0.05659893391883272,0.05659893391883272,0.05659893391883272,0.05659893391883272,0.05659893391883272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,0.025085832971998432,,,,,,,,,,,0.029833472651449967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023744804498190046,,,,,0.039077170552131474,,,0.023744804498190046,,,,,,,,,,,,,,,,,,,,,,0.026534254066132263,,,,,,,,,,,,0.03839423654429109,,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026534254066132263,,,,,,,,,,,,,,,,,,,,0.04641430634611819,,,,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06774277972023796,,,,,,,,,,,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.04641430634611819,0.04641430634611819,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,0.03387138986011898,0.012542916485999216,0.029833472651449967,,,,,,,,,,,,,,,,,,,,0.03387138986011898,0.039077170552131474,0.07815434110426295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019197118272145545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,0.07815434110426295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026534254066132263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,0.05895722283211741,,,,,,,,,,,,,,,,,,,
23,,,,0.030107902097883537,0.01114925909866597,,,,,,,,,,,0.026518642356844414,0.030107902097883537,0.02358600361433979,0.026518642356844414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02358600361433979,,,,,,,,,0.018958642999217568,,,,,,,,,,,,,,,,,,0.034735262713005755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041257161196549506,,,,,,0.041257161196549506,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08251432239309901,,,,,,,,,,,,,,,,,,0.041257161196549506,0.041257161196549506,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,0.05240642029521548,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09097458536959632,0.11613047952040793,,,,,,,,0.07312619442555347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15913476461526238,0.15913476461526238,,,,,,,,,,,,,0.20213904971011684,0.20213904971011684,,,
25,,,,0.04516185314682531,0.016723888647998956,,,,,,,,,0.018655116773510727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03165973933092006,,,,,,,,,,,,,,,,,,,,,0.02559615769619406,,,,,,,,,0.035379005421509686,,0.05210289406950863,,,,,,,,,,,,,,0.05210289406950863,,,,,,,,,,,,,,,,,,,,,,,,0.035379005421509686,,,,,,,,,,,,,,,,,,,,,,,,0.035379005421509686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061885741794824256,0.061885741794824256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04516185314682531,,,,,,,,,,,,,,,0.061885741794824256,,,,0.061885741794824256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07860963044282322,0.07860963044282322,0.07860963044282322
