,mai,chi,hãy,đón,nhận,tình,yêu,của,anh,ấy,bạn,còn,chờ,gì,nữa,hả,không,mau,mở,rộng,vòng,tay,lấy,tuyệt,vời,đó,đi,trả,lời,rằng,biết,dường,nào,và,mới,xứng,đáng,là,người,con,gái,mang,lại,hạnh,phúc,cho,from,phuong,leto,tamsuvnexpress,net,sent,tuesday,may,04,2004,535,am,subject,hay,ma,nh,da,n,dden,voi,ay,chào,tôi,cũng,một,độc,giả,trung,thành,mục,tâm,sự,thấy,thật,thú,vị,khi,được,chia,sẻ,những,kinh,nghiệm,các,về,trường,hợp,nghĩ,đã,đóng,góp,chân,bổ,ích,riêng,mình,xin,phép,với,số,điều,quan,sát,hy,vọng,giúp,ở,mức,độ,nhất,định,sinh,viên,đại,học,mỹ,quen,nhiều,từ,việt,nam,sang,du,trong,này,có,rất,xinh,xắn,giàu,cá,tính,thua,kém,ngạc,nhiên,họ,đều,điểm,chung,muốn,luôn,bằng,cách,khác,tuy,xem,sống,nên,miễn,xét,giống,vừa,nêu,trên,nghĩa,cô,coi,lẽ,tất,cả,cuộc,xứ,sở,văn,minh,khả,năng,từng,đấu,tranh,giữa,đối,trai,mà,sung,sướng,nước,nếu,như,thế,thì,cái,gọi,chết,yểu,thảm,thương,tội,nghiệp,ba,chính,thiết,đời,ngắn,ngủi,cao,đẹp,dành,quý,bao,thể,đánh,đổi,dù,xác,kết,hôn,để,cư,đây,phu,khổ,vì,theo,đúng,mong,sớm,hiểu,ra,ai,dự,đoán,sẽ,đến,nhau,hai,chỉ,trân,trọng,nó,thôi,chúc,nha,thực,tế,hơn05,05,tiếp,tục,yêu05,hoàn,cảnh,chi04,quá,vào,ấy04,chấp,đề,nghị
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012907941537454188,,,,,0.04619222745821699,,,,,,,,,,,,,,,,,0.04619222745821699,,,,,,,,,,,0.028669523396569637,,,,,,,,,0.025908002111917888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028669523396569637,,,,,,,,,0.04619222745821699,,,,,,,,,0.03562800128600954,0.028669523396569637,,,,,,,,,0.06891228720677234,0.05457752550848752,0.06891228720677234,0.06891228720677234,0.06891228720677234,0.06891228720677234,0.05457752550848752,0.05457752550848752,0.06891228720677234,0.10915505101697504,0.05457752550848752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,0.05389093203458649,,,0.02254251923244412,,0.020443154738588577,0.015059265127029887,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,0.015059265127029887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,,,,0.05389093203458649,,,,,,,,,,,,,0.0636737797599021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,,,,,,,,0.0636737797599021,,0.08039766840790107,0.08039766840790107,0.04156600150034446,0.0636737797599021,0.08039766840790107,0.08039766840790107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.01505149978319906,0.01505149978319906,,,,,0.01839883926472972,0.04057653461839942,,,0.0271066772286538,,,,,,,,,,,,,,,,,,,0.03740940135031002,,,,,,,,,0.01839883926472972,,0.07481880270062004,,,,,0.03345033904792878,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,0.04225490200071284,,,,,,,,,,,,,,,,,0.03740940135031002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0573064017839119,0.07235790156711096,0.07235790156711096,0.07235790156711096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.01505149978319906,0.01505149978319906,,,,0.022357901567110962,0.03679767852945944,0.02028826730919971,,0.01839883926472972,,0.04225490200071284,,,0.04225490200071284,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,0.0271066772286538,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,0.048501838831127846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,0.03740940135031002,,,,,,,,0.0573064017839119,0.03345033904792878,0.07235790156711096,0.07235790156711096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,0.020443154738588577,,,,0.04156600150034446,,,,,,,,,,,,,,,,,,,,,0.05389093203458649,,,0.015059265127029887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0636737797599021,,,,,,,,,,0.04156600150034446,,,,,,,,,,,,,,,,,,,,,0.05389093203458649,,,,,0.03344777729599791,,,,,,,,,,,,,,,,,,0.04156600150034446,,,,,,,,,,,,,,,,,,,,,,,0.04156600150034446,,,,,,,,,0.03716704338658753,,,0.08039766840790107,0.05389093203458649,0.05389093203458649,0.0636737797599021,0.0636737797599021,0.0636737797599021,0.0636737797599021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.008361944323999478,0.008361944323999478,,,,0.012421056426172755,0.010221577369294289,,,0.020443154738588577,0.0075296325635149436,,,,,,,,,,,,,,,,,,,0.02078300075017223,,,,0.013692097830635953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023474945555951577,,,,,,,,,,,,,,,,0.023474945555951577,,,,,,,,0.023474945555951577,,,,,,,,,,,0.018583521693293765,,,,,,,,0.016723888647998956,,,,,,,,,0.026945466017293244,,0.02078300075017223,,,,0.03183688987995105,,,0.02078300075017223,0.016723888647998956,,,,0.03183688987995105,,,,,,,,,,,,,,,,,,0.02078300075017223,,,,,,,,,0.03716704338658753,,,,,0.026945466017293244,,,,,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.04019883420395053,0.03183688987995105,0.04019883420395053,0.02078300075017223,0.03183688987995105,0.04019883420395053,0.04019883420395053,0.04019883420395053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.013683181621090055,0.013683181621090055,,,,0.020325365061009966,0.016726217513390658,,,0.016726217513390658,0.012321216922115363,,,,,,,,,,,,,,,,,,,,,,,0.022405250995586108,,,,0.012321216922115363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052096728894465365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030409399134480708,,,,,,,,,,,,,,,0.052096728894465365,,0.034008546682100016,,,,,0.044092580755570765,0.03841354727337531,0.052096728894465365,0.044092580755570765,0.044092580755570765,0.044092580755570765,0.06577991051555541,0.06577991051555541,0.06577991051555541,0.06577991051555541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,0.022357901567110962,0.01839883926472972,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02464577609514472,,,,0.0271066772286538,0.01839883926472972,,,,,,,0.06690067809585756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027203402217513786,,,,,,,,,,,,,,,,,,0.0573064017839119,,,,,,,,,,,,,,,,,,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048501838831127846,,,,,,,,,,,,,,,,,,,,,,0.048501838831127846,0.048501838831127846,,,,,0.1146128035678238,0.1146128035678238,0.07235790156711096,0.0573064017839119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040886309477177155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,0.06689555459199582,,,,,,,,,0.0604520049278084,,,,,,,,,,,,,,0.09389978222380631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16079533681580213,0.1273475595198042,0.16079533681580213,0.16079533681580213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,0.018251348218049763,0.015019460624269159,,,0.0075097303121345795,0.005531974944623224,,,0.015269143408289802,,,0.012286938598529844,,,,,,,,,0.012286938598529844,,,,0.015269143408289802,0.015269143408289802,,,,,,0.015269143408289802,0.005531974944623224,0.015019460624269159,,,,,,,0.027306399222799,,,,,,,,,,,,,,,,,,,,,,,0.006143469299264922,,,,,,,,,,,0.011103429476536237,,,,0.03449379755160232,,,,,,,,,,0.01724689877580116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015269143408289802,,,,,,,,0.03686081579558954,0.02339036807506608,,,,,,,,,,,,,,,,,,,,,0.015269143408289802,,,,,,,,,0.0136531996113995,,,,,0.019796668910664422,0.02339036807506608,,0.02339036807506608,0.02339036807506608,,,,,,,,0.015269143408289802,,,,,,0.051740696327403475,0.02339036807506608,0.019796668910664422,,,,,,,,,,,,,,,0.029533837374331,0.04678073615013216,0.029533837374331,0.029533837374331,0.029533837374331,0.029533837374331,0.029533837374331,0.029533837374331,0.029533837374331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,0.018872806799255543,,0.017115199316027646,,,,,0.01965344279102923,,,,,,,,,,,0.028002790294323832,,,,,,,0.01965344279102923,0.011463151672160334,,,,0.01260775685053665,0.017115199316027646,0.01965344279102923,,,,,,0.01555829723159478,,,,,,,,,,,,,,,,,,,,,,,0.007000697573580958,,0.028002790294323832,,,,,,,,,0.012652745217448271,,0.02255899480517574,,,,,0.017399721558283728,,,,,,,,,,,,,,,,,,0.01555829723159478,,,0.02255899480517574,0.026654140364610186,,,,0.014001395147161916,,,,0.026654140364610186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026654140364610186,,,,,,,,,,,,,,,0.03111659446318956,,,,,,,,,,,,,,,,,0.017399721558283728,,,,,0.02255899480517574,,,0.02255899480517574,,,,,,,0.026654140364610186,0.026654140364610186,,0.026654140364610186,,,,,,,,,,,,,,0.03365483793819114,0.03365483793819114,0.05330828072922037,0.03365483793819114,0.03365483793819114,0.03365483793819114,0.026654140364610186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,0.029810535422814612,0.024531785686306297,,,,,0.028169934667141894,,,,,0.020068666377598746,,,,,,,,,,,,,,,,,,,,,0.018071118152435863,0.012265892843153148,0.028169934667141894,0.02493960090020668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020068666377598746,,,,,,,,,,,0.032334559220751895,0.03820426785594126,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02493960090020668,0.020068666377598746,,,,,0.03820426785594126,0.03820426785594126,,,,,,,,,,,,,,,,,,,,,,,,0.03820426785594126,,,,,,,,0.03820426785594126,,,,,,,,,,,0.03820426785594126,,,,,,,,0.032334559220751895,0.032334559220751895,,,,,,,,,,,,,,,,,,,,,,,,0.03820426785594126,,,,0.03820426785594126,0.04823860104474064,0.04823860104474064,0.04823860104474064,0.04823860104474064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.012542916485999216,0.012542916485999216,,,,0.01863158463925913,0.015332366053941435,0.01690688942433309,0.031174501125258346,0.015332366053941435,0.011294448845272415,,,,,,,,,,,,,0.04041819902593986,0.04041819902593986,,,,,,,,,,,0.03521241833392737,0.031174501125258346,0.011294448845272415,0.015332366053941435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012542916485999216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02787528253994065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031174501125258346,,,,,,,,,,,,,,,,,,,,,,,,0.04775533481992658,,,,,,,,,,,,,,,,,,,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.060298251305925796,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.03010299956639812,0.03010299956639812,,,,,,,,0.03679767852945944,0.0271066772286538,,,,,,0.06020599913279624,,,,,,,,,0.06020599913279624,,,,,,,,,,,,0.0271066772286538,0.03679767852945944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1146128035678238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08450980400142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0158436839823148,0.0158436839823148,,,,,,,0.03937831721085265,0.019367199226031286,,,,,,,,,,,,,,,,,,,,,,,,0.05188584441083098,,,,,,,,,,0.04447884421127667,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,0.0158436839823148,,,,,,,,,,,0.028635160228961877,,,,,,,,,,,,,,,,,,,,,,,,,0.03521088320834608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051054567190660885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07616621217590627,0.07616621217590627,0.12064505638718294,0.06032252819359147,0.07616621217590627,0.051054567190660885,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.04065073012201993,0.033452435026781316,,,,,,,,,,,,,,,,,,,,,,,,0.06801709336420003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060818798268961416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07682709454675062,,,,0.10419345778893073,,,0.10419345778893073,0.13155982103111083,0.13155982103111083,0.13155982103111083,0.13155982103111083,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,0.02258889769054483,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,0.06234900225051669,,,,,,,0.07042483666785473,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06234900225051669,,,,,,,,,,,,,,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,,,,,,,,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,0.08083639805187973,0.09551066963985316,,,,,,,,,,,,,,,,,,,,,,
27,0.01264831914554543,0.015177982974654515,0.019262656061819126,0.009631328030909563,0.008151569551450057,0.0037576305154808335,0.006184483786463772,0.0068195856501511625,0.0314364717229496,0.009276725679695659,0.015945104252149293,0.007101664201800477,0.009631328030909563,0.006287294344589919,0.007101664201800477,0.009631328030909563,0.015177982974654515,0.009631328030909563,0.009631328030909563,0.009631328030909563,0.009631328030909563,0.009631328030909563,0.009631328030909563,0.008151569551450057,0.008151569551450057,0.0050593276582181716,0.009631328030909563,0.009631328030909563,0.019262656061819126,0.006287294344589919,0.006287294344589919,0.009631328030909563,0.007101664201800477,0.004142147242881465,0.008151569551450057,0.007101664201800477,0.006287294344589919,0.004555744072042654,0.006184483786463772,0.007101664201800477,0.006287294344589919,0.009631328030909563,0.008151569551450057,0.014203328403600954,0.014203328403600954,0.005621905722340971,,,,,,,,,,0.04815664015454782,,,,,,,,,,,,,0.0025296638291090858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009631328030909563,,,,,,,,0.009631328030909563,0.009631328030909563,,,,,,,,,,,,,0.006287294344589919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019262656061819126,,,0.009631328030909563,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008151569551450057,0.007101664201800477,,,,,,,,,,,,,,0.019262656061819126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009631328030909563,,,0.008151569551450057,,,,,,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.06080495930009325,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.012160991860018648,0.024321983720037296,0.012160991860018648,0.012160991860018648,0.012160991860018648
