,uống,trà,với,người,sài,gòn,dù,quê,hương,của,là,ở,miền,bắc,những,tách,tp,hcm,ít,nhiều,vẫn,có,vị,riêng,tại,đất,này,khi,dùng,các,loại,cổ,truyền,như,xanh,lài,sen,móc,câu,cỏ,ngọt,quế,khách,sẽ,cùng,thức,phù,hợp,bánh,đậu,su,sê,in,quán,thành,phố,thường,bắt,đầu,vào,20,giờ,và,kết,thúc,22h30,mỗi,tối,chỉ,hơn,2,đồng,hồ,ngày,được,trích,ra,trong,quỹ,thời,gian,eo,hẹp,cá,nhân,vì,vậy,còn,sự,nghỉ,ngơi,thân,thể,phải,đàm,đạo,tâm,giao,bên,cuộc,sống,đã,mở,bao,công,việc,bàn,vướng,mắc,giải,sẻ,chia,thế,mới,hay,đâu,một,thứ,nước,thông,ghiền,tính,đến,dụng,bổ,dưỡng,mát,gan,hạt,trị,cảm,nắng,bạc,hà,nhiệt,khổ,qua,nghệ,thuật,không,tĩnh,lặng,tương,đối,tuýp,cũng,hoàn,toàn,khác,biệt,nhưng,nay,ai,bạn,trẻ,rất,ghé,số,quận,1,3,5,nhận,thấy,tuổi,từ,35,cô,gái,chàng,trai,từng,đi,du,học,trời,tây,về,muốn,tìm,thậm,chí,chủ,điểm,tịnh,cung,đình,anh,sĩ,hoàng,cho,tôi,mang,thuần,việt,cao,nhất,pha,cần,tỉ,mỉ,sơ,suất,nhỏ,chén,ý,ngay,ngoài,chọn,mộc,cách,ướp,thì,điều,quan,trọng,bậc,ông,bà,ta,giọt,sương,trên,lá,mưa,chúng,đó,hiếm,rồi,suối,khoáng,để,tới,đây,chiêm,ngưỡng,bộ,trang,phục,xưa,khung,cảnh,nghe,ca,trù,chầu,văn,họ,âm,thanh,chợ,làng,nam,quả,kiến,trúc,gam,màu,hẳn,cà,phê,tiên,thấm
10,,0.013482803637414428,,,,,,,,0.0606481783597997,0.04935737117789611,,,,,,,,,,,0.018216337143691162,,,,,,,,,,0.038977026499827795,,,,,0.03290491411859741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022524569440529094,,,,0.025254957235274777,,,,,,,,,,,,,,,,,0.038977026499827795,,,,,,,,,,0.03290491411859741,,,,,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.04935737117789612,0.038977026499827795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.03628958409863021,0.0072407649163892295,,,,,,,,,0.026506736373314577,,,,,,,,,,,0.029348543175946873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032570318008040576,0.1060269454932583,,,,,,,,,,,,,0.06279632047194478,,,,,,,,,,,,,,,,,,,,,,,0.08804562952784062,,,,,,,,,,,,,,,,,,,,,0.07952020911994374,0.07952020911994374,0.05301347274662915,0.06279632047194478,0.06279632047194478,0.07952020911994374,0.07952020911994374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.06532125137753438,0.013033376849500615,,0.05862657241447305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07323937598229685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.07323937598229685,0.14313637641589874,0.14313637641589874,0.11303337684950061,0.14313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.007666692264412125,,,,,,,,,,,,,,,,,0.06649022167617682,0.056131912319960287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034486219067337086,0.06649022167617682,0.06649022167617682,,,,,,,,,,,,,,,,,,,,,,,,0.034486219067337086,,,,,,,,,,,,,,,,,,,,,,0.06649022167617682,,,,,,,,,,,,,0.056131912319960287,,,,,,,,0.04308198587193932,,,,,,,,,,,,,,,,,,,,,,,0.04308198587193932,,,,,0.06649022167617682,0.08419786847994043,0.08419786847994043,0.06649022167617682,0.056131912319960287,0.048782574872413234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.004827176610926153,,,,,,,,,0.017671157582209718,0.02712569480825809,,,,,,,,,,0.01956569545063125,,,,,,,,0.030714954549297218,,,,,,,,,,,,,0.030714954549297218,,,,,,,,,,,0.02171354533869372,,,0.030714954549297218,,,,0.04186421364796319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02712569480825809,,,,,,,,,,,,,,,,,,,,,,,,0.01956569545063125,,,,,,,,,,,,,,,,,,,,0.04186421364796319,,,,,,,,,,,,,,,,,0.04186421364796319,0.035342315164419436,,0.05301347274662916,0.04186421364796319,0.12559264094388956,0.04186421364796319,0.05301347274662916,0.05301347274662916,0.05301347274662916,0.05301347274662916,0.05301347274662916,0.05301347274662916,0.05301347274662916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.006206369928333625,,,,,,,,,,0.03487589332490326,,,0.027917415435463354,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,,,,,,,,,,,,,,,0.027917415435463354,,,,,,,,,0.03487589332490326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03487589332490326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039490655849096425,,,,,,,,,,,,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.06816017924566606,0.05382541754738124,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.014481529832778459,,0.02171354533869372,,,,,,0.02171354533869372,0.017671157582209718,,,,0.02171354533869372,,,,,,,,,,,,,,,,,,,0.030714954549297218,,,,,,,,,,,,,,,,,,,,0.06514063601608115,,,,,,,,,,,,,,,,,,,,,,,,,,0.02171354533869372,,,,,0.04186421364796319,,,0.035342315164419436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0391313909012625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02712569480825809,,,,,,,,,0.035342315164419436,0.030714954549297218,,0.04186421364796319,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662916,0.05301347274662916,0.04186421364796319,0.035342315164419436,0.05301347274662916,0.05301347274662916,0.05301347274662916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,0.02031822219873245,,,,,,,,,,,,,,,,,,,,,0.031896298955039426,,,,,,,,,,,0.02254868169787425,,,,,,,,,,,,,,,,,,,,,,,,,,0.02254868169787425,,,,,,,,,0.025123558222128608,,,,0.028168990762421867,,,,,,,,,,,,,,,,,,,,,,0.03670163497843557,,0.0406364443974649,,,,,,0.028168990762421867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043474375711346394,0.043474375711346394,,,,,,,,,,,,,,,,,,,0.043474375711346394,,,,0.043474375711346394,0.03670163497843557,,,,0.05505245246765336,0.05505245246765336,0.05505245246765336,0.08694875142269279,0.043474375711346394,0.05505245246765336,0.05505245246765336,0.043474375711346394,0.05505245246765336,0.043474375711346394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.016291721061875767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14129172106187576,0.11928031367991561,,0.08165156422191797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.14129172106187576,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.009309554892500438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,0.05923598377364464,,,,,,0.05231383998735489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0377338412262174,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,0.10224026886849909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.01700005676021819,,,,,,,0.049144946456304614,,0.020744402379115758,,,,,,,,,,,,,,,,,,,0.03605668577526196,0.041488804758231516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,,,,,,,,,0.03184320694882472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049144946456304614,,,,,,0.049144946456304614,0.041488804758231516,,,,,,,,,,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.06223320713734728,0.049144946456304614,0.049144946456304614,0.049144946456304614,0.06223320713734728,0.06223320713734728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13821729547183748,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06103281331858071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11928031367991561,0.11928031367991561,0.07952020911994373,0.11928031367991561,0.11928031367991561,0.11928031367991561,0.11928031367991561,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07952020911994373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04885547701206087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06103281331858071,,,,0.06103281331858071,,,,,,,,,,,,,,,,,,,,,,,0.06103281331858071,,,,,0.09419448070791717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09419448070791717,,,,,,,0.07952020911994373,,,,,,0.11928031367991561,0.09419448070791717,0.11928031367991561,0.11928031367991561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.013033376849500615,,,,,,,,,,,,,,,,,,,,0.05282737771670437,,,,,,,0.0829303772831025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829303772831025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1464787519645937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,0.14313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,0.023450628965789217,,,,0.022606675369900124,,0.03517594344868383,,,,,0.011725314482894609,,,,,,,0.010565475543340875,,,,,,,,,,,,,,,,,,,,,0.0165860754566205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02929575039291874,,,0.022606675369900124,,0.011725314482894609,,,,,,,,,0.013064250275506875,,,,0.01464787519645937,,,,0.019084850188786497,,,,,,,,,,,,,,,,,,,,0.031696426630022624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01464787519645937,,,,,,,,,,0.0165860754566205,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019084850188786497,,,,,,,,0.04521335073980025,,,0.04521335073980025,,,,,,,,,,,,,,,,,,,,0.022606675369900124,,,,,,,,,,,,,,,,,,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.057254550566359495,0.028627275283179748,0.028627275283179748,0.057254550566359495,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,0.028627275283179748,,,,,,,,,,
25,,0.006859672026052954,,,,,,,,,,0.03854703999068255,,,0.06171218148891899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06171218148891899,,,0.04364756699110658,,,,,,0.03854703999068255,,,,,,,,,,,,,,,,,,,,,,,,0.05022328997049078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05022328997049078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,,
26,,,,0.04187612315319503,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,0.05231383998735489,,,,,,0.06816017924566606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0377338412262174,,,,,,,,,,,,,,,,,,,,,,,0.06816017924566606,0.08073812632107186,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08073812632107186,,,,,,0.06816017924566606,,,,,,,0.08073812632107186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10224026886849909,0.10224026886849909
