,yêu,nhiều,sẽ,đau,khổ,anh,minh,thân,mến,tôi,hiểu,tâm,trạng,của,hiện,giờ,tình,phải,xuất,phát,chân,thành,từ,cả,hai,phía,nếu,không,gây,cho,người,nào,hơn,mong,muốn,nói,gì,hãy,suy,nghĩ,chín,chắn,dù,lựa,chọn,điều,mà,from,nguyen,mai,trang,to,tamsuvnexpress,net,sent,sunday,may,16,2004,1254,pm,subject,nho,vnexpress,gui,bai,toi,với,rằng,thật,trước,mối,quan,hệ,mình,cách,sống,và,du,học,sinh,thoáng,rất,so,khi,họ,còn,ở,việt,nam,con,gái,cũng,vậy,trai,thế,bạn,ngoại,lệ,có,ý,là,tất,đều,giống,nhau,nhưng,kể,chuyện,đây,một,rồi,ấy,đi,chưa,được,nửa,năm,đã,liên,lạc,linh,cảm,xảy,ra,về,chơi,giác,thứ,6,đúng,chúng,ngồi,thẳng,thắn,thú,nhận,khác,chung,cô,sự,buồn,càng,lừa,dối,bên,đó,vẫn,tỏ,như,những,ngày,biết,dứt,khoát,trong,lòng,vô,hạn,lắm,làm,kia,liệu,cuộc,vất,vả,đơn,thiếu,thốn,mặt,nên,việc,cạnh,để,chia,cần,thiết,chúc,sớm,vượt,qua,mọi,tiếp,tục,tập
15,,,,,,0.005922597696434304,,,,0.020772355557837976,,,,,,,,,,,,,,0.031130580158034746,,,,,,,0.027687917286398883,,0.03534405898447198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04077617796744154,,,,,,,,0.055375834572797766,,,,,,,0.031130580158034746,,,0.03534405898447198,,,0.04077617796744154,0.03534405898447198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04843231966551464,0.09686463933102928,0.0615205803465573,0.09686463933102928,0.09686463933102928,0.04843231966551464,0.04843231966551464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.033516952504588124,0.033516952504588124,,,,0.014338920738735684,,,,0.012572741521849302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04936063648690292,,,,,,,,0.03768438650709469,0.033516952504588124,,,,,0.03768438650709469,,,0.042784913507518715,0.04936063648690292,0.04936063648690292,,,,,,,,,,,,,,,,,,,,,,,,0.05862859748983351,,,,,,,,,,,0.05862859748983351,,,,,,,,,,,,,,,,,,,,,,,0.05862859748983351,0.07447228147214831,0.04936063648690292,0.07447228147214831,0.07447228147214831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.042784913507518715,,0.007169460369367842,,,,0.012572741521849302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04936063648690292,,,,,,,,,,,,,,,,,,,,,,,,,0.033516952504588124,,0.04936063648690292,,,,,,,,,,,,,,,0.03768438650709469,,,,,,,,,,,,,,,,,,,,,,0.04936063648690292,,,,,,,,,0.042784913507518715,,,0.03768438650709469,,,,,,,,,,,,,,,,,,,,,,0.05862859748983351,0.05862859748983351,,,,,,,,,,,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,0.07447228147214831,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.10613701626452905,0.10613701626452905,,,,0.02270329116966483,,,,0.03981368148585612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18565722538447277,,,,,,,,,,,,0.23582889132846965,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.04548729268479816,,,0.009729981929856357,,,,0.03412601270216239,,,,,,,,,,,,,,0.05114309597391423,,,,,,,,,,,,0.04548729268479816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04548729268479816,,,,,,,,,,,,,,,,0.06698943523222539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06698943523222539,,,,0.07956738230763119,0.07956738230763119,,,,,0.06698943523222539,,,,,,,,,,,0.10106952485505842,0.10106952485505842,,,,,,,,,,,,,,,,,,,,,,,
20,,,0.016758476252294062,,,,,,,,,,,0.013470614762601954,,,0.029314298744916756,,,,,,,,,,,0.013470614762601954,,,0.016758476252294062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02468031824345146,0.016758476252294062,0.018842193253547346,0.016758476252294062,0.02468031824345146,,0.029314298744916756,,,,,0.021392456753759358,,,,,,0.02468031824345146,,,,,,0.042784913507518715,,0.02468031824345146,,,,,,,,,0.029314298744916756,,,,,,,,,,,,0.029314298744916756,,,0.029314298744916756,,,,,0.029314298744916756,,,,,,,,,0.02468031824345146,,,,,,0.029314298744916756,,,,0.02468031824345146,,,,,,,,,,,,,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.037236140736074154,0.029314298744916756,0.037236140736074154,0.029314298744916756,0.037236140736074154,0.037236140736074154,0.037236140736074154,,,,,,,,
21,0.026534254066132263,0.026534254066132263,0.026534254066132263,0.03387138986011898,0.039077170552131474,,,,,,,,,,,,,0.03387138986011898,,,0.04641430634611819,0.04641430634611819,0.04641430634611819,0.029833472651449967,0.04641430634611819,0.04641430634611819,0.04641430634611819,0.021328473374119764,0.04641430634611819,0.039077170552131474,0.026534254066132263,0.04641430634611819,0.03387138986011898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04641430634611819,0.039077170552131474,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039077170552131474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04641430634611819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,0.017027468377248625,,,,0.029860261114392092,0.0895004179543499,,,,,,,,,,,,,,,,,,,,,,,0.1392429190383546,0.0895004179543499,0.07960276219839679,0.11723151165639444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11723151165639444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,0.018162632935731865,,,,,,,,,,,,0.05419422377619037,,,,,,,,,,0.03412555739859162,,,,,,,0.047733556242319945,,,0.06252347288341037,0.05419422377619037,0.05419422377619037,0.06252347288341037,0.06252347288341037,0.06252347288341037,0.07426289015378912,0.07426289015378912,0.07426289015378912,0.06252347288341037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,0.009729981929856357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04548729268479816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05806523976020397,,,,,,,0.05806523976020397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07956738230763119,,0.07956738230763119,,,,0.10106952485505842,0.10106952485505842,0.10106952485505842,0.10106952485505842,0.10106952485505842,0.10106952485505842,0.10106952485505842,0.10106952485505842
25,,,,,,,,0.46892604662557774,0.46892604662557774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
