,tôi,cũng,ở,trong,tình,cảnh,như,anh,minh,cờ,đọc,tâm,sự,của,nhận,thấy,một,trùng,hợp,đến,ngạc,nhiên,đang,rơi,vào,trạng,không,thể,hiểu,nổi,rất,khủng,hoảng,và,cần,xin,lời,khuyên,ơi,tại,sao,phụ,nữ,lại,thế,nhỉ,thật,họ,nữa,from,hn,fcto,tamsuvnexpress,net,sent,friday,may,14,2004,903,pm,subject,re,có,bắt,cá,hai,tay,thân,mến,chúng,là,sinh,viên,du,học,thái,lan,quen,yêu,nàng,hơn,2,năm,thì,tốt,nghiệp,về,nước,trước,chỉ,còn,chờ,để,làm,lễ,cưới,cảm,sâu,đậm,chat,e,mail,điện,thoại,mỗi,ngày,kiếm,được,việc,ổn,định,cho,công,ty,ngoài,nhưng,lương,đủ,thỉnh,thoảng,đi,thăm,thôi,khoảng,3,tháng,lần,bay,sang,hoặc,cố,gắng,thêm,tiền,vé,máy,với,nói,vậy,các,bạn,sắc,thời,gian,gần,đây,mới,promotion,phải,bận,rộn,nên,dành,ít,ngờ,đã,người,khác,qua,mà,hề,hay,biết,cuối,cùng,giấu,hẹn,hò,đó,chơi,những,thương,thậm,chí,hôn,nhau,gì,dám,tưởng,tượng,bàng,hoàng,khi,ngọt,ngào,viết,buổi,chuyện,thẳng,thắn,thú,hết,mọi,luôn,khẳng,rằng,kia,xúc,nhất,rồi,khóc,đề,nghị,chia,bỏ,cầu,chấm,dứt,quan,hệ,chẳng,bao,lâu,vẫn,đàn,ông,hỏi,sẻ,thực,tế,lúc,nào,nghĩ,bời,nhậu,nhẹt,bè,giờ,nhà,nếu,hôm,gọi,hoàn,toàn,mất,lý,trí,sẽ,tin,bây,giải,liệu,chân,chính,đảm,bảo,cuộc,sống,gia,đình,hạnh,phúc,mãi,thích,gái
10,0.0014300114959545647,,,,,,,,,,,,,,,,0.016986587000949974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03276320671473816,,,,,,,,,,,,,,,,,,,,0.024546586358576816,,,,,,,,,,,,,,,,,0.020929377034812447,,0.039285105198281906,,,,,0.021613947616072195,,,,,,0.016986587000949974,0.021613947616072195,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03276320671473816,,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.10086872859389576,0.05043436429694788,0.05043436429694788,0.039285105198281906,0.039285105198281906,0.039285105198281906,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.024546586358576816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.002413144399423328,,,,0.03647353660212183,,,,,,,,,0.055287911331120654,,,,,,,,,,,,,,,0.04142236448009838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03647353660212183,,,,,,,,,,,,,,,,,0.03647353660212183,,,,,,0.02866486556410308,,,,0.055287911331120654,0.06629361502210072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06629361502210072,,,,,0.0474792402931019,0.06629361502210072,0.06629361502210072,0.055287911331120654,0.08510798975109955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0014300114959545647,0.013397327259910845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013397327259910845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010464688517406224,0.039285105198281906,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021613947616072195,0.03276320671473816,,,0.021613947616072195,0.039285105198281906,,,0.024546586358576816,,,,,,,,,,,,,,,0.039285105198281906,0.039285105198281906,,,,,,,,,,,0.07857021039656381,0.10086872859389576,0.05043436429694788,0.039285105198281906,0.039285105198281906,0.05043436429694788,0.03276320671473816,0.039285105198281906,0.05043436429694788,0.05043436429694788,0.05043436429694788,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0017550141086715113,,,,,,,,,,,,,,,,0.020847174955711333,,,,,,,,,,0.05305241687581357,,,,,,,0.032884348728872075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04821353819789144,0.023483172545606185,0.012843026816816731,,,,,,,,,,,,,,,,,,,,0.03453035657680138,0.03453035657680138,0.03453035657680138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0618967198189815,0.03453035657680138,0.026526208437906786,0.03453035657680138,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.04020939005899684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.00154441241563093,0.007234556720351857,,,,,,,,,,,,,,,,,,,,,,,,,0.011671531712678986,,,,,,,0.014469113440703714,,,0.01519335689379261,,,,,,,,,,,0.03538426325191722,0.01519335689379261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01033259592006672,0.011301863598798723,,,,0.01519335689379261,,,0.011671531712678986,,,,,,0.009172756980512986,0.011671531712678986,,,,,,,,,,,,,,0.011671531712678986,,,,,,,,,,,,,0.01769213162595861,0.01769213162595861,,,,,0.02121395680707223,,,,,,,,,,0.013255156633631483,0.01519335689379261,,,,,,,,,,,,,,,,,,0.06077342757517044,0.011671531712678986,0.01519335689379261,,,,,0.01769213162595861,0.027234556720351858,0.027234556720351858,0.027234556720351858,0.02121395680707223,0.02121395680707223,0.01769213162595861,0.01769213162595861,0.03038671378758522,0.027234556720351858,0.027234556720351858,0.027234556720351858,0.02121395680707223,0.01769213162595861,0.02121395680707223,0.027234556720351858,0.027234556720351858,0.027234556720351858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0012870103463591084,,,,,,,,,,0.07071318935690744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058973772086528695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050644522979308694,0.050644522979308694,,,,,,0.03890510570892995,,,,0.03890510570892995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050644522979308694,,,,,0.058973772086528695,,,,,0.09078185573450619,0.09078185573450619,0.058973772086528695,0.09078185573450619,0.09078185573450619,0.09078185573450619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0012870103463591084,0.008038396355946508,,,0.012968368569643318,,,,,,,,,,0.023571063118969147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01472795181514609,,,,0.0196579240288429,,,0.012968368569643318,0.0196579240288429,,,,,,,,0.011480662133407468,0.018836439331331205,,,,,,,,,,0.0196579240288429,,,,,,,0.0393158480576858,,,,,,,,,,,,,,0.023571063118969147,,,,,0.01472795181514609,,,,,,,,,,,,,,,,,,,,,0.01472795181514609,0.016881507659769566,,,,,0.023571063118969147,,,,,,,,,,,,,0.016881507659769566,,,,,,,,,,,,,,,0.016881507659769566,,,,,0.0196579240288429,,,,,,,0.0196579240288429,,,,0.03026061857816873,0.047142126237938294,0.03026061857816873,0.03026061857816873,0.03026061857816873,0.0196579240288429,0.03026061857816873,0.023571063118969147,0.03026061857816873,0.023571063118969147,0.023571063118969147,0.03026061857816873,0.03026061857816873,0.03026061857816873,0.03026061857816873,0.03026061857816873,0.03026061857816873,0.016881507659769566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0014850119381066636,0.02782521815519945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02782521815519945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03974075353871816,0.02173435307461293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08159214156566244,,,,,,,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.08159214156566244,0.10474829507827638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0011700094057810076,,,,,,,,,,,,,,,,0.013898116637140889,,,,,,,,,,,,,,,,,0.010961449576290692,0.026806260039331228,,,,,,,,,0.026806260039331228,,,,,,,,,,,,,,,,,,,,0.020083570657017397,,,,,,,,,,,,,,,,,0.025686053633633462,,,,0.04604047543573518,,,,,,,,,0.013898116637140889,,,,,,,0.02302023771786759,0.02302023771786759,0.02302023771786759,,,,,,0.017684138958604524,,,,,,,,0.020083570657017397,,,,,,,,,,,,,,,,,,,,,0.020083570657017397,0.02302023771786759,,,,,,,,,,,,,,,,,,,0.03536827791720905,,,,,,0.026806260039331228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03214235879859429,,,,,,,0.02302023771786759,,,,,,,0.041264479879321,0.041264479879321,0.041264479879321,0.03214235879859429,0.03214235879859429,0.03214235879859429,0.041264479879321,0.03214235879859429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0011031517254506643,0.0051675405145370406,,,,,,,,,,0.01515282629076588,,,,,0.00655196927179499,,,0.01515282629076588,,,,,,,0.025010425098597827,,0.009467969024022487,,,,,,0.02527447375136944,,,,,,,,,,0.01515282629076588,,,,0.010852397781280434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007380425657190514,0.01614551942685532,,,,0.02170479556256087,,,0.008336808366199275,,,,,,0.01965590781538497,0.008336808366199275,,,,,,0.010852397781280434,,,0.01263723687568472,,,,,,0.02527447375136944,,,0.008336808366199275,,,,,,0.01515282629076588,,,,,,,,,,,,,,,,,,,0.028403907072067462,,,,0.01263723687568472,,,,,,0.01515282629076588,,,0.01515282629076588,,,,,,,0.025010425098597827,0.010852397781280434,,,,,,,,,,,,0.01263723687568472,,,,,,,,,,,,,,,,,,,,,,0.01263723687568472,,0.01515282629076588,,,,,,,,,,0.010852397781280434,,,,,0.01515282629076588,,,,,,0.03030565258153176,0.03030565258153176,,0.01515282629076588,0.019453254800251327,0.019453254800251327,0.019453254800251327,0.04545847887229764,0.01515282629076588,0.019453254800251327,0.019453254800251327,0.019453254800251327,0.019453254800251327,0.01515282629076588,0.019453254800251327,0.019453254800251327,0.019453254800251327,0.019453254800251327,,,,,,,,,,,,,,,,,,,,,,,
20,0.0032175258658977707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914481007210725,,,0.032420921424108295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914481007210725,,,,,,,0.04220376914942391,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914481007210725,,,,,,,,,0.04914481007210725,,,,0.058927657797422865,,,,,,,,0.04220376914942391,,,,,,,,,,,,,,,,,,,0.058927657797422865,,,,,,,,,,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.058927657797422865,0.07565154644542182,0.058927657797422865,,,,,,,,,,,,,,,,,
21,0.0007826414268399983,,,,0.00788617007613445,,,,,,,,,,,,0.01859342631185065,,,,,,,,,,0.039430850380672254,0.02866750919874626,0.008956186914615867,,,,,0.004888214000237741,,,0.010265781684995007,,,,,0.01433375459937313,0.01433375459937313,,,,,,0.020531563369990014,,,,,,,,,,,,,,,0.0268685607438476,,,,,,,,0.011954142990512574,,,,,,,,0.013962967459549624,0.0038181971617563255,,,,,,,,,,,0.02866750919874626,,,0.00788617007613445,,,,,,,,,,,,,,0.0157723401522689,,,,0.00788617007613445,,,,0.017912373829231734,,,,,0.011954142990512574,,,,,,,,,,,,,,,,,,,,,,,,,0.01433375459937313,,,0.011954142990512574,,,,,,,,0.023658510228403352,0.010265781684995007,,,,,,,,,0.01433375459937313,0.01433375459937313,0.023908285981025148,0.011954142990512574,,,,,0.01433375459937313,,0.01433375459937313,,,,,,,,,,,0.01433375459937313,,,,,,,,,,,,,,,,,,,,,,,,,,0.01433375459937313,,,,,,,,0.01433375459937313,,,,,,0.02866750919874626,,,,,,,,0.01433375459937313,,0.01433375459937313,0.018401727513751256,0.018401727513751256,0.01433375459937313,0.03680345502750251,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.018401727513751256,0.03680345502750251,,
22,0.0009192931045422202,,,,,,0.03617465927093478,0.031559896746741624,0.03617465927093478,,,,,,,,,,,,,,,,,,,,,,,,,0.0172251350484568,,0.0505094209692196,0.03617465927093478,0.0505094209692196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021839897572649966,,,,,,,,,,,,,,,,,,,0.055578722441328506,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,0.0505094209692196,0.08424824583789814,,,,,,,,,,,,,,,,0.027789361220664253,,,,,,,,,,,,,,0.07234931854186956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0505094209692196,,,,,,,,,,,,,0.06484418266750441,0.06484418266750441
