,bánh,cuốn,làng,kênh,nam,định,có,bí,quyết,riêng,và,chỉ,truyền,nghề,cho,con,dâu,trong,gia,đình,so,với,thanh,trì,ăn,đứt,về,độ,mỏng,mịn,trắng,của,hình,thơm,đậm,đà,nước,chấm,dụng,cụ,làm,nghe,đơn,giản,nhưng,rất,cầu,kỳ,gáo,múc,bột,phải,bằng,ống,nứa,tép,que,cất,sểu,nhân,tre,phía,lớp,vải,bảo,ôn,vung,nồi,đạt,được,hai,yêu,kỹ,thuật,là,thấm,giữ,nhiệt,mới,chín,nhanh,gạo,mộc,tuyền,loại,ngon,pha,tạp,sẽ,không,xay,tay,cối,đá,nhiều,nơi,máy,vì,đã,dở,sống,dầu,tráng,ngày,xưa,lạc,ép,tất,nhiên,đến,đâu,dùng,đó,bởi,mỡ,dễ,bị,khô,mùi,nay,ô,liu,bay,hết,hơi,bóng,mềm,nhĩ,hành,sau,khi,phơi,tái,phi,sao,nếu,hấp,người,ta,nói,cô,nàng,khó,tính,kể,cũng,ngoa,cẩn,thận,một,chút,mặc,đúng,vẫn,nhão,từ,chuyên,môn,ma,vầy,ngay,lá,chuối,để,xếp,kén,tây,goòng,tiêu,đắng,tốt,nhất,chọn,lại,mang,chát,như,rong,đao,diềng,lau,rửa,ủ,vỉ,cói,sạch,đậy,trên,hỏng,mắm,long,vàng,óng,thể,mười,bốn,ngàn,đồng,lít,nguyên,liệu,gồm,dấm,đường,vị,cổ,theo,tỷ,lệ,đặc,biệt,vắt,thêm,lát,chanh,mùa,lúa,còn,vài,giọt,cà,cuống
10,0.0065639457319659495,,,,,,0.022931892451282465,,,,0.0203742663289134,,,,0.044230329064896524,,,,,,,,,,,,,0.044230329064896524,,,,,,0.03798339223448152,,,,,,,,,,,,,,,,,,0.0203742663289134,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05303489201768058,,,,,,,,,,,,,,,,,,,,,,,0.08846065812979305,,0.03798339223448152,,,,,,,,0.033137891584078705,,,,,,,,0.05303489201768058,0.05303489201768058,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.05303489201768058,0.06808639180087965,0.05303489201768058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0065639457319659495,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,,,,,,,,,,,,0.03798339223448152,,,,,,,,,,,,,,,,,,0.0203742663289134,,,,,,,,,,,,,,,,,,,,,,,,,0.05303489201768058,,,,,,0.05303489201768058,,,,,,0.044230329064896524,0.0203742663289134,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,0.05303489201768058,,,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.05303489201768058,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.044230329064896524,0.06808639180087965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.008751927642621265,0.04418385544543827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07071318935690744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034441986400222405,,,,,,,,,,,,,,,0.0271656884385512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09078185573450619,0.09078185573450619,0.07071318935690744,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.07071318935690744,0.09078185573450619,0.050644522979308694,0.09078185573450619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.014065597997069891,,0.0315930921892118,,,,,,,,0.014553047377795284,,,,,,,0.0315930921892118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037882065726914695,0.037882065726914695,0.03690212828595257,,,,,,,,,,,,,,,0.014553047377795284,,,,,,,,,,,,0.0315930921892118,0.037882065726914695,,,,,,,,,,,,,,0.0315930921892118,,,,,,,,,,,,,,,,,,,,,,,0.037882065726914695,,,,,,,,0.04863313700062831,0.04863313700062831,0.027130994453201086,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,0.04863313700062831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.013127891463931899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,,,,,,,,,,,,,,,,0.033137891584078705,,,,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,,,0.03798339223448152,,,,,,,,,,,,,,,0.06808639180087965,0.11395017670344457,0.2042591754026389,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,0.022931892451282465,,,,,,,,,,,,,,,,,,,,,0.044230329064896524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03798339223448152,,,,,0.025831489800166803,,,,,,,,,,,,,,,0.0203742663289134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05303489201768058,,,,,,,,,,,,,,,,,0.05303489201768058,,,,,,,,,,,,,,,,,,0.07596678446896304,,,,,,,,,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.1361727836017593,0.06808639180087965,0.06808639180087965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.014586546071035442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,0.11785531559484573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04527614739758533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08440753829884783,,,,,,,,,,,,,,,,0.08440753829884783,,,,,,,,,,,,,,,,,,,0.15130309289084365,0.15130309289084365,0.15130309289084365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.007293273035517721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022638073698792664,,,,,,,,,,,0.058927657797422865,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022638073698792664,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914481007210725,0.0982896201442145,,,,,,,,,,,,,,,,,,0.04914481007210725,,,,,,,,,,0.08440753829884783,,,,0.04220376914942391,,,,,,,,,,,,0.04220376914942391,,,,,,,,,,,,,,,,,,,,,,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,0.07565154644542182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.007722289096430529,0.038985754804798475,,,,,,,,,0.023969725092839293,,,,,,,,,,,,,,,,,,,,,,,0.04468634380527238,,,0.06865606889811168,0.04468634380527238,,,,,,,,,,,,,,0.023969725092839293,,,,,,,,,,,,,,,,,,,,,,,0.030389988000196235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04468634380527238,0.06239399060903598,,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10407136250563888,0.08010163741279958,0.08010163741279958,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,0.030575856601709955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890510570892995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07071318935690744,0.04418385544543827,,,,,,,,,,,,,,,,,,0.050644522979308694,,,,,,,,0.04418385544543827,,,,,,,,0.07071318935690744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050644522979308694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058973772086528695,,,,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.09078185573450619,0.09078185573450619,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,0.0241388341592447,,,,0.021446596135698312,,0.05582620212387429,,,,,,0.05582620212387429,,,,0.05582620212387429,,,,,,,,0.04655824112094371,,,,,,0.06142911427725782,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03488199114113548,0.04655824112094371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04655824112094371,,,,,,,,,,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,,,,,,0.03432803444905584,0.04468634380527238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08937268761054476,,,,,,,,,,,,,,,,,0.05203568125281944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,,,,,,,,,,,,,0.04468634380527238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,,,,,,,
22,,,,,,,0.05732973112820616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1702159795021991,0.1702159795021991,0.1702159795021991,0.1702159795021991,0.1702159795021991,0.1702159795021991,0.1702159795021991
