,anh,phan,nên,duy,trì,tình,yêu,đã,34,tuổi,rồi,tôi,nghĩ,rằng,cần,tâm,sự,dùng,phương,pháp,lý,với,các,bác,để,có,thể,tìm,ra,nguyên,nhân,sâu,xa,nếu,là,sẽ,giải,quyết,bài,toán,từ,hai,phía,một,vẫn,đó,điều,thiết,chúng,ta,không,mất,niềm,tin,mặt,khác,tại,sao,thấy,hài,hòa,trong,gia,đình,cho,mọi,thành,viên,from,hoang,phuongto,tamsuvnexpress,netsent,monday,january,12,2004,104,am,subject,gui,còn,rất,trẻ,sinh,năm,thứ,đại,học,chỉ,muốn,cảm,thông,nhiều,hơn,được,lời,khuyên,biết,bố,mẹ,luôn,nghiêm,khắc,đôi,khi,cũng,sợ,số,định,nhưng,tiếng,nói,thúc,giục,lên,thay,đổi,cuộc,sống,tốt,đẹp,vì,thế,hàn,huyên,cùng,và,ở,khía,cạnh,nào,đây,lòng,à,vấn,đề,người,đều,thân,hạnh,phúc,như,em,mình,chan,vui,vẻ,ngăn,cản,bao,giờ,đối,diện,thật,chưa,tất,nhiên,cả,khéo,léo,kiên,hy,vọng,mà,gái,đấu,tranh,đừng,tuột,khỏi,tay,thực,địa,của,phải,viết,qua,tòa,soạn,thôi,bởi,lần,đầu,nhỏ,lúc,tưởng,đúng,lớn,nhận,hoàn,toàn,vậy,cố,gắng,đóng,góp,ý,kiến,trực,tiếp,hiểu,con,cái,gì,cầu,câu,chuyện,gửi,đến,mong,phá,bỏ,khoảng,cách,thì,ngần,ngại,dưới,hình,thức,nản,đơn,độc,trường,hợp,trận,khắp,chắc,mới,quyền,chính,đâu,đường,đi,chúc,kết,quả,sớm,việc,này10,01,ơi,quan,trọng,nhất08,tự,mình08,tỏ,rõ,lập,nhìn,điểm08
10,0.00346523795346927,,,,,,,,,,,0.0069983599652457705,0.015424222697796747,,,,0.01036093001683228,,,,,,0.011755654800803386,,,,0.009152764454797138,0.011755654800803386,,,,,,,0.009152764454797138,,,,,,,,,0.006271458242999608,,,,,,,0.006271458242999608,,,,0.018027113043802993,0.021695680940796356,0.018027113043802993,0.018027113043802993,0.015424222697796747,0.015424222697796747,0.03605422608760599,0.011755654800803386,0.013405264093462238,0.013405264093462238,0.021695680940796356,0.04339136188159271,0.021695680940796356,0.018027113043802993,,,,,,,,,,,,,,,,,,,,,,,0.026810528186924476,,,,,,,,,,,0.023511309601606772,,,,,0.018027113043802993,,,,,,,,,,,,,,,,,,,,,,,,,,0.021695680940796356,,,0.021695680940796356,0.021695680940796356,0.05593427836759192,0.02796713918379596,0.02796713918379596,0.018027113043802993,0.018027113043802993,0.018027113043802993,0.018027113043802993,0.011755654800803386,0.02796713918379596,0.021695680940796356,0.02796713918379596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0231015863564618,0.01567420640107118,,,0.020565630263728995,,,,,,,,,,0.013814573355776372,,0.013814573355776372,,,,,0.01787368545794965,,,0.013814573355776372,0.0063466480143158175,,0.01567420640107118,0.02403615072507066,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02403615072507066,0.02403615072507066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0357473709158993,0.0357473709158993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020565630263728995,,,,,,,,,,,,,,0.037289518911727944,0.037289518911727944,0.028927574587728475,0.028927574587728475,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.07457903782345589,0.037289518911727944,0.028927574587728475,0.037289518911727944,0.037289518911727944,0.037289518911727944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.011880815840466068,,,,,,,,,,,0.003999062837283297,,,0.017761594314569622,,,,,,,,,,0.017761594314569622,0.008159976018406052,,,,,,,,,,,,,,,,,,,,,,,0.02015255108709152,0.026441524624794422,0.010751071273713613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,,,,,,,,0.030903622360805134,,,,,,,,,,,,0.03719259589850804,0.03719259589850804,,,,0.03719259589850804,,,,,,,,,,,,,,,,,,,0.030903622360805134,0.030903622360805134,0.02015255108709152,,,,,,,,,,,,,,0.03719259589850804,,,,0.04794366717222165,0.04794366717222165,0.03719259589850804,0.04794366717222165,0.030903622360805134,0.030903622360805134,0.03719259589850804,0.04794366717222165,0.04794366717222165,0.04794366717222165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.009784201280383821,0.01659621854231066,0.025450041944192463,,,,,,,0.025450041944192463,,0.013173383463992038,,,,0.025450041944192463,0.02925439063576173,,,,,,,,,0.006719980250452042,,,,,,,,,,,,,,,,,,,,,,,,,0.0088538234018818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03062919662230074,,,,,,,,0.043550746440837874,0.01892507872018198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01892507872018198,,,,,,,0.021775373220418937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03948302002418253,0.03948302002418253,0.021775373220418937,0.03062919662230074,0.07896604004836506,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,0.03948302002418253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,0.029614507579769755,,,,0.01343685113327188,,0.029614507579769755,,,,,,,,,,,,0.009139173140614779,,,,,,,,,,,,,,,,,,,,,,,,,0.012041199826559249,,,,,,,,0.029614507579769755,,,0.0225708572175425,0.0257381070594475,0.0257381070594475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257381070594475,0.0257381070594475,,,,,,,,,,0.041655707406329005,,,,,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03461205704410175,,0.0225708572175425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.053696907232888245,0.041655707406329005,0.053696907232888245,0.053696907232888245,0.041655707406329005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,0.015551911033879491,0.020565630263728995,,,,,,,,,,0.01567420640107118,,,,,,,,,,,,0.012203685939729517,,,,,,,,,,,0.02403615072507066,,,0.01567420640107118,,,,,,,,,,,,,0.01567420640107118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01787368545794965,,,,,0.01787368545794965,,,0.02403615072507066,0.01787368545794965,0.01787368545794965,0.01567420640107118,,,,,,,,,,,,,,,,,,,,,,,,,,0.0357473709158993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020565630263728995,,,,,,,,,,,,,,,,,,,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.028927574587728475,0.07457903782345589,0.037289518911727944,0.037289518911727944,0.037289518911727944,0.028927574587728475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0189012979280142,,,,,,,,,,,0.00254485816918028,,0.016826424761232816,,,,,,,,0.01462392446559517,0.012824350691785513,0.01966594150233054,,0.010385424023425885,0.009984833950687787,,,,,,,0.03933188300466108,,,,,,,,,,,,,,,0.012824350691785513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0438717733967855,,,0.023668015571777844,,,,,,,,,,,,,,,,,,,0.023668015571777844,,,,,,,,,,,,,,,,,,,,,0.023668015571777844,0.016826424761232816,,,,,,0.01966594150233054,0.01966594150233054,,,0.012824350691785513,,,,,,,,,,,,,,,,,,,,,,0.01966594150233054,0.01966594150233054,0.04733603114355569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,0.03050960638232287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,0.027993439860983082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21632535652563595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14106785760964063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2603481712895563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.00504034611413712,,,,,,,,,,,0.006786288451147414,,,,,,,,,,,0.017099134255714018,,,0.013847232031234512,,,,,,,,,0.013313111934250383,,,,,,,,,0.009122121080726703,,,,,,,0.018244242161453407,,,,0.05244251067288144,,,,,,,0.017099134255714018,0.01949856595412689,0.01949856595412689,,,,,,,,,,,,,,,,,,,,,,,,,,0.022435233014977088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01949856595412689,,,,,,,,,,,,,,,,0.02622125533644072,0.017099134255714018,,,,,,0.031557354095703795,0.031557354095703795,,,,,,,,,,,,,0.031557354095703795,,0.02622125533644072,0.02622125533644072,,,,,,,0.044870466029954176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04067947517643049,0.04067947517643049,0.031557354095703795,0.04067947517643049,0.08135895035286098,0.04067947517643049,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.01848126908516944,,,,,,,0.02742084035163866,,,,,,,,,,,,,,,,,,0.00846219735242109,,,,,,,,,0.016271581252972688,0.02742084035163866,,0.023831580610599534,,,,,,0.01114925909866597,,,0.03204820096676088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023831580610599534,,,0.06409640193352176,,,,,,,,,,,0.03204820096676088,,,,,,,,,,,,,,,,,,0.023831580610599534,,,,,,,,,,,,,0.03204820096676088,0.03204820096676088,,,0.02089894186809491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,0.049719358548970596,0.07714019890060926,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,0.049719358548970596,,,,,,,,,,,,,,,,,,
20,0.011088761451101664,,,,,,,,,,,,,,,,,,,,,,,,,0.015231955234357964,,,,,,,0.05768676174016959,,,0.049357512632949595,,,,,,,,0.04013733275519749,,,,,,,0.020068666377598746,,0.05768676174016959,,,,,,,0.049357512632949595,0.05768676174016959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042896845099079164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08949484538814707,0.08949484538814707,0.08949484538814707,,,,,,,,,,,,,,,
21,0.011471132535622411,0.048644088830910565,0.029837980210432543,,,0.025529747913594615,0.012764873956797308,,,,,,,,,,,,,,,,,,,,0.0075747016177631485,,,,,,,,0.0075747016177631485,,0.014918990105216271,0.02218802332710991,,,0.014918990105216271,0.012764873956797308,,,,,,,,,0.005190172339034158,,,,,,,,,,,,,,,,,,,,,,,,,,0.08977523147915735,,,,,,,,,,,,,,,0.01795504629583147,,,,,,,,,,,,,,,,,,0.014918990105216271,,,,,,,,,,,,,,,,,,,,,,,,,,0.01795504629583147,0.01795504629583147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025529747913594615,0.01795504629583147,,,,,,,,,,,,,,0.01795504629583147,,,,,,,,,,,,,,,,,,0.01795504629583147,,,,,,,,,,,,,,,,,0.01795504629583147,,,,,0.01795504629583147,,,,,,,,,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.11572609317432812,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.04629043726973125,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.023145218634865624,0.023145218634865624
