,tôi,đã,vượt,qua,được,mặc,cảm,chênh,lệch,học,vấn,chị,hà,giống,hoàn,cảnh,của,lúc,trước,có,khác,chăng,là,thì,đại,còn,người,yêu,chỉ,hết,lớp,7,cha,luôn,tìm,cách,ngăn,cản,nhiều,lần,đuổi,anh,về,khi,đến,chơi,trải,bao,sóng,chúng,càng,quyết,giữ,gìn,tình,sự,trong,trắng,và,cuối,cùng,mẹ,vui,vẻ,chấp,nhận,bây,giờ,thật,hạnh,phúc,from,thnghito,tamsuvnexpress,net,sent,monday,may,31,2004,241,am,subject,chia,se,voi,tam,su,cua,chi,ha,quen,nhau,những,buổi,sinh,hoạt,đoàn,ở,địa,phương,nơi,đó,thợ,xây,làm,việc,phòng,nhân,một,công,ty,nước,ngoài,dù,bên,cạnh,theo,nhưng,vẫn,vì,tính,rất,hiền,biết,tôn,trọng,lớn,tuổi,cởi,mở,với,xung,quanh,chăm,cố,gắng,nhất,thương,lo,lắng,cho,đương,nhiên,bàn,tán,ra,vào,cũng,không,hài,lòng,cứ,nếu,vợ,chồng,mà,như,vậy,sẽ,thể,gắn,bó,lâu,dài,thế,khóc,an,ủi,khuyên,đừng,nên,giận,để,thấy,ta,cuộc,kéo,5,năm,kết,hôn,hiện,nay,thầu,dựng,nhỏ,chỗ,cũ,sống,thông,hỗ,trợ,mỗi,thành,tốt,sóc,con,đi,tác,xa,đứa,gái,kháu,khỉnh,lấy,ấy,phải,hy,sinh28,05,hãy,đi28,quan,điểm,giỏi,hơn,mình27,liệu,phúc25
10,0.0005862209134513738,,,,,,,,,,,,,,,,,,,,,,0.011998209359203272,,,,0.023996418718406545,0.0079218419911574,0.021681808972218913,,,,0.011998209359203272,0.03678789496505362,,,,,,,,0.006832560802783055,,,,,,,,,,,,,,,,,0.0316873679646296,,,0.0158436839823148,0.021681808972218913,0.021681808972218913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021681808972218913,,,,,,,,,,,,0.01839394748252681,0.013759966981061515,,,,,,,,,,,,,,,,0.02631578947368421,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.03423763146484161,0.021681808972218913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.001285176617951089,,,,,,,0.015844398864313824,0.015844398864313824,0.01157807675630697,0.015844398864313824,,,,,,,,,0.01157807675630697,,,0.017535844448066322,0.010055360486160339,,,0.008767922224033161,0.005789038378153485,,,,,0.008767922224033161,,,,,,0.013441730852615748,,,,0.03168879772862765,,,,,,,0.01333798023940986,,,,,,,,,0.01157807675630697,,,0.01157807675630697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01157807675630697,,,,,,,,,,,,,,0.010055360486160339,,,,,,,,,,,,,,0.019230769230769232,,0.019230769230769232,,,,,,,,,,0.019230769230769232,0.019230769230769232,,,,,,,,0.015844398864313824,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.019230769230769232,0.02501980760892272,0.02501980760892272,0.019230769230769232,0.038461538461538464,0.02501980760892272,0.019230769230769232,0.02501980760892272,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.02501980760892272,0.019230769230769232,0.02501980760892272,0.019230769230769232,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.02501980760892272,0.019230769230769232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.001392274669447013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028495747228107774,0.04368562527100118,0.0625,0.0625,0.0625,0.0625,0.04368562527100118,0.0625,0.05149429630901992,0.032454663813219514,0.05149429630901992,0.05149429630901992,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0012041294438460653,,,,0.02702702702702703,,,,,,,,,,,,,0.018891081198270782,,,,,0.012322485287830389,,,,,0.00813594582875625,,,,,0.024644970575660778,,,,,,,,,0.021051673824791037,,,,,,,,0.00937263476282855,,,,,,,,,0.0162718916575125,,,0.032543783315025,,,,,,,0.018891081198270782,,,,,,,,,,,,,,,,,,,,,,,,0.0162718916575125,0.022267803809305913,,,,,,,,,,,,,,,,,,,,,,,,,0.02702702702702703,0.022267803809305913,,,,,,,,,,,,,,,,0.02702702702702703,0.02702702702702703,,,,,,,,,,,,,,,0.02702702702702703,,,,,,0.02702702702702703,,0.02702702702702703,,,,,,0.03516297285578328,0.07032594571156656,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.03516297285578328,0.02702702702702703,0.03516297285578328,0.03516297285578328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0009685389004848786,,,0.03582211917149212,,,,,,,,,,,,,,,,,,,,,,,,0.01308826068104266,,,,,,,,,,,,,,,,,,,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.015077716792376362,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.07164423834298424,0.02273385849044946,0.02273385849044946,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043478260869565216,,,,,,,,,,,,0.043478260869565216,0.05656652155060788,0.05656652155060788,0.05656652155060788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.002784549338894026,,,,,,,,,,,,,,,,,,,,,,,0.0326799215800211,,,,,,,,,0.028495747228107774,,,,,,,,,,,,,,,,,0.02167421788904102,,,,,,,,,,0.0625,0.0625,0.03762874945799765,0.05149429630901992,0.05149429630901992,0.05149429630901992,0.05149429630901992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05149429630901992,,,,,,,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.001392274669447013,,,,,,,,,,,,,,,,,,,,,,0.028495747228107774,,,0.03762874945799765,,,,,,,,,,,,,,,,0.016227331906609757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,,,,,0.0625,0.04368562527100118,0.0326799215800211,,,,,,,,,,,,,0.05149429630901992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,0.08131437472899883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0011724418269027476,,,,,,0.05263157894736842,,,,,,,,0.03678789496505362,,,,,,,,,,,,0.023996418718406545,,,,,,,0.03678789496505362,,,,,,,,,,,,,,,,0.018251972959192436,,,,,,,0.02751993396212303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0316873679646296,,,,,,,,,,,,,,0.02751993396212303,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,0.05263157894736842,,,,,,,,,,,,,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.05263157894736842,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0031823421015931726,,,,,,,,,,,,,,,,,,,0.05160514211382535,,,,,,,,,,,,,,,,,,,,,,0.022254626614779095,,0.02354024974126625,,,,,,0.019816427784266077,,,,,,0.01493939272229536,,,0.01720171403794178,,,,,,,,,,0.01997057155245768,0.02354024974126625,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02857142857142857,0.02354024974126625,,,,,0.08571428571428572,,,,,,,,,,,,,,,,,,,0.02857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037172285590399465,0.07434457118079893,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,0.037172285590399465,,,,,,,,,,,,,,,
19,0.0004125258279843001,,,,,,,0.015257569276746643,0.015257569276746643,0.01114925909866597,0.015257569276746643,0.030515138553493287,0.030515138553493287,,,,,,,0.01114925909866597,,,,0.009682939727413659,,,,0.005574629549332985,,,,,,,,,,,,,,0.009616196685398374,,,,,,,,,,,,,,0.009682939727413659,,,,,,,,,0.015257569276746643,0.015257569276746643,,,0.012943888969185535,0.015257569276746643,,,,,,,,,,0.07407407407407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018518518518518517,,,,0.018518518518518517,,,,0.037037037037037035,0.018518518518518517,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,0.018518518518518517,0.018518518518518517,,,,,,,,,,,,,0.018518518518518517,,,,,,,,,,,0.04818629613570301,0.04818629613570301,0.04818629613570301,0.024093148067851504,0.024093148067851504,0.09637259227140602,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504
