,hai,người,cùng,cố,gắng,mới,xây,được,bức,tường,tình,yêu,minh,thân,mến,anh,đang,gặp,phải,một,trong,những,hoàn,cảnh,trớ,trêu,nhất,tôi,nghĩ,điều,quan,trọng,là,nhìn,về,tương,lai,để,có,gia,đình,hạnh,phúc,cần,viên,gạch,chắc,chắn,và,dựng,từ,cả,2,from,quang,to,tamsuvnexpress,netsent,friday,may,14,2004,335,pmsubject,ý,kiến,chia,sẻ,với,đọc,tâm,sự,của,thật,thông,cảm,xin,vài,đến,cái,đó,cốt,lõi,mọi,chuyện,vậy,thì,thử,xem,bạn,gái,tư,tưởng,không,hiểu,phụ,nữ,nhiều,lắm,nhưng,nghiêm,túc,chính,cô,ấy,cũng,đong,đưa,giữa,cũ,thuận,lợi,gần,bên,cạnh,song,thực,chiếm,toàn,bộ,trái,tim,nàng,thể,thấy,hơi,nóng,mặt,rằng,nếu,ở,mà,còn,giữ,nữa,vết,thương,nào,rồi,lành,nỗi,đau,khổ,sẽ,qua,đàn,ông,tốt,mạnh,mẽ,vì,thế,hãy,tự,đứng,lên,khẳng,định,mình,hẳn,lúc,đều,huống,này,đã,đánh,mất,cho,bước,giới,hạn,làm,em,khi,việt,nam,giả,sử,lấy,nhau,vẫn,hệ,như,chàng,kia,đảm,bảotôi,tin,dám,việc,tìm,hết,lòng,chỉ,dũng,vượt,chúc,thành,công
10,,,,,,,0.020531563369990014,,,,0.013962967459549624,,,,,0.015051614348263109,,,,,0.013962967459549624,,,,,,,0.022026233869095566,0.03582474765846347,,,,,,,,,,0.0157723401522689,,,,,,,,,,,0.023908285981025148,,,,,,,,,,,,,,,,,,,,,,,0.0315446803045378,,,0.017912373829231734,,,,,0.023908285981025148,,,,0.023908285981025148,0.02866750919874626,,0.03680345502750251,0.03680345502750251,0.047816571962050296,0.047816571962050296,0.03680345502750251,0.03680345502750251,0.06159469010997004,0.03680345502750251,0.03680345502750251,0.03680345502750251,0.02866750919874626,0.03680345502750251,0.020531563369990014,0.03680345502750251,0.03680345502750251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.03134502512140523,,,,,,,,,,0.03527983454043456,,,,0.01427973668937782,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044890506587226875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,0.0584359880530485,0.0584359880530485,0.06804666009984081,0.10474829507827638,0.10474829507827638,0.10474829507827638,0.08159214156566244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,0.025372895027563014,,,,,,,,0.01614231104016623,,,,,,,,,,,,,,,,,0.028815557899198874,,,,,,0.025372895027563014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04611729740667876,0.025372895027563014,,,,,,,,,,,,,,,,,,,,,0.033029036725636104,,,,,,,,,,0.033029036725636104,0.033029036725636104,,,,,,0.059205558087721426,0.059205558087721426,0.04611729740667876,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,0.059205558087721426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.011984862546419646,,,,,,0.01716401722452792,,,,0.013489348500754391,,,,0.0163796979672275,,,,,,,,,,,,0.011984862546419646,,,,,,,,,,,0.01716401722452792,,,,,,,,0.02601784062640972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019492877402399238,,,,,,,,,,,0.02601784062640972,,,,,,,0.04468634380527238,,,,,,0.02234317190263619,,,,0.04468634380527238,0.04468634380527238,,,,,0.03119699530451799,,,0.06239399060903598,,,,,,,,,,,0.03119699530451799,0.08010163741279958,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.04005081870639979,0.03119699530451799,0.04005081870639979,0.03119699530451799,0.04005081870639979,0.04005081870639979,0.04005081870639979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,0.08846065812979305,0.08846065812979305,0.08846065812979305,0.018563657696191168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08846065812979305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1361727836017593,0.10606978403536116,0.10606978403536116,0.08846065812979305,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1263723687568472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1263723687568472,,0.19453254800251324,0.15152826290765878,0.15152826290765878,0.1263723687568472,0.10852397781280435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.01852206029901218,,,,,,,,,,,,,,0.00843802622554144,,,,,,,,,,,,0.03704412059802436,0.030125355985526098,,,,0.030125355985526098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026526208437906786,,,,,,,0.03453035657680138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.0618967198189815,0.0618967198189815,0.0618967198189815,0.04821353819789144,0.04020939005899684,0.0618967198189815,0.04821353819789144,0.04821353819789144,0.04821353819789144,0.04821353819789144,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,0.043052483000278,0.01910991037606872,,,,0.007734857373412986,,,,,0.043052483000278,,,,,,,0.016978555274094496,,0.036858607554080436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03165282686206793,0.07371721510816087,,,,,,,,,,,,,0.03165282686206793,,,,0.04419574334806715,,0.03165282686206793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04419574334806715,,,,,,,,,,0.04419574334806715,,,,,,,,,,,,0.05673865983406637,0.05673865983406637,0.05673865983406637,0.05673865983406637,0.05673865983406637,0.036858607554080436,0.05673865983406637,0.05673865983406637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.021446596135698312,,,,,,0.03071455713862891,,,,,,,,0.019540692311780173,,,,0.02719104189491242,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06142911427725782,,,,,,,,,,,,,,,,,0.09311648224188741,0.09311648224188741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039982518141559495,,,,,,,,,,,,,,,,,,,,0.04655824112094371,,,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,0.07166988610618909,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.017388489186124782,0.006680087320955213,,,,,,0.009566829272687694,,,,,,,,0.009129667719438277,,,,,,,,,,,,0.006680087320955213,0.010864882486583183,,0.014501747234392303,,,,0.014501747234392303,,,,0.01913365854537539,,,0.010864882486583183,0.010864882486583183,,,,,,0.009566829272687694,,,0.014501747234392303,,,,,,,,,,,,,,,,,0.014501747234392303,,,,0.009566829272687694,,,,,,,0.012453571224420172,,,,0.014501747234392303,,,0.014501747234392303,,,,,,,,,,,,,0.012453571224420172,,,,0.024907142448840344,0.012453571224420172,,,,,,,,,,,,,,,,,,,0.017388489186124782,,,,,,0.017388489186124782,,0.017388489186124782,,,,,,,0.029003494468784606,,,0.017388489186124782,0.017388489186124782,0.029003494468784606,0.012453571224420172,,,,,,,0.017388489186124782,0.014501747234392303,,0.017388489186124782,0.017388489186124782,0.017388489186124782,0.017388489186124782,,,,,,,0.014501747234392303,,,,,,,,0.02232340714782939,0.04464681429565878,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,0.02232340714782939,,,,,,,,,
20,,0.023969725092839293,,,,,,0.03432803444905584,,,,0.053957394003017564,,,,0.032759395934455,,,,0.030389988000196235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05203568125281944,0.05203568125281944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,0.05203568125281944,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,0.08010163741279958,0.08010163741279958,0.08010163741279958,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0949584805862038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08284472896019676,,,,,,,,0.11057582266224131,0.11057582266224131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0949584805862038,,,,,,,,0.11057582266224131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1702159795021991,0.1702159795021991,,,
22,,,,,,,,,,,,,,,,0.030939429493651943,,,,,,,,,,,,,,,,,,,,,,,,,,0.11045963861359567,0.11045963861359567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22695463933626547,0.22695463933626547,0.22695463933626547
