,mai,chi,có,vị,trí,đặc,biệt,trong,trái,tim,của,anh,ấy,xung,quanh,rất,nhiều,người,con,gái,khác,sao,ta,không,tâm,sự,mà,lại,thổ,lộ,với,bạn,chắc,chắn,cũng,một,nào,đó,nếu,niềm,tin,và,dành,cho,tình,yêu,cao,cả,mình,ngày,sẽ,thành,công,hãy,tưởng,vào,bản,thân,làm,tất,vì,from,human,resourcesto,tamsuvnexpress,net,sent,tuesday,may,11,2004,1234,pm,subject,gui,tran,bai,yeu,em,theo,mong,uoc,cua,co,gai,khac,chào,đã,đọc,những,dòng,cảm,nhận,được,rằng,đang,đau,khổ,bối,rối,việc,tìm,cách,giải,quyết,chuyện,đi,2,năm,rồi,lẽ,là,hơn,tuổi,thể,gửi,tới,vài,điều,như,lời,khuyên,chị,thực,khi,thấy,xót,xa,lắm,số,phận,phụ,nữ,chúng,vừa,lòng,gì,mắn,hết,đừng,nên,quá,buồn,dũng,lên,sống,chàng,để,đến,lúc,ra,mới,chính,cần,chứ,phải,du,học,kia,nhau,sâu,sắc,thời,gian,sớm,chiều,quên,cũ,ngay,nhất,thì,bên,cạnh,quan,lo,lắng,đây,trọng,mở,rộng,mối,hệ,hai,biết,nói,dễ,thương,phần,đúng,chúc,đón,ấy05,05,tế,hơn05,tiếp,tục,yêu05,tôi,giống,hoàn,cảnh,chi04,hy,vọng,ấy04
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024536830642996024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10816267826281797,0.10816267826281797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16780283510277577,0.10816267826281797,0.2603481712895563,0.16780283510277577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,0.02315615351261394,0.03255412098684015,,,,,0.01689741130116395,,,,,,0.01085137366228005,,,0.016640412040433535,,,,,0.011324691065998165,,,,0.008448705650581975,0.012374089932426682,0.01085137366228005,,,,,,,,0.014930006591649286,,,0.007465003295824643,,0.016640412040433535,,,0.02847548805747092,,,,,,,0.01423774402873546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01423774402873546,0.016640412040433535,,0.016640412040433535,0.03328082408086707,,,,,,,,,,,0.020026782406888946,,,,,0.03712226979728005,,,,,,,,,,,0.020026782406888946,,,,,,,,,,,,,,,,0.020026782406888946,,,,,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.020026782406888946,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.05163164157008485,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,0.018814374728998825,,,,,,0.027458293364391415,0.05408133913140899,0.04627266809339024,,,0.04627266809339024,,,,,,,,,,,,0.040215792280386714,,,0.03526696440241016,,,,0.024261260711430088,,0.03108279005049684,0.027458293364391415,0.024261260711430088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04627266809339024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05408133913140899,,,,,,,,,,,,,,,,,,,0.08390141755138789,0.08390141755138789,0.08390141755138789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,0.0177076468037636,0.03319243708462132,,,,,0.025843099637074273,,,,,,0.03319243708462132,,,,,,,,,,,,0.051686199274148546,,,,,,,,,,0.022834127728404787,,,,,,,,,,,,,0.043550746440837874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05090008388838493,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06125839324460148,0.06125839324460148,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,0.07896604004836506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.020920604468107742,,,,,0.03525536616639256,,,,0.028669523396569637,0.05374013623224405,,,,,,,,,,,,0.03525536616639256,,,,,,,0.009347364054474675,,,,,,,,,,,,0.023682125752759495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041204829814406846,,,,,,,,,0.041204829814406846,0.041204829814406846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04959012786467738,0.04959012786467738,,,,,,0.04959012786467738,0.04959012786467738,0.06392488956296219,0.06392488956296219,0.04959012786467738,0.06392488956296219,0.06392488956296219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,0.02928884625535084,,,,,,,0.02928884625535084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042896845099079164,,,,,,,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,,,,,,,,,,,,,,,,,,,,,,0.06942617901054834,,,,0.1388523580210967,,,0.08949484538814707,0.08949484538814707,0.08949484538814707,0.08949484538814707,0.08949484538814707,0.08949484538814707,0.08949484538814707,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,0.024407371879459034,0.03344777729599791,0.03134841280214236,,,0.04113126052745799,,,,,,,,,,,,,,,,0.021810516127107576,,,0.0357473709158993,,,,,,,0.021565565076826745,0.04807230145014132,0.027629146711552744,0.024407371879459034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04113126052745799,,,0.04807230145014132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07457903782345589,0.07457903782345589,0.07457903782345589,0.07457903782345589,,,,,,,,,,,,,,,,,,,
17,,,0.025843099637074273,0.03062919662230074,0.03062919662230074,,,0.021775373220418937,,,,0.0177076468037636,0.01659621854231066,0.03062919662230074,0.03062919662230074,0.021775373220418937,0.025450041944192463,0.012921549818537137,0.025450041944192463,0.021775373220418937,0.03062919662230074,0.03062919662230074,0.021775373220418937,0.01659621854231066,0.021775373220418937,0.021775373220418937,0.025450041944192463,0.03062919662230074,0.03062919662230074,0.03062919662230074,0.025450041944192463,0.011546743831998128,0.021775373220418937,0.03062919662230074,0.01892507872018198,0.012921549818537137,0.01892507872018198,0.01659621854231066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.012203685939729517,,,,,,,,,0.016723888647998956,,,,,,,,,,,0.020565630263728995,0.01567420640107118,,,,,,,,0.016357887095330682,0.020565630263728995,,,0.024407371879459034,0.0357473709158993,0.01567420640107118,0.028927574587728475,0.028927574587728475,0.06169689079118699,0.010782782538413372,0.02403615072507066,0.013814573355776372,0.012203685939729517,0.010782782538413372,0.028927574587728475,0.01787368545794965,0.010782782538413372,0.028927574587728475,0.02403615072507066,0.02403615072507066,0.02403615072507066,,0.02403615072507066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02403615072507066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028927574587728475,,,,,,,,,,,,,,,,,0.037289518911727944,0.037289518911727944,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052883049249588844,0.027727155098777243,,,0.031380906702161614,0.027727155098777243,,0.0459609054632991,,,,,,0.10576609849917769,0.06180724472161027,0.06180724472161027,0.07438519179701608,0.07438519179701608,0.052883049249588844,0.07438519179701608,0.052883049249588844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04907366128599205,,,,,,,,,,,,,,,,,,,,0.21632535652563595,0.21632535652563595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33560567020555154,,,,,,,,,,,,,,,,
21,0.06656164816173414,0.06656164816173414,,,,,,,,,0.01689741130116395,0.01157807675630697,,,,,0.016640412040433535,0.008448705650581975,,,,,,0.01085137366228005,,,,,,,,0.0037748970219993886,,,,,,,,,,,,,0.008448705650581975,0.007465003295824643,,,,,,,,0.02847548805747092,,0.016640412040433535,,,,,,,,,,,,,,,0.10013391203444473,,,,,,,,,,,,,,,,,,,,,,0.016640412040433535,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020026782406888946,,,,0.020026782406888946,,,,,,,,,,,,,,,,,0.03328082408086707,0.020026782406888946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025815820785042427,0.025815820785042427,0.12907910392521213,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427,0.025815820785042427
