,phân,bón,thiếu,hệ,thống,phối,trao,đổi,với,báo,giới,thứ,trưởng,thương,mại,phan,thế,ruệ,cho,rằng,doanh,nghiệp,trong,ngành,cần,xây,dựng,rộng,khắp,các,địa,bàn,đón,trước,khả,năng,cạnh,tranh,gay,gắt,từ,tập,đoàn,nước,ngoài,khi,vn,mở,cửa,thị,trường,này,đánh,giá,ra,sao,về,của,theo,tính,toán,bộ,công,đến,năm,2005,sản,lượng,urê,do,xuất,có,thể,đáp,ứng,được,50,nhu,cầu,tiêu,thụ,cả,hy,vọng,lúc,đó,chúng,ta,sẽ,không,bị,tác,động,nhiều,bởi,nhưng,phía,tôi,cũng,phải,những,giải,pháp,dài,hơi,đặc,biệt,là,vùng,miền,chứ,trung,cung,cấp,một,vài,nhà,chính,nằm,tại,thành,phố,lớn,như,hiện,nay,vậy,mới,hạn,chế,tượng,đội,bất,thường,khâu,gian,hạ,tay,người,nông,dân,ở,mức,chấp,nhận,nếu,thực,điều,việt,nam,tham,gia,vào,tổ,chức,kinh,tế,quốc,nhảy,thua,ngay,trên,sân,gần,đây,tăng,cao,lường,quả,thật,2003,và,sang,đầu,đã,diễn,biến,phức,tạp,khó,dự,đoán,nhập,cảng,lên,190,200,usd,tấn,hơn,36,so,cùng,kỳ,ảnh,hưởng,tới,3,400,500,đồng,kg,tiếp,tục,nữa,thì,mà,chịu,đựng,rất,nguyên,nhân,khiến,ổn,hết,tình,hình,trị,kéo,đông,chiến,iraq,đẩy,xăng,dầu,liệu,để,liên,hai,indonesia,phần,đang,giai,đoạn,khăn,lấy,ví,dụ,đóng,máy,cước,phí,vận,chuyển,góp,riêng,còn,gánh,thêm,khoảng,20,chi,vat,chiếm,10,lần,kiến,nghị,giảm,thuế,xuống,0,bán,ý,gì,đề,hoàn,toàn,hợp,lý,mạnh,tuy,nhiên,muốn,chờ,thủ,tướng,vụ,hội,sửa,vì,luật,thời,đợi,tài,phép,giãn,nộp,30,ngày,60,bắt,loại,phục,chỉ,đảm,bảo,100,npk,lân,ba,quan,trọng,khác,dap,kali,vẫn,khẩu,số,2004,7,triệu,90,tương,đương,21,quá,thuộc
10,0.00985241689963316,0.020973371971400742,,,,,,,,,0.04111588260800111,,,,,,0.036458162252258466,,0.02910882480471141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02910882480471141,0.02910882480471141,,,,,,,,,,,,,,,,,,,,,0.036458162252258466,,,,,,,,,,,,,,,,,,,,,,0.04681647160847501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026099852896041924,0.04111588260800111,,,,,,,0.05416580905602207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08223176521600221,0.05416580905602207,0.08223176521600221,0.08223176521600221,0.06452411841223861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.005234096477930116,0.011142103859806645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028775586061011726,,,,0.028775586061011726,,,,,,,,,,,,,,,,0.013865546851022273,,,,,,,,,,,,,0.028775586061011726,,,,0.028775586061011726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034278437906501764,,,,,,,,0.02487125054200235,,,,,,0.02487125054200235,,,,,,,,,,,,,,,0.028775586061011726,,,,,,,,,0.034278437906501764,,,,,,,,,,,,,,,,,,,,,,,,0.02184281263550059,,,,,,0.02184281263550059,,,0.01727631152055565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034278437906501764,,,,,,,0.028775586061011726,,,0.034278437906501764,0.04368562527100118,0.034278437906501764,0.034278437906501764,0.04368562527100118,0.04368562527100118,0.04368562527100118,0.04368562527100118,0.04368562527100118,0.034278437906501764,0.04368562527100118,0.04368562527100118,0.034278437906501764,0.034278437906501764,0.04368562527100118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.006699643491750549,,,,,,,,,,,0.031835200693763006,,,,,,,0.01979400086720376,,,,0.014261892940552506,,,,,,,,,,,,,,,,,,,,,,,,0.027958800173440754,,,0.01979400086720376,0.01979400086720376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027958800173440754,,,,0.031835200693763006,0.03683275015809501,0.03683275015809501,,,,,,,,,0.031835200693763006,,0.01774789996930851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03683275015809501,,,,,,,,,,,,,,0.027958800173440754,,,,,,,,0.031835200693763006,,,0.02479155033153576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08775280104064452,0.04387640052032226,0.04387640052032226,0.05591760034688151,0.05591760034688151,0.05591760034688151,0.05591760034688151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.06452411841223861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06452411841223861,,,,,,,,,,,,,,,,,,,,,0.05416580905602207,,,,,,,,,,,,,,,,,,,,,,,,0.04681647160847501,,,,0.05416580905602207,,0.036458162252258466,,,,,,,,,,,,,,,,,0.05416580905602207,,,,,,,0.05416580905602207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03252011580339887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05416580905602207,,,,,,,,,,,,,,,0.06452411841223861,,,,0.06452411841223861,,,,,,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.08223176521600221,0.08223176521600221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.011963649092411693,0.025467665965272328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05684857266743394,,,,,,,,,0.03169267851662234,0.07835071521486117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06577276813945537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0499264288811442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07835071521486117,,,,,,,,0.07835071521486117,,,,,,,,,,0.0998528577622884,0.07835071521486117,0.0998528577622884,0.0998528577622884,0.0998528577622884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.007282221186685379,0.01550205754407881,,,,,,,,,,,,,,,,,,,,,0.01550205754407881,,,,,,,,,,,,,,,,,,,,,,,,0.03039000018852256,,,0.02151521833391713,0.02151521833391713,,,0.019291195618813598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040035597997929356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03460347901495979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09538347939200491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047691739696002454,,,,0.06078000037704512,0.040035597997929356,0.06078000037704512,0.06078000037704512,0.09538347939200491,0.06078000037704512,0.06078000037704512,0.040035597997929356,0.06078000037704512,0.06078000037704512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.007975766061607796,0.01697844397684822,,,,,,,,,,,,,,,,,0.023564286746671142,,,,,0.05223381014324078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02112845234441489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03789904844495596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03789904844495596,0.04384851209297025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026325808031322895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05223381014324078,,,,,,,,,,,,,,,,,,,,0.04384851209297025,,,,,,0.04384851209297025,,,0.0665685718415256,0.05223381014324078,0.04384851209297025,0.10446762028648156,0.05223381014324078,0.0665685718415256,0.0665685718415256,0.0665685718415256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.004785459636964678,0.010187066386108933,,,,,,,,,0.01997057155245768,0.022739429066973578,0.026309107255782147,,,,0.017708250236811256,,0.014138572048002685,0.03134028608594447,,,0.010187066386108933,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014138572048002685,0.014138572048002685,0.03994114310491536,,,,,0.022739429066973578,,,,,,,,,,,,,,,0.017708250236811256,,,,,,,,,,,,,,,,,,,,,0.03134028608594447,,,,,0.026309107255782147,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012677071406648935,0.01997057155245768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03134028608594447,,,,,,,,,,,,,,,0.03134028608594447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03134028608594447,0.03134028608594447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03134028608594447,0.052618214511564294,,,,,,0.03134028608594447,0.03994114310491536,0.06268057217188894,0.03134028608594447,0.03134028608594447,0.03994114310491536,0.03994114310491536,0.03994114310491536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,0.045704583875335686,0.033161667389336465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02912375018066745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025824531595349746,,,,,,,,0.02912375018066745,,,,,,,,,,,,,,,,,,,,,,,,,,0.045704583875335686,,,,,,,,,,,,,,,,,,,,,,,,0.03836744808134897,,,,,,,0.03836744808134897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033161667389336465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03836744808134897,0.045704583875335686,0.045704583875335686,,,,,,0.045704583875335686,,,,,,0.0582475003613349,0.0582475003613349,0.0582475003613349,0.045704583875335686,0.045704583875335686,0.045704583875335686,0.045704583875335686,0.0582475003613349,0.0582475003613349,0.0582475003613349,0.0582475003613349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,0.02827714409600537,,,,0.010187066386108933,,,,,,,,,,,,,,,,,,0.06268057217188894,,,,,,,,,,,,,,,,,,,,,0.026309107255782147,,,0.01997057155245768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022739429066973578,,,,,,,0.012677071406648935,0.01997057155245768,,,,,,,,,,0.06268057217188894,,,,,,,,,,,0.026309107255782147,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06268057217188894,0.015795484818793736,,,,,,,,,,0.026309107255782147,,,,,,,,,,,,,,,,0.03134028608594447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026309107255782147,,,,,,,,,,,0.03134028608594447,,,,,,,,,,,0.03134028608594447,0.03134028608594447,0.03134028608594447,,,,,,0.07988228620983072,0.03994114310491536,0.03994114310491536,0.03994114310491536,0.03994114310491536,0.03994114310491536,0.03994114310491536,0.07988228620983072,0.03994114310491536,0.03994114310491536,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.007613231240625623,,,,,,,,0.024117576283153794,,,,,,,,,,0.007497727601213546,,,0.018781477523890727,0.005402232174451706,,,,,,,,,,,,,,,,,,,,,0.008376393464511831,,,0.010590454611151802,,,0.007497727601213546,0.007497727601213546,,,,,,,,,,,,,,0.010590454611151802,,0.04185539790692615,0.013951799302308715,0.010590454611151802,,0.04185539790692615,,,,,,,0.013951799302308715,0.013951799302308715,,,,,,,,0.010590454611151802,0.010590454611151802,,,,,,,,0.01661984868194025,,,,0.009390738761945364,,,,,,,,0.031771363833455406,,,,,0.013951799302308715,0.013951799302308715,,,,0.012058788141576897,,,,,0.012058788141576897,,0.0067226893823138295,,,0.01661984868194025,,,,,,,,,,,,0.024117576283153794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031771363833455406,,,,,,,,,,,0.009390738761945364,,,,,,,,,,,,,,,,,,,,,,,0.012058788141576897,,,,,,,,,,,,,,,,,,,,,,,0.01661984868194025,,,,,,,,,,,,,,,,,,0.013951799302308715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01661984868194025,,,,,,,,,,,,,,,0.04985954604582075,0.01661984868194025,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.021180909222303604,0.01661984868194025,0.01661984868194025,0.021180909222303604,,,,,,,,,
