,vàng,bất,ngờ,vượt,400,usd,ounce,đêm,qua,lần,đầu,tiên,trong,vòng,2,tháng,giá,giao,các,kỳ,hạn,tại,thị,trường,new,york,đều,ngưỡng,chuyên,gia,nhận,định,nhân,tố,tác,động,tới,kim,loại,quý,là,ổn,chính,trị,trung,đông,diễn,biến,đồng,đôla,cũng,như,những,tín,hiệu,mới,từ,nền,kinh,tế,mỹ,ngay,sau,đợt,ném,bom,vào,iraq,và,thổ,nhĩ,giảm,xuống,mức,thấp,nhất,so,với,yen,nhật,tuần,euro,có,lúc,1,chỉ,đổi,được,10702,khi,lại,ăn,12160,này,giúp,nóng,trở,tăng,thêm,8,9,nhiều,ngày,rập,rình,ở,trên,dưới,390,hợp,đã,ký,40350,hôm,40380,gần,10,theo,ngoài,yếu,còn,do,thông,tin,cục,dự,trữ,liên,bang,thể,không,quyết,đoán,việc,làm,chậm,tốc,độ,lạm,phát,đang,cuộc,họp,bên,cạnh,đó,báo,của,bộ,thương,mại,về,tình,hình,dịch,mặt,hàng,lâu,bền,suy,lòng,giới,tư,tính,chung,suốt,năm,16,đạt,đỉnh,cao,15,4,433,nước,bán,công,ty,doanh,000,riêng,sjc,hà,nội,759,lên,769,ngược,chiều,thế,tiếp,tục,vnd,ngân,ngoại,việt,nam,điều,chỉnh,729,737,nay
10,0.02308330705177409,,,,,0.01362876982572572,0.02308330705177409,,0.02308330705177409,,,,0.040301336618538935,0.037821825891479185,,,0.011934047953108122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031299927407935434,,0.037821825891479185,,,,,,,0.037821825891479185,,,,,,,,,0.07564365178295837,,,,,,,,,,,,,0.01362876982572572,,,,,,,,,,,,,0.037821825891479185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04897108499014516,0.04897108499014516,0.04897108499014516,0.09794216998029032,0.04897108499014516,0.04897108499014516,0.04897108499014516,0.04897108499014516,0.031299927407935434,0.04897108499014516,0.04897108499014516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.04451780645699289,,,,,,,,,,,,0.03886200316787683,,,,0.023015663909565665,,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02628405609247103,0.07294209279070986,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06036414571530405,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09444423533813709,0.07294209279070986,0.09444423533813709,0.09444423533813709,0.09444423533813709,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510594649534969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36007965170297845,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1074064315779731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24005310113531897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24005310113531897,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,0.1056372550017821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1056372550017821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045997098161824304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1652774118417399,0.1652774118417399,0.1652774118417399,0.1652774118417399,0.1652774118417399,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06444385894678387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1440318606811914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1440318606811914,,,,,,0.20423785981398762,0.26444385894678385,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1074064315779731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24005310113531897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24005310113531897,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,0.019367199226031286,,,,,,,,,,,0.016958910249153646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,0.04447884421127667,0.016958910249153646,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08895768842255335,0.08895768842255335,,,,,,,,,,,,,0.03790312123189247,,,,,,,0.019367199226031286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,0.06959048919652207,,,,,,,,,
18,,,,,,,,,,,,,,,,,0.02148128631559462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,0.024531785686306297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05633986933428379,,0.06807928660466253,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,0.05633986933428379,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,
19,,,,,,0.05256811218494206,,,0.08903561291398578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04603132781913133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1207282914306081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1207282914306081,,,,,,,,,,,,,,0.14588418558141972,,,,,,,,,,,,,,0.18888847067627418,,
20,,,,,,0.07359535705891888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06444385894678387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16901960800285137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26444385894678385,0.26444385894678385
