,tiến,lên,kinh,tế,tri,thức,bằng,chữ,tín,ông,karl,alanko,đại,sứ,phần,lan,tại,vn,đã,trao,đổi,với,báo,giới,nghiệm,để,đạt,được,những,thành,tựu,nổi,bật,của,quốc,gia,bắc,âu,trong,2,năm,qua,vị,trí,số,1,về,năng,lực,cạnh,tranh,tăng,trưởng,diễn,đàn,thế,wef,và,sạch,nhất,tổ,chức,minh,bạch,ti,công,dựa,trên,yếu,tố,gì,thưa,xếp,hạng,tiêu,chí,là,nền,vĩ,mô,chất,lượng,các,thể,chế,sự,bộ,nghệ,ở,hai,sau,hệ,thống,dịch,vụ,hiệu,quả,pháp,luật,chặt,chẽ,thực,hiện,nghiêm,túc,nước,chúng,tôi,luôn,tôn,trọng,một,cơ,bản,tạo,ra,môi,trường,doanh,lành,mạnh,chính,vì,vậy,cũng,đứng,chỉ,bên,đó,cao,mà,ví,dụ,dễ,thương,điện,thoại,di,động,nokia,đang,ưa,chuộng,toàn,cầu,điều,này,có,ảnh,hưởng,rất,lớn,tới,giáo,dục,không,người,thất,học,sao,lại,chọn,vào,khoảng,đầu,90,kỷ,trước,rơi,trì,trệ,việc,phát,triển,lý,do,suốt,thời,gian,dài,phụ,thuộc,nhiều,thị,liên,xô,cũ,khi,tan,rã,xuất,khẩu,giảm,sút,cần,biết,lúc,sản,phẩm,từ,tài,nguyên,như,giấy,gỗ,lựa,mục,tư,câu,hỏi,khó,bấy,giờ,cuối,cùng,hàm,viễn,thông,tử,chiếm,đa,tỷ,gdp,thay,mặt,hàng,khai,thác,khoa,chiến,lược,ưu,tiên,nói,giá,cho,internet,adsl,50,usd,tháng,rẻ,so,hay,cuộc,15,eur,phút,đắt,gấp,đôi,gọi,thái,theo,nhân,khiến,khuyến,khích,nghiệp,tham,kiện,tối,họ,chia,sẻ,vài,cải,thiện,thứ,2003,60,102,2002,thấy,đi,đúng,hướng,hơn,nữa,thì,khu,vực,còn,nhũng,tích,cực,nhận,phủ,quyết,tâm,chống,tệ,nạn,tuy,nhiên,muốn,nhấn,kết,xử,nào,sẽ,đóng,vai,trò,định,nghĩ,rằng,đất,ít,hoàn,hảo,chứng
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032802594231468446,,,,,,,,,,,,,,,,,0.014780347872404958,,,,,,0.028635160228961877,,,,,,,,,,,,,,,,,,,,,,,,0.028635160228961877,0.02205943724957767,,,,,,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,0.053746805214207265,,,,0.053746805214207265,0.06959048919652207,0.053746805214207265,0.053746805214207265,0.053746805214207265,0.04447884421127667,0.053746805214207265,0.04447884421127667,0.04447884421127667,0.06959048919652207,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,,0.021602046890438018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05539686949276592,,,0.07855302300537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07855302300537985,,,,,,,,,0.06500754153955822,0.1017091765179938,0.07855302300537985,0.1017091765179938,0.1017091765179938,0.1017091765179938,0.1017091765179938,0.1017091765179938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,0.022239422105638337,0.022239422105638337,,,,,,,,,,,,,0.014317580114480939,,,,,,,,,0.014317580114480939,,,,,,,,,,,0.012555822492622696,,,,,,0.018951560615946234,,,,,,,,,,,0.014317580114480939,,0.016401297115734223,,,,,,,,,,,,,,,,,,,,,,,,0.016401297115734223,0.028635160228961877,,,,,,,,,,,,,,,,,,,,0.026873402607103632,,,,,,,,0.022239422105638337,,,,,,,,,,,,,,,,,,,,,,,,,0.022239422105638337,,,,,,,,,,,,0.014317580114480939,,,,,,,,,,,,,,0.018951560615946234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026873402607103632,0.026873402607103632,0.022239422105638337,0.026873402607103632,0.022239422105638337,0.022239422105638337,,,0.022239422105638337,,,,,,,,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.026873402607103632,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,0.034795244598261034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.006720017672107921,,,,0.01438294787422448,,,0.00877815901968874,,,,,0.0118064593730134,0.0177096890595201,,0.026334477059066216,,,,0.011902789295975448,,,0.011902789295975448,,,,,,,,,0.007662930202116559,,,,,,0.01438294787422448,,,,,,0.01438294787422448,0.013440035344215843,,,,,,,,,,,,,,,,,,,0.006720017672107921,,,,,0.011902789295975448,,,,,,0.0039553043602210455,,,,,,,0.01014308878036559,,,,0.01014308878036559,0.023805578591950895,,,,,0.011902789295975448,0.01014308878036559,,,,,,,,,,,0.006720017672107921,0.007662930202116559,0.0059032296865067,,,,0.01014308878036559,,,,,,,,,,,,,0.01438294787422448,,,,,,,,,,,0.011902789295975448,0.01438294787422448,,,,0.01438294787422448,,,,,,,0.007662930202116559,,,,,,,,,,,0.01438294787422448,,,0.01014308878036559,,0.02876589574844896,,,,,,,,,0.01014308878036559,0.01014308878036559,,,,,,,,,,,,,,0.01438294787422448,,,,,,,,,,,,0.023805578591950895,,,,,,0.011902789295975448,,,,,,,,,,,,,,,,,,,,,,,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.01438294787422448,0.018622806968083373,0.01014308878036559,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.01438294787422448,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,0.018622806968083373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,0.012954001055958944,,,,,,,0.01714665008109421,,0.012954001055958944,0.012954001055958944,,,,,,,0.020121381905101352,,,0.011360029874277677,,,,,,,,0.011360029874277677,,,0.01483926881899763,0.01714665008109421,,,,,,,0.01483926881899763,,,,,,,,0.011360029874277677,,,,,,,,,,,0.0066863478470403385,,,,,,,,,0.040242763810202704,,0.01714665008109421,,,,,,,,,,,,,,,,,,0.011360029874277677,0.012954001055958944,0.019958538463903604,,,,0.01714665008109421,,,0.040242763810202704,,,,0.020121381905101352,,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,,,,,0.012954001055958944,,0.012954001055958944,,,,,,,,,,,,,,,,,,,,,,,,,0.01714665008109421,0.01714665008109421,,,,,,,,,0.020121381905101352,,,,,,,,,,,,,,,,,,,0.020121381905101352,,,,,,,,,,,,,,,,,,,0.024314030930236617,,,,,,,,,,,,,,,0.01714665008109421,,,,,,,,,,,,,,,,,,0.03148141177937903,0.024314030930236617,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.03148141177937903,0.020121381905101352,0.024314030930236617,0.03148141177937903,0.03148141177937903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,0.011928031367991561,,,,,,,0.015581232259947512,,,,,,,,0.031162464519895024,,,,0.02112745100035642,,,0.02112745100035642,0.018003982585148924,,,,,,,,0.013601701108756893,,,,,,,0.02112745100035642,,,,,,0.011928031367991561,0.025529732476748453,0.025529732476748453,0.015581232259947512,0.018003982585148924,0.025529732476748453,0.025529732476748453,,,,0.02112745100035642,,,,,,,,,,,,,,,,,0.03600796517029785,,,,,,,,,,0.03600796517029785,,,,,,0.025529732476748453,,,,,,,,,,,,,,,,0.011928031367991561,,,,,,,,,,,,,,,,,,,,0.025529732476748453,,,,,,,,,,,,,,,,,,,,,,0.027203402217513786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025529732476748453,,,,,,,,,,,,,,,,,,,,,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.051059464953496905,0.051059464953496905,0.06611096473669596,0.03305548236834798,0.03305548236834798,0.03305548236834798,0.03305548236834798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,0.06924992115532227,0.0604520049278084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604520049278084,0.0604520049278084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08001770037843965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11346547767443756,0.14691325497043548,0.14691325497043548,0.14691325497043548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04447884421127667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028635160228961877,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,0.03790312123189247,,,,,,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,0.053746805214207265,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03790312123189247,,,,,,,,,,,,,,,,,,,0.053746805214207265,,,,,,0.053746805214207265,,,,,,0.053746805214207265,0.053746805214207265,,,,,,,,,,0.13918097839304414,0.13918097839304414,0.06959048919652207,0.06959048919652207,0.06959048919652207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,0.023971126553765404,,,,,,,,,,,,,,,,,,,,,0.018350817489217786,,,,,,0.02769843474638296,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010801023445219009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01612035799007599,,,,,,,,,,,,,,0.039276511502689924,,,,,0.039276511502689924,,,,0.03250377076977911,,,,,,,,,,,,,,,0.02092569401347214,0.02092569401347214,,,,0.039276511502689924,,,,,,,,,,,,,,,,,,,,,0.02769843474638296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,0.039276511502689924,,,,,,,,,0.0508545882589969,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,,,,0.011701108732320591,,,,,,,,,,,,,,,,,,0.03000663764191487,,0.042549554127914085,,,,,,,,,,,0.017463721155915653,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,,,,,,0.022669501847928153,,,,,,,,,,,,,,,,,,,,,,,,,0.03000663764191487,,,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,,,,,,,
20,,0.0206121473174209,,,,,,,,0.01520120220482684,,,,,0.010222666042487213,0.010222666042487213,,,,,,,,0.0206121473174209,,,,0.013269952301226236,,,,,,0.013269952301226236,,,,,0.011637103773650303,,,,,,,,0.011637103773650303,,,,,,,,,0.013269952301226236,,,0.02490705607487654,0.03040240440965368,,,0.02490705607487654,,,0.011637103773650303,,,,,0.0206121473174209,,0.02490705607487654,0.017564861058681876,,,0.013698859003692401,,,,0.017564861058681876,0.01520120220482684,0.013269952301226236,,,,,,,,,,,0.0206121473174209,0.017564861058681876,,,,,,,,,,,0.011637103773650303,,,,,,,,,,,,,,,,,,,,,,,,,0.0206121473174209,,,,,,,,,,,,,,,0.013269952301226236,0.013269952301226236,0.013269952301226236,,,,,,,,,,,,,,,,,,,,,,,,0.017564861058681876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02490705607487654,,,,,,,,,,,,,,,,,,,,,,,,,,0.0206121473174209,,,,,,,,,,,,,,,,,,,,,,,,0.02490705607487654,,,,,,,,,,,,,,,,,,,,,,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206,0.032249251091071206
