,tái,khởi,động,hàng,loạt,cao,ốc,dở,dang,phó,tổng,giám,đốc,công,ty,liên,doanh,du,lịch,nghi,tàm,nguyễn,viết,tạo,hào,hứng,khi,nhận,được,thông,tin,đàm,phán,giữa,mẹ,với,ngân,thành,như,vậy,khách,sạn,lien,resort,nằm,ở,vị,thế,đẹp,nhất,hồ,tây,sẽ,lại,tiếp,tục,vào,cuối,tháng,7,này,sau,gần,8,năm,do,thiếu,tiền,ông,cho,biết,đang,giải,quyết,những,khâu,cùng,nước,ngoài,để,khoản,vay,15,triệu,usd,phần,xây,thô,đã,xong,nay,việc,chủ,yếu,là,tập,trung,hoàn,thiện,nội,thất,the,và,văn,hoá,từ,liêm,s,holdings,của,singapore,pernas,securities,berhad,malaysia,đầu,90,xin,tư,63,dựng,một,395,phòng,tiêu,chuẩn,5,sao,tuy,nhiên,cuộc,khủng,hoảng,kinh,tế,châu,á,hồi,1997,khiến,dự,án,bị,ngừng,trệ,các,chối,nguyên,nhân,đối,tác,trong,theo,đánh,giá,thị,trường,bất,sản,vn,sắc,đều,đạt,suất,trên,70,toà,nhà,căn,hộ,cấp,thuê,kiến,bắt,hoạt,chúng,tôi,hẳn,đoàn,quản,lý,nổi,tiếng,giới,điều,hành,đồng,thời,miễn,giảm,gian,chết,kéo,dài,hạn,40,giấy,phép,tâm,sự,tòa,55,lê,đại,hà,cũng,rậm,rịch,im,hơi,lặng,park,hyatt,tp,hcm,giai,đoạn,thoả,thuận,225,gia,vietcombank,incombank,sacombank,bidv,agribank,mới,đây,hợp,quận,1,35,tầng,diện,tích,3,000,m2,bỏ,trống,hiện,bên,chỉnh,sơ,bộ,kế,hoạch,chesterton,quý,i,tăng,trưởng,hơn,trước,194,222,tại,hầu,kín,chỗ,đặc,biệt,loại,a,20,28,tỷ,lệ,2,so,ngoái
10,,,0.008443184363883784,,,,,,,,,,,,,,,,,,,,,0.012943888969185535,,,,0.015257569276746643,,,,,,,,,,,,,0.019365879454827317,0.009682939727413659,,,,,,0.018518518518518517,,,,,0.012943888969185535,,,,0.012943888969185535,,,,,,,,0.008443184363883784,,,,0.015257569276746643,,,,,,,,,0.009682939727413659,0.01114925909866597,0.015257569276746643,,,,,,,,,,,,,,,,0.018518518518518517,,,,,,,0.012943888969185535,,,0.012943888969185535,,,,0.012943888969185535,,,,,,,,0.015257569276746643,,,,0.012943888969185535,,,,,,,,,,,,,,,,,,,0.012943888969185535,0.018518518518518517,,,,,,,,,,0.01114925909866597,,,,,,,,0.018518518518518517,,,,,0.015257569276746643,,,,,,,0.009682939727413659,,,0.018518518518518517,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.024093148067851504,0.018518518518518517,0.024093148067851504,0.024093148067851504,0.018518518518518517,0.024093148067851504,0.04577270783023993,0.024093148067851504,0.024093148067851504,0.015257569276746643,0.024093148067851504,0.024093148067851504,0.018518518518518517,0.024093148067851504,0.024093148067851504,0.018518518518518517,0.018518518518518517,0.024093148067851504,0.024093148067851504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.026883461705231496,0.017535844448066322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038461538461538464,,,,,,,,0.026883461705231496,,,,,,,,0.017535844448066322,,0.020110720972320677,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03168879772862765,,,,0.017535844448066322,,,,,,,,,,,,,,,,,,,,0.017535844448066322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020110720972320677,,,,,,,,,,,0.038461538461538464,,,0.038461538461538464,,0.03168879772862765,,,0.03168879772862765,,,0.038461538461538464,,,,,,,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.038461538461538464,0.038461538461538464,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,0.05003961521784544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.016723888647998956,,,,,,,,,,,,,,,,,,,,,,,0.027777777777777776,,,,,,,,,,0.016723888647998956,,,,0.014524409591120488,0.014524409591120488,,,,0.022886353915119964,,,,,,,,,,,,,,,,0.0194158334537783,,,,,,,,,,0.014524409591120488,,,,,,0.014524409591120488,,,,0.0194158334537783,,0.022886353915119964,0.0194158334537783,,,,,,,,,,,,,0.022886353915119964,0.027777777777777776,,,,0.0194158334537783,,,0.0194158334537783,,,,,,,,,,,,,,,,,,,,,0.0194158334537783,,,,,,,,,,,,,,,,,,,,,,,,,0.03344777729599791,,,,,,,,,,,0.027777777777777776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027777777777777776,,,,,,,,0.03613972210177725,0.03613972210177725,0.027777777777777776,0.027777777777777776,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.027777777777777776,0.03613972210177725,0.03613972210177725,0.03613972210177725,0.03613972210177725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.03333333333333333,0.02329900014453396,0.015197731854990813,,,,,,,,,,,0.015197731854990813,0.020068666377598746,,,,,,,,,,,,,,,,,,,,,0.020068666377598746,,,,,,,,,,0.02746362469814396,,,,,,,,,,,,,,,,,,,,,,,,0.015197731854990813,,,,,,,,0.017429291509344587,0.020068666377598746,,,,,,,,0.02329900014453396,,0.02746362469814396,,,0.03333333333333333,,,,,,,,,,,,0.015197731854990813,,,,,,,,,,,,,,,,,0.02746362469814396,0.04659800028906792,,0.015197731854990813,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,0.02746362469814396,0.02746362469814396,,,,0.017429291509344587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,0.03333333333333333,,,,,,,0.03333333333333333,,,,,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.04336766652213271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,0.03010299956639812,,0.03010299956639812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,0.034948500216800946,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,0.034948500216800946,,,,,,,,,,,,,,,,,0.02279659778248622,,,,,,,,,,,,,,,,,0.04119543704721594,0.034948500216800946,,0.02279659778248622,,,,,,,,,,,,,,,,,0.034948500216800946,,,,,,,,,,,,,,,,,,,,,,,,0.04119543704721594,,0.04119543704721594,0.04119543704721594,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08714645754672293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21683833261066354,0.13731812349071978,0.21683833261066354,0.21683833261066354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,0.026143937264016884,,,,,,,,,,,,,,,,,,,,,,,,,,0.04119543704721594,,,,,,,,,,,,,,,,,,0.04119543704721594,,0.04119543704721594,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03010299956639812,,,,,,0.03010299956639812,,,,,,,,,,,,,,,,,,,0.04119543704721594,,,,,,,,,,,,,,,,,0.04119543704721594,,,0.04119543704721594,,,,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,0.06505149978319906,,,,,,,,,,,,,,,,,,,,,,,,
17,,,0.03647455645197795,,,0.024082399653118498,,,,,,,,0.018237278225988977,0.024082399653118498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018237278225988977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027958800173440754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024082399653118498,0.04,0.04,0.032956349637772754,0.04,0.04,0.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.04,0.05204119982655925,0.05204119982655925,0.05204119982655925,0.05204119982655925,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032566568260694595,,,,,,,,,,,,,,,,,,,0.058850624353165626,,,,,,,,,,,0.058850624353165626,,,,0.032566568260694595,,,,,,,,,,,,,,,,,,,,0.032566568260694595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0373484818057384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058850624353165626,,,,,,,,,,,,,,,,,,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,0.09293071397599866,,,,,,,,,,,
19,,,,,,0.018814374728998825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018814374728998825,,,,,,,,,,,,,,,,,,,,,,0.02184281263550059,,,,,,,0.014247873614053887,,,,,0.014247873614053887,,,,,,,,,,,,,,,0.02184281263550059,,,,,,,,,,,,,,,,,,,0.028495747228107774,,,,,,,,,,,,,,,,,,,,0.028495747228107774,,,0.02184281263550059,,,,,,,,,,,0.03125,,,,,,,,0.03762874945799765,,,,,,,,,0.02574714815450996,,,,,,,,,,,,,,,,0.02574714815450996,0.0326799215800211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02574714815450996,,,,,,,,,,,,,0.0625,,,,,,,,,,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414,0.040657187364499414
