,nga,làm,mất,lòng,các,nhà,xuất,khẩu,thịt,eu,chưa,đầy,nửa,tháng,sau,những,cái,bắt,tay,nồng,nhiệt,giữa,mátxcơva,và,brussels,quanh,chuyện,gia,nhập,wto,bất,ngờ,ngừng,thông,quan,cho,lô,hàng,lợn,bò,cầm,đến,từ,vì,vấn,đề,liên,chứng,chỉ,vệ,sinh,kể,1,6,chúng,tôi,tạm,thời,thủ,tục,hải,tất,cả,có,xứ,được,đi,với,form,nhận,an,toàn,thực,phẩm,cũ,phát,ngôn,viên,bộ,nông,nghiệp,tuyên,bố,ngay,khi,tin,này,lập,tức,lên,tiếng,trích,mạnh,mẽ,rằng,hành,động,của,thật,thiếu,thân,thiện,là,một,cách,cư,xử,khó,thể,chấp,trong,quyết,định,đe,doạ,gây,thiệt,hại,khoảng,13,tỷ,euro,buôn,bán,song,phương,hằng,năm,chẳng,biết,điều,gì,đang,diễn,ra,đã,hệ,phía,qua,đại,sứ,mình,ở,để,sáng,tỏ,sự,ngạc,nhiên,về,thái,họ,bởi,hai,bên,vẫn,đàm,phán,hạn,chót,đời,mẫu,mới,tới,uỷ,ban,châu,âu,gregor,kreuzhuber,nói,hơn,nay,yêu,cầu,đưa,thống,nhất,thay,thế,riêng,rẽ,do,từng,nước,thành,tự,theo,công,việc,sẽ,giúp,giảm,bớt,chính,chế,giấy,tờ,không,cần,thiết,trước,phân,trần,luật,pháp,nào,phép,chuẩn,tài,liệu,chung,khối,nữa,lưu,phải,sử,dụng,tuy,khăng,điểm,buộc,chậm,vào,5,đó,đồng,ý,dời,hiện,thoả,thuận,thức,khách,lớn,tiêu,thụ,60,lượng,23,khu,vực,ngược,lại,cũng,đối,tác,trọng,chiếm,50,kim,ngạch,cung,cấp,gần,80,nhu,người,dân,sở,bạch,dương,dự,205,000,tấn,227,300,331,800,vài,chức,thì,lệnh,cấm,sách,bảo,hộ,thậm,chí,còn,so,sánh,mỹ,hồi,cuối,ngoái,lúc,ngành,chăn,nuôi,gà,lâm,kỳ,khăn,quá,sớm,tính,toán,nhưng,nếu,tiếp,kéo,dài,thảm,hoạ,biến,đóng,cửa,biên,giới,vấp,phản,kháng,kinh,doanh,sản,lệ,thuộc,chủ,yếu,máy,nặng,nề,veronika,maximova,phó,tịch,hiệp,hội,quốc,ta,đoán,giá,tăng,vụ,tại,cuộc,họp,ủng,miễn,cưỡng,mở,rộng,hợp,10,8,số,đây,xô,viết
10,,,,,,,,,,0.01114925909866597,,,,,,,,,,,,,,,,,,,,,,,0.031299927407935434,,,0.01656140856823034,,,,,,,,,,,,0.04955605784878337,0.024778028924391685,,,,,,,,,,,,,,,0.020150668309269468,,,,,,0.03592728802305766,,,,,0.03592728802305766,,,,,,,,,,,,,,,,,,,,,0.04955605784878337,,,,,,,,0.036512260881695874,,,,,0.031299927407935434,,,0.03592728802305766,0.031299927407935434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03592728802305766,,,,,,,,,,,,,,,,,,0.031299927407935434,0.03592728802305766,,,0.03592728802305766,,,,,,0.03592728802305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042449186506601407,,,,,,,,,,,,,,0.05359844560526737,0.05359844560526737,0.03592728802305766,0.05359844560526737,0.05359844560526737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,0.0088538234018818,,,,,0.024855824706301672,,,,,,,,0.022005530206064716,,,,,,,,,,,,0.0196766700281934,,,,,,,0.03370964810818347,,,,,,0.0196766700281934,0.0196766700281934,,,,0.0570609868601504,0.0285304934300752,,,,0.0285304934300752,,,,,,,,,,0.0196766700281934,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196766700281934,,0.0088538234018818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03370964810818347,,,,,,,0.03370964810818347,,,,,,,0.03370964810818347,,,0.0285304934300752,,,0.024855824706301672,,,,0.0285304934300752,,,,,,,,,,,,0.0285304934300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0285304934300752,,,0.04256347151006527,0.08512694302013055,0.04256347151006527,0.04256347151006527,0.04256347151006527,0.0285304934300752,0.03370964810818347,0.03370964810818347,0.04256347151006527,0.04256347151006527,0.04256347151006527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0606272985389098,0.0606272985389098,,,,,,,,,,,,,,,,,,0.03400425277189223,,0.05281862750089105,,,,,,,,,,,,,,,,,,,,,0.03762874945799765,,,,,,,,,,,,,,,,,0.030807220118930896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05281862750089105,,,,,,,,,,,,,,,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,,,,0.07163300222988987,,,,,,,,,,,,,,,,,,,0.0606272985389098,,,,,,,,,,,,0.07163300222988987,,,,,,,,,,,,,,,,,,,,,,,0.0904473769588887,0.0904473769588887,0.0904473769588887,0.0904473769588887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.01003951008468659,,,,,,0.024778028924391685,0.024778028924391685,0.03312281713646068,,,,,,,,,,,,,,,0.018256130440847937,,,,,,,,,,,,,,0.03592728802305766,0.031299927407935434,0.031299927407935434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02229851819733194,,,,,,,,,,,0.02229851819733194,,,,,0.031299927407935434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027710667666896307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03592728802305766,,,0.03592728802305766,0.03592728802305766,,,,,,,,,,0.03592728802305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,0.05359844560526737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.006453970768727094,,,,,,0.015928732879966084,0.015928732879966084,0.02129323958772472,0.007167380849142409,,,0.02728876275424376,,,,,,,,,,,0.023472167709661634,,,,,0.015928732879966084,,,,,,0.015928732879966084,0.01064661979386236,,,0.020121381905101352,0.020121381905101352,,,,,,,,,,,,,,,,,,,,,,,,,0.02728876275424376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007167380849142409,,,,,0.020121381905101352,0.023472167709661634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04619222745821699,,,0.023096113729108494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03445614360338617,0.03445614360338617,0.02728876275424376,0.03445614360338617,0.02728876275424376,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.023096113729108494,0.03445614360338617,0.03445614360338617,0.03445614360338617,0.03445614360338617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.033883346535817246,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08362584761982195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1056372550017821,,,,,,0.14326600445977974,,,,,,,,,0.1056372550017821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14326600445977974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14326600445977974,0.1808947539177774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,0.07452633855703653,,,,,,,,,,,,,,,,,,,0.1115011301597626,,,,,,,,,,,,,0.16167279610375945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24119300522370318,0.16167279610375945,0.24119300522370318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,0.07452633855703653,,,,,,,,,,,,,,,0.08215258698381572,,,,,,,,,,,,,,,0.14084967333570947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16167279610375945,,0.24119300522370318,0.24119300522370318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,0.07452633855703653,0.050171665943996864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14084967333570947,,,0.12469800450103338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16167279610375945,,,,0.24119300522370318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.01042564508794377,,,,,,,0.02573103003686829,,0.01157807675630697,,,,,,0.03730910679317526,,,,,,,,,,,,,0.02573103003686829,,,,,,0.05146206007373658,0.017198385820854586,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,0.02092569401347214,,,,,,,,,,,,,,,,0.04408184752608608,0.03730910679317526,,,,,,,,,,,,,,0.04408184752608608,,,0.01157807675630697,,,,,,0.018958289303957477,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03730910679317526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03730910679317526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05565992428239305,0.05565992428239305,0.05565992428239305,0.03730910679317526,0.03250377076977911,0.05565992428239305,0.05565992428239305,0.04408184752608608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
