,giữ,ôtô,để,đòi,nợ,có,phạm,tội,một,người,dàn,cảnh,của,con,nhằm,thúc,ép,họ,trả,hết,khoản,tiền,vay,hiện,2,luồng,ý,kiến,trái,ngược,về,việc,xác,định,danh,với,vi,nhiều,cho,rằng,hành,này,cấu,thành,cưỡng,đoạt,tài,sản,hay,công,nhiên,chiếm,lại,bảo,chỉ,nên,xử,phạt,chính,sáng,9,5,ông,ngọc,hương,tp,hcm,thuê,xe,chở,đi,vũng,tàu,khi,xế,đánh,đến,xem,giấy,nhận,bà,đ,chủ,nh,chị,đồng,thời,yêu,cầu,giao,phương,tiện,trừ,được,đưa,vào,kho,gần,đó,cất,cẩn,thận,viết,biên,bản,không,rõ,thực,hư,thế,nào,lái,hốt,hoảng,báo,toàn,bộ,sự,chưa,đầy,tiếng,sau,an,quận,thủ,đức,mặt,ở,trường,xét,biết,20,triệu,bên,trong,đã,cánh,mà,bay,theo,trước,180,mua,xi,măng,lần,nhưng,nhỏ,giọt,còn,58,kể,tình,cậu,em,là,nhà,dịch,vụ,lập,kế,hoạch,và,gây,sức,buộc,phải,đủ,yếu,tố,bởi,lẽ,tự,lấy,khác,đem,chứng,trách,nhiệm,quản,lý,nói,cùng,uy,hiếp,tinh,thần,khiến,chìa,khóa,tờ,tuy,hợp,điều,thể,qua,giải,thích,do,tới,hậu,quả,nghiêm,trọng,sai,vấn,đề,phát,sinh,thật,bị,mất,vu,oan,số,nếu,cơ,quan,chức,năng,minh,thì,đương,chịu,truy,cứu,hình,khống,lúc,đang,thụ,hồ,sơ,tôi,rành,luật,nghe,mấy,anh,mới,tá,hỏa,vì,mình,pháp,kết,ân,hận,lắm
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07576413145382939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05060823730301779,,,,,,,,,,,,0.03275984635897495,0.04168404183099638,,,,,,,,,,,,,,,,,,,,,,,,0.0631861843784236,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2409469568363888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4156894579203935,0.4156894579203935,0.2409469568363888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,0.031068257326167456,,,,,,,,,,,,,0.05303489201768058,,,,,0.05303489201768058,0.06808639180087965,,,,,,,,,,,,,,0.035425766112112456,,,,,,,,,,,0.044230329064896524,,,,,,,,,,,,,,,,,,,0.035425766112112456,,,,,,,,,,,,,,0.05928182884809559,,,,,,,0.04818939136727776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06808639180087965,0.08313789158407871,0.08313789158407871,0.06808639180087965,0.05928182884809559,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.06808639180087965,0.08313789158407871,0.06808639180087965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.1376839753350793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19453254800251324,,,,0.19453254800251324,,,0.0655196927179499,0.08336808366199276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19453254800251324,,,,,,,,0.23753683309736773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.08159214156566244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05450117863401917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07413752518042734,,,,,,,,,,,,,,,,,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,0.10474829507827638,0.08159214156566244,0.1279044485908903,0.10474829507827638,0.07413752518042734,0.1279044485908903,0.1279044485908903,0.1279044485908903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15287928300854975,,,0.3535659467845372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5542526105605247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11465946225641233,0.14589414640848733,,,,,,,,,,,,,,,,,0.2651744600884029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3404319590043982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,0.10220747395841466,,,,,,,,,,,,,,,,,0.1204734784181944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1204734784181944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13258723004420145,,,,,,,,,0.20784472896019676,0.20784472896019676,0.20784472896019676,0.20784472896019676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22931892451282465,,,0.5303489201768058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,0.22695463933626547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16063130455759253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07643964150427487,0.09726276427232489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27712630528026233,0.22695463933626547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,0.09085108796303525,,,,,,,,,,,,,,0.11785531559484573,,,,,0.11785531559484573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10708753637172835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,,,,,,,,,,,,,,,0.18475087018684155,0.18475087018684155,0.18475087018684155,0.18475087018684155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,0.07433270833339248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0876170752132323,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03930081002757274,,0.05305241687581357,,,,,,,,,,,,,,,,,,0.1077851433601738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0876170752132323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1511598028801431,0.1511598028801431,0.1511598028801431,0.1511598028801431,0.123793439637963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11465946225641233,0.14589414640848733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3404319590043982,,,,,,,,,,,,,,,,,,,,,,,,,,0.4156894579203935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.04015782613939813,,,,,0.025890214438472878,,,,,,,,,0.04940152404007965,,0.05673865983406637,,,,,,,,,,,,,,,,,,,,,,0.02952147176009371,,,,,,,,,,,,,,,,,0.04940152404007965,,,,,,,0.018012871262637505,,0.02431569106808122,,,0.11347731966813274,0.02952147176009371,,,,,,,,,,,,0.01910991037606872,0.02431569106808122,,,,,,,,,0.04940152404007965,0.04940152404007965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06928157632006558,0.04940152404007965,0.06928157632006558,0.06928157632006558,0.06928157632006558,0.05673865983406637,0.05673865983406637,0.06928157632006558,0.06928157632006558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,0.2651744600884029,0.3404319590043982,,0.2409469568363888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29640914424047793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.027015875935797785,,0.03555042572466597,,,,,0.03555042572466597,,,,,,,,,,,,,,0.04611729740667876,0.051549416389648335,,,,,,,,,0.03846115570860567,,0.03080501401053257,0.04611729740667876,0.03846115570860567,,0.059205558087721426,0.059205558087721426,,0.04611729740667876,0.033029036725636104,0.051549416389648335,,0.03846115570860567,0.04611729740667876,0.051549416389648335,,,,,,,,,,,0.018796039578404353,,0.025372895027563014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04190381858024153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07229381876876409,0.07229381876876409,0.07229381876876409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.03442099383376983,0.03442099383376983,,,,0.022191612375833895,,,,0.05426198890640217,,,0.058404270833379804,,,,,,,,,,,,,,0.037882065726914695,0.04234416346292542,,,,,,,,,,,,,,,,,,,0.027130994453201086,,,,,,,,,,,,,,,,0.015439603939403575,,,,,,0.025304118651508896,,,,,,0.03442099383376983,,,,,,,,,,,,,,,,,,,,,,,,,0.04863313700062831,,,,,,,,,,,,,,,,,,0.03442099383376983,,,,,,,,,,,,,,,,,,0.03442099383376983,,,,,0.04863313700062831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05938420827434193,0.05938420827434193,0.05938420827434193,0.04863313700062831,0.04863313700062831,0.05938420827434193,0.04863313700062831,0.04234416346292542,0.04234416346292542,0.05938420827434193,0.037882065726914695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,0.05203568125281944,0.048097634803959836,,0.04468634380527238,,,0.048097634803959836,,,,,,,,,,,,,,,,,,,,,,,,0.05203568125281944,0.05669340160856207,,,0.05203568125281944,,,,0.08010163741279958,0.06239399060903598,0.04468634380527238,0.06974332805658304,,,,,0.06239399060903598,,,,,,,,,,0.025429935900194125,,0.03432803444905584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,0.03798339223448152,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04818939136727776,,,,,,,,,0.03798339223448152,,,,,,,,,,,,,,,,0.02161544551516501,,,,,,0.035425766112112456,,,,,,0.04818939136727776,,,,0.06808639180087965,,,,,,,,,,,0.04818939136727776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04818939136727776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05928182884809559,,,,,,,,,,,,,,,,0.16627578316815741,0.08313789158407871,0.08313789158407871,0.08313789158407871,0.08313789158407871,0.08313789158407871,0.08313789158407871,0.08313789158407871,0.08313789158407871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,0.03655089097196171,,,,,,,,,,,,,,,,,,,,,0.06239399060903598,,,,,,,0.08010163741279958,,,,0.05669340160856207,0.04167737189660289,0.06239399060903598,,,,,,0.06239399060903598,,,,,0.06239399060903598,0.06974332805658304,0.06239399060903598,,,,,,,,,,0.025429935900194125,,0.03432803444905584,,,,0.04167737189660289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05203568125281944,,,,,,,,,,,,,,,,,,,,,,,0.08010163741279958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09780928421656318,0.09780928421656318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.07139169091448556,,0.039285105198281906,,,,,,,,,,,,0.04391246581340413,,,,,,,,,0.039285105198281906,,,,,,,,0.03569584545724278,,,,,,,0.02624130823119441,,,0.030283695987678418,,,,,0.02813584609961594,,,,,,,,0.04391246581340413,,,,,,,,0.01601144112234445,,,,,,0.05248261646238882,,,,,,0.03569584545724278,,,,,0.039285105198281906,0.016986587000949974,0.021613947616072195,,,,,,,,0.03569584545724278,,,,,,,,,,,,,,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05043436429694788,,,,,,,,,,,,,,,,,,0.039285105198281906,,,,,,,,,,,,,0.06158362339561385,0.04391246581340413,0.06158362339561385,0.05043436429694788,0.05043436429694788,0.05043436429694788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,0.10220747395841466,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14820457212023896,,,0.1204734784181944,,,,,,,,,,,,,,0.11057582266224131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13258723004420145,0.05732973112820616,,,0.13258723004420145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20784472896019676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,0.06289690705133211,,,,,,,,,,,,,,,,,,,,,,,,0.06804666009984081,,,,0.06804666009984081,,,,,,,,,,,,,,,,,,,,,,0.03325453156179232,,0.044890506587226875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,,,,,,,,0.10474829507827638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10474829507827638,,,,,,,,,,,0.10474829507827638,,,,,,,,,,,,,,,,,,,,,,,,,,0.1279044485908903,0.1279044485908903,0.1279044485908903,0.1279044485908903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,0.07371721510816087,,,,,,0.06813831597227643,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07371721510816087,0.06813831597227643,,,,,,,,,,,,,0.0988030480801593,0.0988030480801593,0.11347731966813274,,0.11347731966813274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0883914866961343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0883914866961343,,,,,,,,,,,,,,,,,,0.11347731966813274,,,,,,0.13856315264013117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
