,cảnh,sát,giao,thông,có,quyền,còng,tay,bắt,người,vì,vài,hành,vi,biểu,hiện,phạm,chính,một,tài,xế,đã,bị,khống,chế,khóa,vào,cửa,sổ,bỏ,mặc,giữa,trời,mưa,những,chặn,kiểm,tra,ôtô,của,anh,trong,lúc,thi,công,vụ,lại,không,đeo,thẻ,ngành,trung,bình,dĩ,an,dương,trình,bày,khoảng,10h20,ngày,3,5,lái,xe,đến,đổ,đất,san,lấp,mặt,bằng,gần,ngã,ba,tân,vạn,xong,bảng,tên,hỏi,giấy,tờ,đồng,ý,đang,lưu,được,cùng,hai,113,đi,tới,hỗ,trợ,này,gọi,điện,cho,chủ,mang,nhưng,và,đòi,10,phút,sau,ông,phan,minh,phương,đội,phó,huyện,nguyễn,tấn,thành,lê,toàn,xã,thắng,jeep,vừa,lấy,nộp,tiền,phạt,chờ,bà,ấy,đem,về,sẽ,xuất,chấp,nhận,yêu,cầu,trụ,sở,ở,đó,giải,quyết,kể,tiếp,tại,ubnd,khi,đưa,tôi,liền,với,điều,kiện,chở,máy,ra,ngồi,thì,nhóm,quật,xuống,dùng,đánh,ngực,lên,ca,lan,can,rồi,ngoài,khác,chân,thang,đầu,giờ,làm,việc,buổi,chiều,họ,chuyển,nhà,vệ,sinh,nói,14h,tháo,để,15h15,ký,biên,bản,lập,11h,chứng,trương,hữu,trưởng,thấy,chuẩn,nên,ngăn,đây,là,vấn,đề,chứ,đâu,phải,tội,mà,các,trấn,áp,như,vậy,lát,giãy,giụa,đè,thụi,4,cái,19,mời,nội,dung,quá,trọng,tải,tình,trạng,chạy,rượt,đuổi,biết,trước,trần,nhơn,thừa,chuyện,sai,chung,tai,tiếng,còn,liệu,đúng,quy,nếu,luật,chưa
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012444808771147117,,,,0.019975286103821877,,,0.016514214210677003,,,,,,,0.019975286103821877,,0.030726357377535488,,,,,,,,0.011295355793597075,,,,,,,,,,,,,,,,,0.030726357377535488,0.030726357377535488,,,,,,,,,,,,,,,,,0.030726357377535488,0.030726357377535488,,0.027265285484390615,0.0414774286512491,,,,0.027265285484390615,,,0.027265285484390615,,,0.02204642706731069,,,,,,0.027265285484390615,,,,,,,,,,,,0.019975286103821877,,0.0414774286512491,,0.0351884551135462,,,0.0351884551135462,0.0351884551135462,,,,,0.0414774286512491,0.052228499924962715,0.0351884551135462,0.052228499924962715,0.030726357377535488,0.027265285484390615,0.02204642706731069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.024328458632362934,0.024328458632362934,,,,,,,,,,,,,,,,,,,,,0.05263436519348558,0.08933600017192114,0.08933600017192114,,,,,,,,,,0.08933600017192114,,,,,,,,,,,,,0.035569076761458165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058725230274072095,0.058725230274072095,,,,0.08933600017192114,,,0.0661798466593072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.047484612144976866,0.08933600017192114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029478211680871638,,,,,,,,,,,,0.024328458632362934,,,,,,,0.08933600017192114,,,,,,,,,,,,0.058725230274072095,0.058725230274072095,,,,,,,,,,,,,,,,,0.08933600017192114,,,,,,,,,,,,0.047484612144976866,,,,,,,,,,,,,,,,,,0.04302369314669328,,,,,,,,,,,,,,,,,,,,,0.08933600017192114,0.08933600017192114,0.11249215368453509,0.11249215368453509,0.11249215368453509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.013177915092529921,0.013177915092529921,0.021173145352484633,0.019266583245789837,,,,,,,,,,,,,,,,,,,0.02851028114647135,,,,,,,,,,,,,,,,,0.04839033342645728,0.029037887132676608,,,,0.023304500454458855,,,,,,,,,,0.023304500454458855,,,,,,,,,,0.013177915092529921,,,0.04105319763247056,,,,,,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04105319763247056,,,,,,,,,,,,0.04839033342645728,0.03180949973178905,,,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,0.035847416940458066,,,,,,,,,0.0609332499124565,0.0609332499124565,0.04839033342645728,0.0609332499124565,0.0609332499124565,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.015060474391462767,0.015060474391462767,,,,,,0.032583178453110116,,,,,,,,,,,0.040968476503380646,,,,,,,,0.032583178453110116,,,,,,,,,,,,,,0.01659307836152949,,,,0.026633714805095833,,,0.02201895228090267,0.04691794015139493,,,,,,0.026633714805095833,,,,,,,,,,0.015060474391462767,,,,,,,,,,,,,,0.04691794015139493,0.04691794015139493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029395236089747583,,,,,,,,0.04691794015139493,,,,,,,,,,0.026633714805095833,,,,,,,,,,,,,,,,,,0.036353713979187484,,,,,,,,,,,,,,0.06963799989995029,0.06963799989995029,0.05530323820166547,0.05530323820166547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,0.026839128603682576,0.02974985858762228,,0.03319252145925814,,,,,,,,,,,,,,,,,0.02974985858762228,,,0.04283811926866494,0.050494260966738036,,0.050494260966738036,0.050494260966738036,,,,,,,,,,,,,,,,,,,,0.03319252145925814,0.024317739604652718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04283811926866494,,,,,,,,,0.03319252145925814,,,0.03319252145925814,,,0.026839128603682576,,,,,,,,,,,,,,,,,,,,,,,,,0.04283811926866494,0.04283811926866494,,,,,,,0.04283811926866494,,,,0.026839128603682576,,,,,,,,,,,,,,,,,0.0635825216477807,0.0635825216477807,0.050494260966738036,0.0635825216477807,0.0635825216477807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.02259071158719415,0.02259071158719415,,,,,0.04409285413462138,,,,,,,,,,,,0.061452714755070977,,,,,,,,0.04887476767966517,,,,,,,,,,,,,,,0.0703769102270924,,,,,0.0829548573024982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829548573024982,,,,,,,,,0.0703769102270924,,,0.05453057096878123,0.04409285413462138,,,,,,,,,,,,,,,,,,,,,,0.10445699984992543,0.10445699984992543,0.10445699984992543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,0.03248947146761575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01833971818905891,,,,,,,,,,,,0.020169302729017433,,,,,,,,,,,,,,,,,,,,0.05185667069364703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,,,,,,,,,,0.03248947146761575,,,,,,,,,,,,0.05185667069364703,,,,,,,,,,,,,0.07696831567889242,0.07696831567889242,0.045280947714262824,0.045280947714262824,0.07696831567889242,0.06112463169657762,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.07696831567889242,0.045280947714262824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.03329157497060191,0.03329157497060191,0.02674502570840164,0.024336736731524002,,,0.03248947146761575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01833971818905891,,,,,,,,,,,,0.020169302729017433,,,,,,0.06112463169657762,,,,,,,0.045280947714262824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0401804207138388,,,,,,,,,0.05185667069364703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06112463169657762,0.06112463169657762,,,,,,0.0401804207138388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07696831567889242,0.07696831567889242,0.07696831567889242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,0.06220424977411931,0.06220424977411931,,,,,,0.06220424977411931,,,,,,,,,,,,,,,,0.06940254486935793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08957061301629941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13294527253626873,0.10557890929408863,0.08957061301629941,0.08957061301629941,0.10557890929408863,0.13294527253626873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.01090586076623166,0.01090586076623166,,,,,0.021286205444299974,0.023594715431562496,,0.02632510322630818,,,,,,,,,,,,,0.023594715431562496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026428741506988363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0400471724908612,,,,,0.03397506010963081,,,,,,,,,,,,,,,0.02632510322630818,0.03397506010963081,,,,,,,,0.05265020645261636,0.03397506010963081,,,,,,,,,,,0.019286483134724572,,,,,,,,,,,,,0.0400471724908612,,,,,,0.021286205444299974,,,,,,,,,,,,,,,,,,,0.0400471724908612,,,,,,,,0.029666827812792885,0.029666827812792885,,,,,,,,,,,,,,,,,,0.0400471724908612,0.05042751716892952,0.05042751716892952,0.0400471724908612,0.05042751716892952,0.05042751716892952,0.05042751716892952,0.05042751716892952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,0.02540777442298156,0.023119899894947806,,,,,,,,,,,,,0.03817139967814687,,,,,,,,,,,,,,,,,,,,,,,,0.017422732279605967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030864997894234966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043016900328549684,,,,,,,,,,,,,,,,,,0.07311989989494781,0.043016900328549684,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.05806840011174874,0.07311989989494781,0.07311989989494781,0.05806840011174874,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,0.07311989989494781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.012650798488828725,0.012650798488828725,,,,,,,,,,,,,,,,,,,,,0.054739739801225,,,,0.0273698699006125,,,,,,,,,,,,,,0.013938185823684772,,,,,,,,,,,,0.01532867007405325,,,,,,,,,0.04645472008939899,,,0.012650798488828725,,,,,,,,,,,,,,,,,,,,,,,,,0.04645472008939899,,,,,,,,,,,,,,,,,0.039411069727171746,,,,,,,,,,,,,,,0.039411069727171746,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034413520262839746,0.03053711974251749,,0.04645472008939899,,,,,,,,,,,0.039411069727171746,,,0.04645472008939899,0.04645472008939899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,0.05849591991595825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,0.03601298671133223,0.03601298671133223,,,,,,,,,,,,,,,,,,,,,,,,0.029437263731948028,,,,,,,,0.020169302729017433,0.0401804207138388,0.058874527463896056,,,,,,,,0.06112463169657762,,0.016645787485300954,0.045280947714262824,,,,,,,,,,,,,,,,,,,,,,0.05185667069364703,,,,,,,,,,,,0.045280947714262824,,,0.0401804207138388,,,,,,,,,,,0.03248947146761575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045280947714262824,0.045280947714262824,,0.06112463169657762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07696831567889242,0.07696831567889242,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.007713901517578491,0.007713901517578491,0.012394036303893444,0.011277999948755026,,,,,,,0.02403114007754375,,,0.020983853818804726,,,0.01862019496494969,,,,,0.02832604883499939,0.016688945061349086,,,,,,,0.02403114007754375,,,,,,,,,,,0.008498893794929739,0.02403114007754375,0.01862019496494969,,,,,0.033833999846265075,,,,,0.009346750045154421,,,,,,,,,,,,0.015427803035156982,,0.02403114007754375,0.02403114007754375,,,,,,,,,,0.02832604883499939,,,,,,0.01862019496494969,0.01862019496494969,,,,,,,,,,,,,,,,,,0.01862019496494969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02832604883499939,,,,,,,,,,,0.02832604883499939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02403114007754375,0.02403114007754375,,,,,,,,,,,,0.020983853818804726,,,,,,,,,,,,,,,,,,,,,,0.035668243851194055,0.035668243851194055,0.035668243851194055,0.035668243851194055,0.07133648770238811,0.035668243851194055,0.035668243851194055,0.035668243851194055,0.035668243851194055,0.035668243851194055,,,,,,,,,,,,,,,,,
25,,,,,,,,,,0.08482533261810413,,,,0.09559311184122152,,,0.08482533261810413,,,,,,,,,,,,,,,,,,,,,,,,0.019358591421784404,,,,,,,,,,,,0.02128981954729618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05473759684329409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04779655592061076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04779655592061076,,,,,,,,,,,,,,0.06452044456860971,0.05473759684329409,0.05473759684329409,0.06452044456860971,,0.06452044456860971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08124433321660866,0.08124433321660866,,,,,,,,,,,,,,,
26,,,,,,,0.025720831578529134,0.02851028114647135,,,,,0.035847416940458066,0.035847416940458066,,,0.03180949973178905,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023304500454458855,,,,,,,,,0.03180949973178905,0.04660900090891771,,,,,,,,,,,,,,,,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04839033342645728,0.025720831578529134,,,0.04839033342645728,,,,,,,,,,,,,,,0.023304500454458855,,,,0.04105319763247056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04839033342645728,,,,,,0.035847416940458066,,,,,,,0.04839033342645728,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0609332499124565,0.04839033342645728,0.0609332499124565,0.0609332499124565,0.0609332499124565,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2458108590202839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12290542951014195,,,,,,,,,,,,,,,,,,,0.12290542951014195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20891399969985086,0.20891399969985086,0.20891399969985086,,,,,,,
28,0.00958393824911267,0.00958393824911267,0.01539865116544337,0.014012060542392608,0.03519296976469621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02985687100543314,0.02985687100543314,0.02985687100543314,,,,,,,,,,0.028024121084785216,,,,,,,,,0.026070848683969507,,,,,,,,0.00958393824911267,,,,,,,,,,,,,,0.02985687100543314,0.02985687100543314,,,,,,,,,,,,,,,,0.02985687100543314,,,,,0.026070848683969507,,,,,,,0.02313418162311931,,,,,,,,,,,,,,,,,,,,,,,,0.016948727603242803,,,,,,,,,,,,,,,,,,,,,,0.03519296976469621,,,,,,0.03519296976469621,,,,,,,,,,,,,,,,,,,0.026070848683969507,,,,,,,,0.05214169736793901,,,,,,,,,,,,,,,,,,,,,,,0.03519296976469621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03519296976469621,,,,,,,0.044315090845422914,0.044315090845422914,0.08863018169084583,0.044315090845422914,0.044315090845422914,0.044315090845422914,0.044315090845422914
