,xét,xử,vụ,cháy,tòa,nhà,itc,11,bị,cáo,hầu,đúng,8h,hôm,nay,tand,tp,hcm,đã,khai,mạc,phiên,sơ,thẩm,trung,tâm,thương,mại,quốc,tế,xảy,ra,ngày,29,10,2002,truy,tố,về,hai,tội,vi,phạm,quy,định,phòng,chữa,và,thiếu,tinh,thần,trách,nhiệm,gây,hậu,quả,nghiêm,trọng,trong,nhóm,các,có,5,gồm,nguyễn,văn,phương,tức,paul,việt,kiều,mỹ,chủ,vũ,trường,blue,huỳnh,quang,nhân,viên,kỹ,thuật,ánh,sáng,lâm,nghĩa,hòa,cơ,sở,cửa,sắt,nam,thông,tại,72,calmette,quận,1,phú,tín,phan,viết,thanh,thợ,hàn,của,trực,tiếp,6,can,còn,lại,đề,nghị,chung,thị,lệ,nguyên,giám,đốc,lê,hồng,thăng,đội,trưởng,bảo,vệ,ngọc,thủy,phó,ban,quản,lý,vợ,lưu,nhật,tuấn,tổng,cường,quý,cho,hđxx,biết,không,hề,sự,khảo,sát,hiện,trước,vì,công,việc,này,quen,chỉ,bàn,bạc,với,đại,diện,khối,lượng,giá,cả,ký,hợp,đồng,những,khoảng,chính,phụ,đều,được,đào,tạo,theo,lớp,học,nghề,thực,người,đi,dẫn,sau,tọa,phán,minh,rằng,điều,trái,pháp,luật,nói,thể,sai,sót,mặt,nhưng,xin,nhìn,nhận,đó,là,tình,trạng,thành,phố,hỏi,tác,đảm,an,toàn,lao,động,cũng,như,nghĩ,gì,mình,hỏa,hoạn,trả,lời,phải,chịu,nữa,án,ai,đến,giữa,bật,khóc,nghẹn,ngào,khẳng,làm,con,thì,tròn,hết,vậy,danh,mà,viện,kiểm,tự,thú,khuyên,trình,để,lương,thản,chứ,nhằm,hưởng,khoan,phần,vấn,2,thật,báo,giống,quan,tra,xác,ngọn,lửa,phát,từ,mũi,giang,một,3,chết,nhắc,nhở,cụ,khi,chưa,nắm,vững,hoảng,sợ,chạy,trốn,nên,đầu,ngay,cướp,sinh,mạng,60,70,khác,thiệt,hại,tài,sản,hơn,32,tỷ,dự,kiến,kéo,dài,22,20,12,tham,gia,thân,nạn,135,hộ,hàng,shop,kinh,doanh,tầng,trệt,45,đơn,dân,cùng,sư,bào,miễn,cảnh,pccc,itc22,2003,tiền,itc07,08,đòi,bồi,thường,đồng04,chuẩn,itc24,06,tục,hiểm,05
10,,,,,0.028820416680875687,,,,0.0055467526049382265,0.0075599993576268435,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,,,,,,,,,,,0.02229851819733194,,,0.014081897841170593,,,,0.02229851819733194,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,,0.014081897841170593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028820416680875687,,0.02523115693983656,,,,,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,0.028820416680875687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033447777295997905,,,,,0.033447777295997905,0.039969675779541664,,,,,0.05111893487820762,0.05111893487820762,0.05111893487820762,0.05111893487820762,0.05111893487820762,0.05111893487820762,0.057640833361751374,0.05111893487820762,0.05111893487820762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,0.01664025781481468,0.02267999807288053,,,,,,,,,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06689555459199582,0.06689555459199582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05945702241081657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08646125004262707,,,0.15335680463462287,0.15335680463462287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,0.08301394200366345,,,,,,,0.04631230702522788,,,,,,,,,,,,,,,,,,0.059857788491049516,0.059857788491049516,,,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06946846053784181,,,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059857788491049516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10617009551627739,0.10617009551627739,0.10617009551627739,0.10617009551627739,0.10617009551627739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,0.0045382521313130945,0.006185454019876509,,,,,,,,,,,,,,,,0.027366363242180107,,,,,,0.04128734771973256,,,,,,,,,,,,,,,,0.011521552779139577,,,,,,,,,,,,0.03270246200144318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027366363242180107,0.02064367385986628,,,,,,,,,,,,,,,,,,0.03270246200144318,,,,,,,,,,,,,,,,,,,0.02064367385986628,,,0.016215551566586342,,0.023580340920716474,,,,,,,0.02064367385986628,,,,,,,,0.027366363242180107,,,,,,,,,,,,,0.027366363242180107,,,0.03270246200144318,,,,,,,,,,,,,,,0.027366363242180107,0.023580340920716474,,,,,,,,,,,0.023580340920716474,,,,,,,,,,,,,,,,0.027366363242180107,,,,,0.027366363242180107,,,,,,,,,,,,,,,,,,,,,,0.03270246200144318,0.03270246200144318,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,0.04182458308216988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,0.00483104259139781,0.006584515569545961,,,,,,,,,,0.06962459651920161,,,,0.029131935064256244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01726171618378546,,,,,,0.029131935064256244,,,,,,,,,,,,,,,,,,,,,,,0.021975523786309265,,,,,,0.01726171618378546,,,,,0.034812298259600805,0.034812298259600805,0.034812298259600805,0.034812298259600805,0.029131935064256244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05826387012851249,,,,,,,,,,,,,,,,,,,,,,,0.029131935064256244,,,,,,,,,,,,,,,,,0.029131935064256244,,,,,,,,,,,,,0.050203306476364104,,,,0.034812298259600805,,,,,,,,,,0.034812298259600805,,,,,,,0.034812298259600805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04452294328101954,0.04452294328101954,0.034812298259600805,0.04452294328101954,0.04452294328101954,0.04452294328101954,0.04452294328101954,0.04452294328101954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,0.005348654297619004,0.0072899993805687425,,,,,,,,,0.021502142547427227,,,,,,0.03225321382114084,,,,0.038542187358843745,,,0.024330044191985256,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03822237154981065,,0.024330044191985256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024330044191985256,0.05558223217026026,0.013578972918271643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024330044191985256,,,,,,,,,,,,,,,,,,,0.03225321382114084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03225321382114084,,,,,,,,,,,,,,,,,,,0.024330044191985256,0.024330044191985256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04929325863255735,0.04929325863255735,0.04929325863255735,0.04929325863255735,0.038542187358843745,0.04929325863255735,0.04929325863255735,0.038542187358843745,0.04929325863255735,0.04929325863255735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021298436613614056,,,,,,,,,,,,,,,,,,,,0.02675566008486746,,,0.02675566008486746,,,,,,,,,,,,0.04515449934959718,0.03406206186877936,,,,,,,,,,,,,,,,,,,0.02675566008486746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,0.02675566008486746,,,,,,,,,0.06812412373755872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04515449934959718,,,,,,,,,,,,,,,,0.05395906230238125,0.04515449934959718,0.04515449934959718,,,,,,,,,,,,,,,,0.05395906230238125,,,,,,,,0.03890756251918218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0690105620855803,0.0690105620855803,0.0690105620855803,0.05395906230238125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.0629544943173352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025056984251310654,0.06348124976750734,,,,0.0354152936075272,0.0354152936075272,0.04577360296374374,0.040073013963269837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04577360296374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06348124976750734,,,,0.04577360296374374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053122940411290794,0.053122940411290794,,,0.06348124976750734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08118889657127093,0.08118889657127093,0.08118889657127093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,0.011891404482163316,0.011891404482163316,,0.023981805467725,,,0.003328051562962936,0.004535999614576107,,,,,,,,,0.02675822183679833,,,,,,,,,,,,0.023981805467725,0.030277388327803877,,,,,,,0.009465971828272914,,,,,,,,,0.008449138704702357,,,,,,,,,,,,,,,,,,,,,,,,,0.017292250008525415,,,,,,,0.020068666377598746,,,,,0.020068666377598746,0.020068666377598746,0.013379110918399165,0.015138694163901938,0.017292250008525415,0.017292250008525415,0.020068666377598746,0.023981805467725,0.023981805467725,,,,,,,,,,,0.015138694163901938,0.017292250008525415,0.008449138704702357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017292250008525415,,,,,,,,0.015138694163901938,,,,,,,,,,,,,,,,,,,,0.020068666377598746,,,,,,,,,,,0.04796361093545,,,,,,,,,,,,,,0.020068666377598746,,,,0.017292250008525415,,,,,,,,,,,,0.023981805467725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023981805467725,0.023981805467725,,,,,,,,,,,,0.023981805467725,,,,,,,,,,,,,,,,,,,0.023981805467725,,,,0.030671360926924577,0.030671360926924577,0.030671360926924577,0.030671360926924577,0.030671360926924577,0.030671360926924577,0.030671360926924577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,0.035674213446489945,,,,,,0.009984154688888807,,,,,,,,,,,,,,,,,,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10375350005115248,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04541608249170581,0.04541608249170581,,,,,,,,,,,,,,,0.05187675002557624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17252640521395074,0.17252640521395074,0.17252640521395074,0.17252640521395074,0.17252640521395074,0.17252640521395074,0.1348976557559531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,0.05187675002557624,,,,,,,,,,,,,,,,,0.05187675002557624,,,,,,,,,,,0.14389083280634998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07194541640317499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,0.09201408278077372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.009729330939951803,,0.014148204552429884,,0.028296409104859768,0.016419817945308064,0.005445902557575713,0.003711272411925905,,,,,,,,,,,,0.014148204552429884,,,0.016419817945308064,0.016419817945308064,,,,,,,,,,,,,,,,,,,,,0.012386204315919766,0.006912931667483746,,,,,,,,,,,0.009729330939951803,,0.02477240863183953,0.019458661879903607,,,,,,,,,,,,,,,,,0.03283963589061613,,,,,,,,,,,0.014148204552429884,,,,0.009729330939951803,,,,0.019621477200865906,,,,,,,,,,,,,0.019621477200865906,,,,,,,0.019621477200865906,,,,,,,,,,,,,,,,,,,,,,,0.02477240863183953,,,,,0.028296409104859768,,,,,,,,,,,,,,0.019621477200865906,0.016419817945308064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014148204552429884,,,,,,,,,,,0.014148204552429884,,,,,,,,,,,,,,,,,0.012386204315919766,0.012386204315919766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.025094749849301923,0.05018949969860385,0.05018949969860385,0.025094749849301923,0.025094749849301923,0.025094749849301923,,,,,,,,,,,,,,,,,,
23,0.01660278840073269,0.01660278840073269,0.024697532386031503,0.01646502159068767,,,0.011971557698209902,,0.004608071394871758,0.0031403074254757663,,,,,,,,,,,,,,,,,,,,,,,,,0.013893692107568363,,0.011971557698209902,0.023943115396419804,,,,,,,,,,,,,,0.009262461405045577,0.009262461405045577,,,,,,0.01646502159068767,,,0.008232510795343834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01660278840073269,,,,,,,,,,,0.005849403718640093,,0.01660278840073269,,,,,,,,,,,,,,,,,,0.03591467309462971,,,,,,,,,,,,,,,0.01048063442116288,,,,,,,0.027787384215136726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011971557698209902,,,,,,0.03320557680146538,,,,,,,,,,,,,,0.013893692107568363,,,,,,,,,,,,,,,,,,,0.01048063442116288,0.01048063442116288,0.01660278840073269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01660278840073269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01660278840073269,,,,,,,,,,,,,,,,,,,,,,,,,,0.021234019103255477,0.042468038206510954,0.042468038206510954,0.021234019103255477,0.10617009551627739,0.042468038206510954,0.021234019103255477,0.042468038206510954,0.021234019103255477,0.021234019103255477,0.021234019103255477,0.021234019103255477,0.021234019103255477,0.042468038206510954,0.021234019103255477,0.021234019103255477,0.021234019103255477,0.021234019103255477
