,đàn,em,của,hà,tí,tồ,sau,15,năm,lẩn,trốn,bị,bắt,ra,sao,ngày,14,5,vũ,văn,bang,trùm,buôn,bán,ma,túy,cỡ,bự,đệ,tử,đã,công,an,ninh,bình,giữ,1989,quả,tang,vận,chuyển,23,kg,thuốc,phiện,nhưng,hắn,khỏi,nhà,tạm,7,đường,dây,do,cầm,đầu,triệt,phá,nhiều,đối,tượng,liên,quan,lĩnh,án,hình,trai,nhận,chung,thân,riêng,thoát,lưới,pháp,luật,thấy,sóng,yên,biển,lặng,mới,xuất,lộ,diện,quê,ở,huyện,kim,sơn,vào,những,1980,vùng,đất,địa,ấy,người,ta,xôn,xao,bàn,tán,về,sự,giàu,có,nhanh,chóng,hai,anh,ruột,đình,vang,không,ai,lý,giải,nổi,vì,mọi,việc,vỡ,lẽ,khi,21,10,thạch,thành,thanh,hoá,với,bản,chất,cáo,già,chỉ,8,cũng,biệt,tăm,từ,đó,chồng,bỏ,bà,con,xã,hùng,tiến,phạm,thị,đắc,vợ,lúc,nào,ủ,rũ,như,tàu,lá,héo,gần,đây,chị,ăn,tươm,tất,lạ,thường,mỗi,lần,đi,chợ,đều,mua,thức,ngon,điều,lâu,nay,chẳng,bao,giờ,xảy,hàng,xóm,kháo,rằng,4,đứa,làm,xa,1,mình,lượng,chiếu,cói,gia,lại,rất,cả,bất,được,báo,phương,lập,đêm,13,các,lực,bố,trí,quanh,mở,cửa,buổi,sáng,trinh,sát,ập,khống,chế,cho,cô,tin,luôn,là,động,nguy,hiểm,nên,mũi,tác,thứ,ấp,thì,kịp,trở,tay,đang,ngồi,co,ro,trong,xó,tối,bên,đống,đồ,nghề,còng,số,bập,kẻ,lệnh,truy,nã,qua
10,,,,,,,,,,,0.021762721774011028,,,,,0.024929971615916018,,,,,0.011233064383027768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033803921600570275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04084757196279752,,,0.04084757196279752,,0.04084757196279752,0.052888771789356775,0.052888771789356775,0.04084757196279752,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.033803921600570275,0.033803921600570275,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,0.052888771789356775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10211892990699381,,,,,,,,,,,,,,0.08450980400142569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13222192947339192,0.13222192947339192,0.13222192947339192,0.10211892990699381,0.13222192947339192,0.10211892990699381,0.13222192947339192,0.10211892990699381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,0.049711649412603344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06006995876881988,,,,,0.0777776055725835,0.0777776055725835,0.06006995876881988,0.0777776055725835,0.049711649412603344,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.06006995876881988,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,0.0777776055725835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,0.041549952693193365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020774976346596682,,,,,,,,,,,,,,0.028169934667141894,,,0.020774976346596682,,,,,,,,,,0.034039643302331266,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,,,,,,,,,0.034039643302331266,,,,,,0.05633986933428379,,,,,,,,,,,,,,,,,,,,0.034039643302331266,,0.028169934667141894,,,,,,,,,,,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.034039643302331266,0.044073976491130644,0.044073976491130644,0.044073976491130644,0.034039643302331266,0.034039643302331266,0.034039643302331266,0.044073976491130644,0.044073976491130644,0.044073976491130644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041549952693193365,0.05633986933428379,0.05633986933428379,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,0.06807928660466253,,,,,0.05633986933428379,,,,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.05633986933428379,0.05633986933428379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,0.12002655056765948,,,,,,,,0.046804434929282365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17019821651165634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14084967333570947,,0.2203698824556532,0.2203698824556532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0519374408664917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07042483666785473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08509910825582817,,,,,,,,0.07042483666785473,,,,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,0.1101849412278266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,0.03521241833392737,,,0.042549554127914085,0.03521241833392737,,,0.011701108732320591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,0.03000663764191487,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042549554127914085,,,,,,,,,,0.03521241833392737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03521241833392737,,,,,,,,,,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.0550924706139133,0.1101849412278266,0.0550924706139133,0.042549554127914085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,0.010801023445219009,,,,,,,,,,,0.023971126553765404,,,,,,,,,,,,,,,,,0.023971126553765404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02769843474638296,,,,,,,0.039276511502689924,,,,,,,,,,,,0.039276511502689924,,,,,0.03250377076977911,,,,,,,,,,0.07855302300537985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03250377076977911,,,,,,,,,,,,,,,,,,,,,0.039276511502689924,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.0508545882589969,0.039276511502689924,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048010620227063795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06807928660466253,,,,,0.06807928660466253,0.06807928660466253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,0.08814795298226129,,,,,,,,
20,,,,,,,,0.06036414571530405,0.03886200316787683,,0.03886200316787683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051439950243282635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07294209279070986,,,,,,,,,,,,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709,0.09444423533813709
