,vụ,buôn,lậu,ở,cảng,sài,gòn,do,một,nhóm,người,có,tổ,chức,đó,là,nhận,định,ban,đầu,của,cơ,quan,điều,tra,sau,4,ngày,xem,xét,các,vấn,đề,liên,đến,hoạt,động,cửa,hàng,miễn,thuế,tuy,lệnh,khởi,tố,án,và,bắt,giam,những,chưa,tiến,hành,nhưng,khẳng,sẽ,phải,thực,hiện,biện,pháp,này,trong,khi,ông,lê,như,phấn,giám,đốc,công,ty,cổ,phần,xuất,nhập,khẩu,dịch,đã,văn,gửi,bộ,an,viện,kiểm,sát,tổng,hải,báo,chí,rằng,số,bị,tịch,thu,hoàn,toàn,hợp,chứ,không,ngay,lúc,kê,niêm,phong,kho,quầy,chúng,tôi,cử,đại,diện,nhân,sự,tới,xin,được,tiếp,xúc,với,đồng,trách,nhiệm,để,nắm,tình,hình,cho,nay,cũng,biên,bản,khám,nên,cụ,thể,hóa,trên,mà,lực,lượng,đều,nguồn,gốc,xứ,rõ,ràng,lệ,đây,về,kinh,doanh,tại,thành,thủ,thục,theo,đúng,qui,nhà,nước,giải,trình,đặc,biệt,nhấn,mạnh,đơn,vị,trực,quản,lý,dõi,thời,gian,dài,nơi,đường,dây,trường,sai,phạm,nếu,gây,ra,bởi,cá,nào,thì,chịu,trước,luật,nhiên,việc,đưa,ngoài,tiêu,thụ,làm,chặt,chẽ,chủ,trương,cách,hệ,thống,rất,tinh,vi,xác,đoạn,lận,phản,ánh,bạn,đọc,vnexpress,nguyễn,tấn,phát,việt,kiều,mỹ,viên,bán,ghi,họ,tên,passport,lại,yêu,cầu,ký,hoá,kịp,in,chính,kẽ,hở,thêm,vào,mua,lấy,chênh,tuồn,phía,hoàng,nhượng,phó,bày,tỏ,điểm,giữ,vì,dán,tem,đâu,hay,cảnh,cả,chục,xe,mặt,khiến,mọi,trở,quá,nghiêm,trọng,vẻ,mang,tính,biết,thuộc,nam,quyền,can,thiệp,song,đóng,địa,bàn,bảo,vệ,vẫn,khỏi,trùng,khớp,giấy,tờ,chất,chỉ,thức,thế,coi,chiếc,rượu,cần
10,,0.02622125533644072,0.017099134255714018,,,,,,0.03899713190825378,,,0.02736636324218011,0.01949856595412689,0.01949856595412689,,,,0.026626223868500765,,,,,,,,,,,,,,,,,,,,,0.004190990853523681,,,,,,,,0.011763035496450951,,,,0.02622125533644072,,,0.022435233014977088,0.044870466029954176,,,,0.02622125533644072,,,0.031557354095703795,,,,,,,,,0.011763035496450951,0.017099134255714018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02622125533644072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03899713190825378,,,,,0.02622125533644072,,,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,0.03899713190825378,,,,,,,0.010376444873400191,,0.013313111934250383,,,0.026626223868500765,0.01949856595412689,0.013313111934250383,0.022435233014977088,0.017099134255714018,,,,,,,,,,,,,0.015070443660846953,0.004190990853523681,0.015070443660846953,0.015070443660846953,,,,,,,,,,,,,,,,,,,,,,,,,,0.02622125533644072,,,,,,,,,,,,0.017099134255714018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02622125533644072,,,,,,,,,,,,,,,,,,,,,,,,,0.031557354095703795,,,,,,,,,,,,,,,,,,,,0.031557354095703795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.04067947517643049,0.031557354095703795,0.04067947517643049,0.04067947517643049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,0.03328082408086707,,,,,,,0.024748179864853365,0.013170103108546397,,,,,,,,,,,,,,,,,,,,,,,0.005319334544856979,,,,,,,,0.014930006591649286,,,,,,,0.02847548805747092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019127870800305747,,,,,,,,0.013170103108546397,,,,,,,,,,,,,0.024748179864853365,,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02847548805747092,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,0.03328082408086707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04005356481377789,0.04005356481377789,0.05163164157008485,0.04005356481377789,0.05163164157008485,0.05163164157008485,0.04005356481377789,0.05163164157008485,0.05163164157008485,0.05163164157008485,0.04005356481377789,0.05163164157008485,0.05163164157008485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,0.030903622360805134,,,,,0.012229381457935938,,,,,0.015690453351080807,,,,,,,,,,,,,,,,,,0.00987876415473439,,,,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017761594314569622,,,,,,,,,,,,,,,,,,,,,0.02298045273164955,,,,,,,,,,,0.07438519179701608,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,0.03719259589850804,,,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,0.03719259589850804,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,0.03719259589850804,,,,,,,,,0.03719259589850804,,,0.03719259589850804,0.04794366717222165,0.04794366717222165,0.03719259589850804,0.030903622360805134,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,0.011755654800803386,,0.023511309601606772,0.026810528186924476,0.026810528186924476,,,,,,,,,0.014267611700925262,,,,,0.018305528909594276,,0.009152764454797138,,,,,,,,,,,,,,,0.01036093001683228,0.01152522484719012,,,,,,,,,,,,,,,,,,0.01036093001683228,,,,,,,,0.013405264093462238,,,,0.013405264093462238,0.018027113043802993,0.008087086903810029,,,,,,,,,0.021695680940796356,,,0.013405264093462238,,,,0.018027113043802993,,,,,0.01036093001683228,,,0.018027113043802993,0.015424222697796747,0.018027113043802993,,,0.014267611700925262,,,,,,0.018027113043802993,,,0.013405264093462238,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013405264093462238,,,,,,,,,,,,,0.021695680940796356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018027113043802993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018027113043802993,,,,,0.02796713918379596,0.02796713918379596,0.021695680940796356,0.02796713918379596,0.02796713918379596,0.02796713918379596,0.02796713918379596,0.021695680940796356,0.018027113043802993,0.021695680940796356,0.021695680940796356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.02742084035163866,,,,0.02089894186809491,0.023831580610599534,0.023831580610599534,,,,,,,,,,,,,,,,,,,0.03857009945030463,,,,,,,,,0.02742084035163866,,,,,,,,,,,,0.014377043384551163,,,,,,,,,0.03857009945030463,,,,,,,,,,,,,,,0.014377043384551163,0.02089894186809491,0.03204820096676088,0.03204820096676088,0.02742084035163866,0.023831580610599534,0.023831580610599534,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02089894186809491,,,,,,,,,,,,,0.03204820096676088,,,,,,,,,,,,,,,,0.03204820096676088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03857009945030463,0.03857009945030463,,,,,,,0.03204820096676088,,0.03204820096676088,,,0.023831580610599534,,,,,0.03204820096676088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049719358548970596,0.03857009945030463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,0.021502142547427227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030903622360805134,,,,,,,,,,,,,,,,,0.030903622360805134,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,,,,,,,,,,,,,0.026441524624794422,,,,,,,,,,0.02298045273164955,,,,,,,,,,,,,,,,0.03719259589850804,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,0.03719259589850804,,,,,,,,,,,,,0.03719259589850804,0.02298045273164955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0958873343444433,0.04794366717222165,0.04794366717222165,0.03719259589850804,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.03719259589850804,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.04794366717222165,0.03719259589850804,0.03719259589850804,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,0.014106785760964064,0.016086316912154685,0.016086316912154685,0.021632535652563595,,,,0.00752574989159953,,,0.016086316912154685,,,,,,0.010983317345756567,,,,,,,,,,,,,,,0.021632535652563595,0.021632535652563595,,0.0034575674541570366,,,,,,,,,,,,,,,,,,,,,,,,,,0.016086316912154685,,,,,,0.01940900856914407,0.02821357152192813,0.021632535652563595,0.021632535652563595,0.018509067237356097,0.016086316912154685,0.016086316912154685,,,,,,,,,,0.021632535652563595,0.018509067237356097,,,,,,,,,,,,0.008560567020555158,,,,,,,,0.018509067237356097,0.016086316912154685,,,,,,,,,,,,,,,,,,,0.021632535652563595,,,,,,,,,,,,,,,,,,,,,,,0.021632535652563595,0.021632535652563595,,,,,,,,,,,,,,,,,,0.021632535652563595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02603481712895563,,,,,,0.02603481712895563,,,,,,,,,,,,,0.02603481712895563,0.021632535652563595,,,,,,,0.02603481712895563,,,,,,,,,,,,,,,,,,,,,,,,,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,0.033560567020555154,,,,,,,,,,,,,,,,,,,,
18,,,,,0.026245182811095932,,,,,,,0.021002092720742875,,,,,,,,,,,,,0.026245182811095932,,,,,,,,,,,,,0.011565689321115102,0.006432683635640998,0.011565689321115102,0.011565689321115102,,,,,,,,,,,,,,,,0.011565689321115102,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03443547392996483,,,,,,,0.011565689321115102,,,,,,,0.024218434538563375,0.01592663631731192,,,,,,,,,,,,,,,,,,,,0.020123288979128927,,0.017217736964982414,0.017217736964982414,,,,,,,,,,,0.024218434538563375,,,,0.024218434538563375,,0.020123288979128927,0.03443547392996483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017217736964982414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024218434538563375,,,,,,,,,,,,,,,,,,,,,,,,0.020123288979128927,,,,0.024218434538563375,,,,,,,,,,,,,,,,,,,,,0.03121913211214433,0.03121913211214433,0.03121913211214433,0.03121913211214433,0.024218434538563375,0.024218434538563375,0.03121913211214433,0.03121913211214433,0.03121913211214433,0.03121913211214433,0.03121913211214433,0.03121913211214433,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09467206228711138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06730569904493126,,,,,,,,,,,,,0.07866376600932216,0.06730569904493126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09467206228711138,0.09467206228711138,,,,,,,,,,,0.09467206228711138,0.09467206228711138,,,,,,,0.12203842552929148,0.12203842552929148,0.12203842552929148,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,0.023122773359487505,,0.02969849633887171,,,,,,,,,,,,,,0.007279089377172708,,,,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,,,0.04554218032118651,,0.03386593034137828,,,,,,,,,,0.05939699267774342,,,,,,0.038966457341802305,0.038966457341802305,,0.038966457341802305,,,,,,,,,,0.038966457341802305,,,,,,,,,,,,,,,,,,,0.02969849633887171,,,,,,,,,,,,,,,,,,,,0.03386593034137828,,,,,,,,,,,0.05481014132411711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05481014132411711,,,,,,,,,,,,,,,,,0.04554218032118651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0706538253064319,0.0706538253064319,,,
