,côn,đồ,dàn,cảnh,va,quệt,xe,máy,nhằm,cướp,tài,sản,khoảng,10,diễn,viên,tập,hợp,dưới,trướng,của,trưởng,đoàn,nguyễn,ngọc,minh,đã,dựng,thành,công,các,vở,kịch,và,ăn,trộm,người,đi,đường,họ,gây,ra,nhiều,vụ,án,đến,nỗi,tại,cơ,quan,điều,tra,cả,nhóm,vắt,óc,mà,vẫn,không,nhớ,xuể,mở,đầu,màn,phân,2,trên,thấy,con,mồi,ngon,sẽ,cố,tình,tạo,quyệt,giao,thông,tên,ngồi,sau,vờ,bị,kẹt,chân,vào,bánh,nhăn,nhó,vẻ,rất,đau,đớn,lúc,này,bạn,khác,chúng,xúm,lại,hiện,trường,bảo,vệ,nạn,khiến,hoang,mang,mất,giác,chỉ,đợi,có,vậy,một,nhanh,tay,móc,ví,tiền,hay,giật,túi,thời,gian,qua,hàng,chục,ở,tp,hcm,trở,nhân,tới,trình,báo,phòng,sát,hình,sự,phố,nhưng,thì,ngậm,đắng,nuốt,cay,đổ,vận,hạn,từ,lời,khai,hại,đội,chống,phương,tiện,4,an,lập,theo,dõi,sáng,22,5,trinh,phát,lảng,vảng,khu,vực,xanh,quận,bình,thạnh,chọn,được,đối,tượng,liền,cho,suất,tiên,trong,ngày,là,anh,khắc,t,lấy,hơn,9,triệu,đồng,tiếp,đó,võ,thị,sáu,sô,thứ,hai,cắp,3,cùng,đệ,tử,luôn,để,nổ,dấu,hiệu,khả,nghi,tức,nhảy,lên,phóng,hướng,tẩu,thoát,8h45,tiến,hành,bờ,kênh,nhiêu,lộc,lần,ông,lê,văn,q,chưa,đầy,giờ,hồ,kiếm,chác,17,nên,tụ,nhau,phổ,quang,chia,ập,bắt,giữ,toán,lộ,mặt,những,từng,tù,về,tội,vũ,mã,6,bùi,hồng,rông,tích,bằng,nửa,gần,nhận,thực,phi,vài,còn,trước,nổi,vì,quá,ai,hãy,liên,lạc,với,459,trần,hưng,đạo,tel,8387342,cung,cấp,thêm,tin
10,,,,,,,,,,,,,,,0.023856062735983122,0.036619687991148425,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03266062568876719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,,0.047712125471966245,,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,,,,,,,,,,,,,0.07156818820794937,0.07156818820794937,0.05651668842475031,0.05651668842475031,0.05651668842475031,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,0.07156818820794937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,0.03180808364797749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07535558456633373,0.07535558456633373,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04882625065486457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,0.06361616729595498,0.07535558456633373,0.07535558456633373,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.06361616729595498,0.07535558456633373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,0.16147625264214371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11847196754728928,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13632035849133212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10462767997470979,0.20448053773699817,0.20448053773699817,0.20448053773699817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10462767997470979,,,,,,,,,,,,,,,,,,,,,,,,,,0.13632035849133212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20448053773699817,0.16147625264214371,0.20448053773699817,0.11847196754728928,0.11847196754728928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,0.06279632047194478,,,,0.04607243182394583,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04068854221238714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04607243182394583,0.04607243182394583,0.1590404182398875,0.06279632047194478,0.07952020911994374,0.07952020911994374,0.07952020911994374,0.06279632047194478,0.06279632047194478,0.07952020911994374,0.07952020911994374,0.06279632047194478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,0.05026083471703182,0.028916439679979544,,,,,,,0.014458219839989772,,,,,,,,,,,0.02513041735851591,,,,,0.02513041735851591,,0.028916439679979544,,,,,0.028916439679979544,,,,,0.01979431859925284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028916439679979544,,,,0.022193750297665713,,,0.02513041735851591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.034252538439242614,,,,,,,0.034252538439242614,,,,,,,,,,,,,,,,,0.028916439679979544,,0.022193750297665713,,,,,,,,,,,,,,,,,,,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.028916439679979544,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,0.043374659519969314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,0.03180808364797749,,,,,,0.03521825181113625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04882625065486457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06361616729595498,,,,,,,,,,,,,,,,,,,,,,,0.07535558456633373,0.07535558456633373,,,0.07535558456633373,,,,,,,,,,,,,,,,,,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08137708442477427,,,,,,,,,,,,0.1060269454932583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12559264094388956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08137708442477427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12559264094388956,0.1590404182398875,0.1590404182398875,0.12559264094388956,0.1590404182398875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23856062735983122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2825834421237515,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20732594320775624,0.20732594320775624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,0.04521335073980025,,,,,,,,,,0.02929575039291874,,,,,,,,,,,,0.033172150913241,,,,,,,,,0.033172150913241,,,,,,0.023450628965789217,,,,,,,,,,,0.04521335073980025,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038169700377572995,,,,,,,,,,,,,,,,0.033172150913241,0.066344301826482,,,,,,,,,,,,,,,0.038169700377572995,,,,,,,,,,,,,,,,,,,,,,,,,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.057254550566359495,0.04521335073980025,0.057254550566359495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11303337684950061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09542425094393249,,,,,,,,0.09542425094393249,0.09542425094393249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0829303772831025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11303337684950061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14313637641589874,0.14313637641589874,0.14313637641589874,0.14313637641589874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,0.023856062735983122,0.036619687991148425,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,,,,,,0.03266062568876719,,0.04146518864155125,,,0.04146518864155125,0.05651668842475031,0.05651668842475031,0.05651668842475031,0.05651668842475031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,0.09542425094393249,,,,,,,,,,,,,,,,,,,,0.04146518864155125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651668842475031,0.05651668842475031,,,,,,,0.036619687991148425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07156818820794937,0.07156818820794937,0.07156818820794937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,0.018144792049315104,0.03139816023597239,0.03139816023597239,,,,,,,,,0.014674271587973436,0.03139816023597239,0.03139816023597239,,0.09419448070791717,0.023036215911972916,,,0.023036215911972916,,,,,,,,,,,,,,,,0.023036215911972916,,,,,,,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,0.026506736373314577,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04607243182394583,,,,,,,0.05301347274662915,,,,,,,,,,,,,,,,,,,,0.023036215911972916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03139816023597239,,,0.03139816023597239,,,,,,,,,,,,,0.06279632047194478,,,,,,,,,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,0.03976010455997187,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,0.034379605988175986,,,,0.11898250194684275,,0.03854703999068255,,,,,,,,,,,0.03854703999068255,,0.04364756699110658,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,0.030856090744459497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04364756699110658,,,,,,,,,,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05022328997049078,0.059491250973421374,,,,,,0.059491250973421374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,0.07533493495573618,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10366297160387812,,,,,,,,,,,,,,,,,,,0.14129172106187576,0.14129172106187576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14129172106187576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17892047051987342,0.17892047051987342,0.17892047051987342,0.17892047051987342,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32660625688767186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7156818820794937,,,,,,,,,,,,,,,
26,,,,0.023694393509457855,,,,,,0.018663214679295534,,,,,,,,,,,0.015093536490486963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016750449261278014,,,,,,,,,,,,,0.027264071698266425,,,,,,,,,,,0.06459050105685749,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023694393509457855,,,,,,,,,,,,,,,,,,,,,,,,,0.027264071698266425,0.027264071698266425,,0.027264071698266425,,,0.03229525052842874,0.03229525052842874,0.023694393509457855,0.03229525052842874,0.023694393509457855,,,,,,,,,,,,,,,0.03229525052842874,,,,0.03229525052842874,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020925535994941957,,,,,,,,,,,,,,,,,,,,,,,0.027264071698266425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964,0.04089610754739964
