,không,truy,tố,25,sinh,viên,trong,đường,dây,thi,hộ,đh,những,trường,hợp,trên,đã,nhắc,bài,cho,một,số,thí,đăng,ký,tại,18,cđ,và,trung,học,chuyên,nghiệp,ngày,27,5,tand,hà,nội,sẽ,xét,xử,vụ,án,này,tuy,nhiên,hành,vi,của,được,thuê,đi,gà,cơ,quan,tụng,cứu,trách,nhiệm,hình,sự,với,họ,chỉ,lý,chính,chủ,mưu,xác,định,là,ngô,thành,sơn,giám,đốc,công,ty,cổ,phần,thương,mại,địa,ốc,phạm,phú,bác,sĩ,viện,bỏng,quốc,gia,vksnd,cùng,9,người,liên,đoàn,văn,giáp,phó,nguyễn,thái,hoàng,cựu,giao,thông,vận,tải,việt,cường,đầu,tư,sao,la,thăng,bùi,ngọc,thắng,trần,đức,thuận,thạch,vũ,mạnh,về,tội,làm,giả,con,dấu,tài,liệu,tổ,chức,riêng,chuyển,sang,cục,điều,tra,bộ,phòng,giải,quyết,theo,thẩm,quyền,mùa,tuyển,năm,2003,biết,nhiều,có,nhu,cầu,đỗ,vào,các,đại,cao,đẳng,nhưng,thực,lực,nên,bàn,xúc,tiến,phi,ăn,hiện,việc,kèm,khác,tìm,giỏi,đạo,hàng,loạt,phiếu,dự,ghi,tên,giống,khách,hoàn,tất,tạo,kiện,thể,ngồi,chung,để,thì,tráo,ảnh,giấy,tờ,mang,như,chứng,minh,thư,bằng,tốt,cấp,3,quá,trình,đều,qua,tay,thợ,in,còn,bán,50,phôi,giá,1,triệu,đồng,chiếc,phục,nhóm,biến,hoặc,trùng,khai,mỗi,trót,lọt,thu,10,30,mà,bị,can,nộp,hồ,sơ,kinh,tế,dân,xây,dựng,luật,bách,khoa,sư,kiến,trúc,ngân,nhân,dưới,tham,cảnh,cáo,báo,đơn,vị,quản,đề,nghị,thuê14,01,2004,hơn,gian,lận,cử07,07,phát,ở,nguyên07,buộc,thôi,ngay,hộ07,890,kỷ,kỳ,đợt,106
10,,,,,0.014789916641090426,0.010034333188799373,,,,0.0062362214452381486,0.015197731854990813,,,0.020068666377598746,0.02746362469814396,,,,,,,,0.015197731854990813,,,,,,,,,,0.02329900014453396,,,,,,,,,,,,,,,,,0.013264666955734587,,,,,,,,,,,,,0.010034333188799373,0.02746362469814396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020068666377598746,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,0.02746362469814396,,,,,,,,,,,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.02746362469814396,0.02746362469814396,0.04336766652213271,0.04336766652213271,0.04336766652213271,0.03333333333333333,0.04336766652213271,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,0.04577270783023993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022107778259557644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,0.05555555555555555,0.05555555555555555,,,,,,,,,0.025329553091651354,,,,0.0388316669075566,0.04577270783023993,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388316669075566,,,,,0.04577270783023993,,,,,,,,0.04577270783023993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05555555555555555,0.05555555555555555,0.0722794442035545,0.0722794442035545,0.05555555555555555,0.0722794442035545,0.0722794442035545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,0.008134201885093237,0.009911564253254878,,,,,,,,,0.01791105958574606,,,,,,,,,,,,,0.01519500009426128,,,,,,,,,,0.01308826068104266,,,,,,,,,,,,0.01136692924522473,,,,,,,,0.00654413034052133,,,,,,,0.021739130434782608,,,0.01308826068104266,0.01136692924522473,0.008650869753739947,,,,,,,,,,,0.01519500009426128,0.019823128506509757,,,,,,,,0.01308826068104266,,,,,,,,0.021739130434782608,0.01791105958574606,0.01519500009426128,,,,,,,,,,,,,,,,,,,,,,,,0.009911564253254878,0.01308826068104266,,,,,,,,,,,0.01791105958574606,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01519500009426128,0.01791105958574606,,,,,,,,,,,,,,,,,,,,0.021739130434782608,,,,0.01791105958574606,0.01791105958574606,,,,0.021739130434782608,,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.021739130434782608,,,,,,0.05656652155060788,0.02828326077530394,0.02828326077530394,0.02828326077530394,0.02828326077530394,0.02828326077530394,0.021739130434782608,0.021739130434782608,0.02828326077530394,0.021739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,0.014789916641090426,0.010034333188799373,,,,0.0062362214452381486,,,,,,,,,,,,,0.015197731854990813,,,,,,0.020068666377598746,,0.030395463709981627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010034333188799373,,,,,,,,,,,,,,,,,,,,,,,,0.015197731854990813,,,,,,,,0.04013733275519749,,0.020068666377598746,,,,0.020068666377598746,,,,0.02329900014453396,,,,,,,,,,,0.03333333333333333,0.02746362469814396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03333333333333333,0.020068666377598746,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,0.02329900014453396,0.03333333333333333,0.03333333333333333,,,0.03333333333333333,,0.03333333333333333,,,,,,,,0.03333333333333333,0.03333333333333333,0.03333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,0.024649861068484043,0.01114925909866597,,,,0.013858269878306996,0.016886368727767567,,0.02229851819733194,,,,,,,,,,0.016886368727767567,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014738518839705096,,,,,,,,,,,,,0.01114925909866597,,,,,,,,,,,0.019365879454827317,,,,,,,,,,,,,0.016886368727767567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016886368727767567,0.02229851819733194,,,0.02588777793837107,0.030515138553493287,,,,,,,,,,,,,,,,,0.030515138553493287,,,,,0.02229851819733194,,,,,,,,,,,,,,,,,,,,,,,,,0.030515138553493287,,,0.030515138553493287,,0.030515138553493287,,0.037037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037035,0.04818629613570301,0.04818629613570301,0.04818629613570301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,0.010084034073470746,,,,,,,,,,,,,,,,,,0.0207241798022602,,,,,,,,,,,,,,,,,,,,0.02736636324218011,,,,,,,,,,,,,,,,,,,,,0.037450397315650856,,,,,,,,,,,0.018088182212365345,,,,,,,,,,,,0.0207241798022602,,,,,,,,,,,,,,0.02736636324218011,,,,0.031771363833455406,,,,,,,,,,,,0.037450397315650856,,,,,,,,,,0.037450397315650856,,0.0207241798022602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,0.045454545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045454545454545456,0.045454545454545456,,,,,,,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.05913772707563551,0.045454545454545456,0.05913772707563551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,0.01615507335184939,,,0.00366836555602244,0.008939842267641655,0.013705294202667036,,0.011805097869175734,,,0.013705294202667036,,,,,,,,,,0.0196078431372549,,0.011805097869175734,,0.01787968453528331,,,,,,,0.02741058840533407,0.02741058840533407,,,,0.011805097869175734,,,,,,,,,,,,,,,,,,,,,,,,0.01615507335184939,,,,,,,,,,,0.01615507335184939,,,,,,,,0.013705294202667036,,,,0.03231014670369878,,0.013705294202667036,,,,,,,0.013705294202667036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008939842267641655,0.011805097869175734,,,0.013705294202667036,,,,,,,,,,,,,,,,,,,,,,,0.011805097869175734,,,,,0.013705294202667036,,,,,,,,,,,,,,0.013705294202667036,,,,,,0.01615507335184939,,,,,,,,,,,,,,,,,,,0.01615507335184939,0.01615507335184939,,,,,,,,,,,,,,,,,,,,,,,,,,0.0196078431372549,0.0196078431372549,,,,,,,,,,,0.025510392071842768,0.01615507335184939,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.0196078431372549,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,0.025510392071842768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.017922307803487664,0.015437435675075958,0.015437435675075958,0.02112586515241843,0.005688429477342471,0.015437435675075958,,,,0.00959418683882792,,,,,,,0.017922307803487664,,,,0.02112586515241843,0.02112586515241843,,0.02112586515241843,0.02112586515241843,,,,,,0.011690562965377549,,,,,,,,,,,,,,,,,,,0.010203589965949682,0.015437435675075958,0.017922307803487664,,,0.013407147314880451,0.02112586515241843,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02112586515241843,0.02112586515241843,0.007718717837537979,,,,,,,,,,,,0.010203589965949682,,,,,,,,,,,,,,,,,,0.02112586515241843,,0.015437435675075958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02112586515241843,,,,,,,,,,,,0.017922307803487664,0.017922307803487664,,,,,,,,,,,,,,,,,,,,,0.02564102564102564,0.02112586515241843,0.02564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033359743478563623,0.033359743478563623,0.033359743478563623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,0.0316873679646296,0.0316873679646296,0.04336361794443783,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05263157894736842,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,0.04336361794443783,0.05263157894736842,0.04336361794443783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04336361794443783,,,,,,,,,,,,,,,,,,,,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,0.06847526292968321,,,,,,,,,,,,,,,,,,,,,,
19,,0.009407187364499412,0.009407187364499412,,0.010399160138266706,0.004703593682249706,0.02574714815450996,0.02574714815450996,0.02574714815450996,0.01461614401227691,,0.010921406317750295,0.009407187364499412,,,,,,,,,,0.0071239368070269435,,,,,,,,0.014247873614053887,,,,,,,,,0.015625,,,,,,,,,,,,0.010921406317750295,,,,,,,,,,,0.004703593682249706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009407187364499412,,,,,,,0.01287357407725498,,,,,,,,,,,,,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,,,,0.01287357407725498,,0.0625,,,,,,,,,0.010921406317750295,,,,,,,,,,,,0.01287357407725498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,,,,,,,0.015625,,,0.01287357407725498,,,,,,,,,,0.015625,,,,,,,,,,,,,,,,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.08131437472899883,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707,0.020328593682249707
