,phường,xã,sẽ,có,ban,thanh,tra,nhân,dân,theo,dự,án,luật,được,trình,quốc,hội,hôm,nay,nhà,nước,tổ,chức,ở,ba,cấp,hành,chính,là,trung,ương,tỉnh,huyện,tại,hoạt,động,với,nhiệm,kỳ,2,năm,quy,định,này,đã,gây,nhiều,tranh,cãi,trong,các,đại,biểu,hoàng,thiện,cát,cho,rằng,không,nên,đưa,vào,bởi,vì,thực,hiện,chủ,yếu,việc,giám,sát,chứ,phải,ông,đề,nghị,để,tạo,điều,kiện,lực,lượng,tốt,hơn,đúng,tầm,của,nó,thì,tách,ra,một,văn,bản,khác,đỗ,tiến,dũng,và,lê,điệt,cũng,đồng,tình,khỏi,bên,nữa,cơ,chế,toàn,đó,chất,vn,thời,thể,phương,châm,biết,bàn,kiểm,sở,trái,ý,kiến,trên,nhất,trí,chỉnh,cả,gian,quá,độ,chờ,đợi,xây,dựng,về,kế,thừa,những,hình,thức,phú,khẳng,ưu,thế,đóng,dễ,dàng,phát,vấn,do,nếu,chỉ,sử,dụng,chưa,đủ,mà,tai,mắt,nắm,tất,từ,góp,phần,ngăn,chặn,tiêu,cực,nâng,cao,hiệu,quản,lý,kể,chống,tham,nhũng,chỗ,cụ,quan,chịu,trách,bồi,dưỡng,chuyên,môn,nghiệp,vụ,5,thay,như,mục,đích,tránh,lãng,phí,tiền,tập,huấn,cán,bộ,huy,kinh,nghiệm,thuận,tiện,phó,tịch,nguyễn,yểu,giải,thích,thôn,làng,ấp,mỗi,bầu,trưởng,lần,cứ,tức,phù,hợp,khoản,phủ,phối,công,tác,khắc,phục,trạng,chồng,chéo,tế,số,đơn,vị,doanh,bị,cùng,nội,dung,nhau,đây,hoàn,muốn,nhiễu,năng,bổ,danh,tổng,chánh,tài,tâm,thành,viên,phê,chuẩn,cách,thủ,tướng,miễn,sau,khi,thống,tha,thiết,xem,xét,lại,làm,sao,tính,độc,lập,tương,đối,quyền,vậy,sai,rất,khó,xử,sửa,pháp,lệnh,1990,xin,14,17,20,24,27,ubnd,tiếp,tục,quyết,thông,qua,chiều,26,ngày,1,10,4,trích,58,dưới,thị,trấn,sự,59,hạn,chung,sách,khiếu,nại,tố,cáo,người,đứng,đầu,dấu,vi,phạm,hữu,thẩm,3,cần,giao,xác,minh,sơ,hở,thiếu,sót,bảo,đảm,lợi,ích,lao,dương,cá,tích,trường
10,,,,,0.012062543000540799,0.0071873983288033155,0.006518401749694362,0.00973716846366658,0.008468843836139143,,,,0.007896829068787232,,,,,,,,,,,,,,,,,,,,,,0.03641202459961144,0.033180137005830834,,0.012062543000540799,,,,0.015223807490045762,0.014040298368052156,0.014040298368052156,,,0.014040298368052156,,,,,0.012062543000540799,0.010446599203650495,,,,0.016590068502915417,,,0.014040298368052156,,,,,,,,,,,,,,,0.012062543000540799,0.012062543000540799,0.016590068502915417,,0.014040298368052156,,0.020183767667317075,0.02273353780218034,,,,,0.00973716846366658,,,,,,,,,,,,,,,,,,,,,0.00973716846366658,,,,,,,0.02273353780218034,,,,,,,,,,,0.020183767667317075,0.026327236966582,0.020183767667317075,,,,,,,,,,,,,0.02273353780218034,0.020183767667317075,,,,,,,,,,,,,,,,,,,,,,0.02273353780218034,,,,,,,,,,0.02273353780218034,0.016590068502915417,,,,,0.032470706265846916,0.026327236966582,0.01121779432384233,0.032470706265846916,0.032470706265846916,0.032470706265846916,0.032470706265846916,0.032470706265846916,0.032470706265846916,0.015223807490045762,0.020183767667317075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.026460562309021374,,,0.02273325411640382,0.006772740732910817,0.006142340110288919,,,,0.02273325411640382,,0.014882485552714401,,,,,,,,,,,,,,,,0.017112945051856197,,,,,,0.03431133087271079,0.031265898332417524,,,,0.03431133087271079,0.06862266174542157,,,,,,0.026460562309021374,,,0.028691021808163172,,0.02273325411640382,0.019687821576110553,,,,0.031265898332417524,0.04284397508872449,,0.026460562309021374,,,,0.03803863906532834,,,,,,,,,,,,,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03803863906532834,,,,,,,,,,,,,,,,0.04284397508872449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049616715821635314,0.049616715821635314,0.061194792577942275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,0.013741798046706855,0.014776615175662481,0.004402281476392031,0.003992521071687797,,,,,,,0.013741798046706855,,,,,,,,0.02230236506726201,0.014776615175662481,,,,,,0.011123414283706529,,,,,,,,,,,,,,,,0.02230236506726201,,,,,0.01864916417530606,,,,,,,0.02032283391607139,,,,,,,,,,,,0.029553230351324962,,,,,,,,0.04064566783214278,,,0.03225086528406295,,,,,,,0.023856062735983122,,,,,,,,,,,,0.03184110487935872,,,0.02230236506726201,,,,,,,,0.02784858380767092,,,,0.024725115392463422,,,,,,,,,,,,,,,,0.02784858380767092,,,,,,,,,,,,,,,,,,,,0.02032283391607139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03225086528406295,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,0.03977661517566248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,0.02548054148276132,,,,0.006521898483543749,0.005914846032130069,0.017671157582209718,0.015369383258178443,,,,,,,0.03304054084038816,0.03304054084038816,,,,,,,0.06608108168077632,,,,,,,,,,,,,,,,,,,,0.02548054148276132,,,,,,,,,,,,,,,0.041257161196549506,,,,,,,,0.02762839137082379,,0.021891281741722193,,,0.04777905968009326,0.036629800581427285,,,,,,,,,,,,,,,,,,,,0.041257161196549506,0.041257161196549506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04777905968009326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058928318778759224,0.030107902097883537,0.058928318778759224,0.058928318778759224,0.04777905968009326,0.058928318778759224,0.041257161196549506,0.058928318778759224,0.058928318778759224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,0.09890046156985369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08920946026904804,0.07459665670122424,0.06879746200345557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06368220975871744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11139433523068368,,,0.15910646070264992,0.1290034611362518,0.08129133566428556,0.11139433523068368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,0.008385298050270535,0.007604802041310089,,,,,,,,,,,,,,,,,,,,,,0.04237491155697725,,,,,,,,,0.028145933667928533,0.06143021958869133,0.0849613907324267,0.04248069536621335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022720059748555354,,0.0327606961921217,,,0.030324861789865442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053044921538420796,,,,0.06143021958869133,0.038710159840135976,0.053044921538420796,0.07576498128697615,0.07576498128697615,0.07576498128697615,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,0.01570491205337926,,0.005031178830162321,0.004562881224786054,,,,0.01688756020075712,,0.011055560696302126,0.01570491205337926,,,,,,,,,,,,,,0.023226095904081586,0.012712473467093175,,,,,,,,,,,,,0.02131333048606407,0.01965641771527302,,,,0.01965641771527302,,,0.02131333048606407,,0.01688756020075712,0.014625238885110695,,,,,,,0.03931283543054604,,,,,,,,,,,,,,,0.03377512040151424,0.01688756020075712,0.023226095904081586,,0.03931283543054604,,,,,,,,,,,,,0.018194917073919268,,,,,,,,,,,,0.0368581317532148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03182695292305247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0368581317532148,0.03182695292305247,0.04545898877218569,0.0368581317532148,0.04545898877218569,0.0368581317532148,0.0368581317532148,0.04545898877218569,0.0368581317532148,0.0368581317532148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,0.01895420420235428,,0.012144224762460775,0.011013851232242198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023723262759812264,,,,0.03410360743788058,,,,,,,,,,,,0.03410360743788058,,0.06820721487576116,0.021959382675419803,,,,,,,,,,,,,,,,,,,,,,,,,,0.043918765350839606,,,0.0444839521159489,,,,,,,,,,,,,0.016452457059298705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02803149505665019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01895420420235428,,,,,,,0.02572298506938767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038411839734718504,,,,,,,,,,,,,,,0.05486429679401721,0.0444839521159489,0.030761882851395875,0.030761882851395875,0.02803149505665019,0.05486429679401721,0.0444839521159489,0.05486429679401721,0.05486429679401721,0.05486429679401721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,0.023642584281059968,,,,,,0.017797462853930447,,,,,,,,,0.023642584281059968,,,,,,,,,,,,,0.039560184627941475,,,,,,,,0.04455773409227347,,,,,,,,,,,,,,0.039560184627941475,,,,,,,,,,,,,,,,,,,0.025472883903486974,,,,,,,,,,0.035683784107619215,,,,,,0.019084850188786497,,0.04455773409227347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03251653426571422,,,,,,,0.05160138445450072,,,,,,,0.04455773409227347,,,,,,,,,,,,,0.05160138445450072,,,0.021986876874730967,,,,,,,0.029838662680489698,0.039560184627941475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05160138445450072,0.05160138445450072,,,,,0.03251653426571422,,,,,,0.06364258428105997,0.05160138445450072,0.06364258428105997,0.06364258428105997,0.06364258428105997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,0.016008296277789203,0.01451825844250108,,,,,,,0.024985087357648827,,,,,,,,,0.026866573046659056,,,,,,0.020224389606739144,,,,,,,,,0.026866573046659056,,,,,,,,,0.03127157363793435,,,,0.044954755259024405,0.026866573046659056,0.02326742549903974,,,,,,,,,,,,,,,,0.026866573046659056,,,,,,0.026866573046659056,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040549754667749106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024985087357648827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.040549754667749106,0.07232111850120451,0.050633788741219855,0.040549754667749106,0.07232111850120451,0.07232111850120451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
